nVectors,memcpyOut,plan,execu,memcpyIn
1,9.610,0.010,1.294,0.110,
500001,2.711,0.002,5.580,1.920,
1000001,10.294,0.006,14.615,2.949,
1500001,7.909,0.002,20.576,2.234,
2000001,8.472,0.003,16.337,5.643,
2500001,12.384,0.005,18.614,5.066,
3000001,14.523,0.004,23.754,8.273,
3500001,15.796,0.005,23.043,5.262,
4000001,12.074,0.005,31.401,5.767,
4500001,13.795,0.005,25.809,9.295,
5000001,15.285,0.005,21.985,10.804,
5500001,17.283,0.005,24.192,9.515,
6000001,18.616,0.005,33.865,9.169,
6500001,19.602,0.005,35.421,12.142,
7000001,20.968,0.005,29.686,11.898,
7500001,21.904,0.006,34.239,12.336,
8000001,23.476,0.005,33.531,12.678,
8500001,25.063,0.005,31.508,13.653,
9000001,25.881,0.005,35.461,11.596,
9500001,26.977,0.005,34.372,14.790,
10000001,28.382,0.006,41.350,13.430,
10500001,29.081,0.006,36.644,14.439,
11000001,31.473,0.005,42.962,15.485,
11500001,31.763,0.006,37.628,16.403,
12000001,33.742,0.006,39.767,18.125,
12500001,34.513,0.006,35.424,19.070,
13000001,36.065,0.006,30.809,17.189,
13500001,37.869,0.007,43.777,17.893,
14000001,39.697,0.009,45.217,21.909,
14500001,43.870,0.007,42.482,20.218,
15000001,48.502,0.006,52.478,25.970,
15500001,50.428,0.006,53.471,26.718,
16000001,52.685,0.006,54.269,25.327,
16500001,53.553,0.006,60.855,24.156,
17000001,55.177,0.007,63.277,25.282,
17500001,57.659,0.009,63.980,25.034,
18000001,59.369,0.010,64.959,25.422,
18500001,61.472,0.010,61.275,26.636,
19000001,68.539,0.006,61.209,29.006,
19500001,65.147,0.006,65.041,31.337,
20000001,68.177,0.010,63.144,38.732,
20500001,72.624,0.006,59.627,27.642,
21000001,70.647,0.007,59.707,28.823,
21500001,75.625,0.006,64.629,29.531,
22000001,73.925,0.007,68.098,33.258,
22500001,75.920,0.006,77.192,32.277,
23000001,77.572,0.007,76.369,33.342,
23500001,80.990,0.009,72.595,33.876,
24000001,82.083,0.007,68.205,33.175,
24500001,83.429,0.009,81.715,34.218,
25000001,89.967,0.010,85.474,34.360,
25500001,86.589,0.007,78.766,34.269,
26000001,88.216,0.008,75.502,35.616,
26500001,92.021,0.006,83.954,36.151,
27000001,93.193,0.009,85.734,38.164,
27500001,94.479,0.006,78.972,36.733,
28000001,96.767,0.010,88.529,37.715,
28500001,97.857,0.009,85.069,40.409,
29000001,100.605,0.009,87.083,40.548,
29500001,101.440,0.009,83.558,39.995,
30000001,102.496,0.010,90.927,42.123,
30500001,103.954,0.007,87.376,41.292,
31000001,107.364,0.007,87.495,55.753,
31500001,108.485,0.010,93.931,44.316,
32000001,110.236,0.009,88.371,62.080,
32500001,110.498,0.006,87.504,45.762,
33000001,113.342,0.007,95.460,46.059,
33500001,117.853,0.007,91.310,47.904,
34000001,116.688,0.007,93.912,48.618,
34500001,119.740,0.007,94.555,50.313,
35000001,122.320,0.010,97.169,49.229,
35500001,122.937,0.007,100.638,50.787,
36000001,127.130,0.007,96.090,49.645,
36500001,126.421,0.006,102.747,50.244,
37000001,127.542,0.007,104.855,49.325,
37500001,134.066,0.006,105.679,67.996,
38000001,125.776,0.009,108.052,56.067,
38500001,135.809,0.010,105.245,54.617,
39000001,135.693,0.007,107.220,52.096,
39500001,142.524,0.009,110.714,54.437,
40000001,141.570,0.007,110.411,56.939,
40500001,141.278,0.007,116.656,53.809,
41000001,143.157,0.007,112.891,66.754,
41500001,132.821,0.007,113.243,58.132,
42000001,144.191,0.008,118.653,56.997,
42500001,145.244,0.007,114.181,58.742,
43000001,145.603,0.006,113.332,59.758,
43500001,146.162,0.006,105.891,52.592,
44000001,158.668,0.006,115.391,63.635,
44500001,146.669,0.006,118.091,62.625,
45000001,148.532,0.006,115.086,64.247,
45500001,148.729,0.007,121.219,65.648,
46000001,147.976,0.022,121.507,64.413,
46500001,151.667,0.007,120.472,61.761,
47000001,157.643,0.006,121.415,69.666,
47500001,146.399,0.006,121.072,63.365,
48000001,154.865,0.007,119.872,68.174,
48500001,152.235,0.009,120.134,68.264,
49000001,154.729,0.006,125.573,68.236,
49500001,155.767,0.010,130.571,67.210,
50000001,157.364,0.006,131.518,68.884,
50500001,157.208,0.010,128.057,67.019,
51000001,161.863,0.009,129.609,68.847,
51500001,159.115,0.006,132.421,70.522,
52000001,159.933,0.007,135.062,73.909,
52500001,161.480,0.009,135.917,71.174,
53000001,162.334,0.008,137.060,73.696,
53500001,163.541,0.007,131.243,75.283,
54000001,165.226,0.009,132.024,73.827,
54500001,165.554,0.007,137.665,74.977,
55000001,167.339,0.007,135.313,76.302,
