nVectors,memcpyOut,plan,execu,memcpyIn
1,0.421,0.007,1.415,0.212,
500001,1.366,0.002,0.303,2.778,
1000001,2.037,0.001,0.345,2.271,
1500001,2.235,0.002,0.530,2.856,
2000001,2.889,0.002,0.696,3.463,
2500001,3.497,0.001,0.749,3.923,
3000001,4.147,0.002,0.936,4.465,
3500001,4.662,0.002,1.062,4.940,
4000001,5.286,0.003,1.190,5.521,
4500001,6.010,0.002,1.243,6.123,
5000001,6.484,0.002,1.401,6.584,
5500001,7.225,0.003,1.408,7.139,
6000001,7.837,0.002,1.517,6.830,
6500001,8.434,0.002,1.657,8.173,
7000001,9.081,0.002,1.682,8.670,
7500001,9.984,0.002,1.866,9.198,
8000001,9.677,0.001,1.240,9.797,
8500001,11.004,0.002,1.924,10.317,
9000001,10.871,0.001,1.379,10.883,
9500001,12.170,0.002,2.217,11.333,
10000001,12.792,0.002,2.301,11.847,
10500001,13.319,0.002,2.333,12.416,
11000001,13.970,0.003,2.494,12.949,
11500001,14.644,0.002,2.524,13.387,
12000001,15.259,0.003,2.794,13.914,
12500001,15.885,0.002,1.878,14.506,
13000001,16.574,0.003,2.907,15.035,
13500001,14.835,0.002,2.930,15.460,
14000001,16.775,0.002,3.187,16.126,
14500001,17.216,0.001,2.055,16.579,
15000001,17.868,0.001,2.110,17.109,
15500001,19.641,0.002,3.392,31.333,
16000001,17.476,0.002,3.499,18.218,
16500001,20.997,0.003,3.644,18.342,
17000001,20.497,0.002,3.756,19.811,
17500001,22.397,0.002,3.712,20.408,
18000001,22.511,0.002,4.001,20.868,
18500001,23.749,0.001,3.955,21.582,
19000001,22.257,0.003,4.082,22.018,
19500001,24.995,0.002,2.855,22.519,
20000001,22.749,0.003,4.252,23.078,
20500001,25.041,0.001,3.060,23.627,
21000001,25.554,0.002,3.078,21.794,
21500001,25.099,0.002,4.501,24.704,
22000001,28.113,0.002,4.652,25.364,
22500001,24.883,0.002,4.613,24.070,
23000001,26.650,0.002,4.847,23.475,
23500001,26.101,0.003,5.015,27.011,
24000001,27.785,0.003,5.027,24.925,
24500001,29.742,0.001,3.593,27.540,
25000001,28.632,0.003,5.132,24.781,
25500001,29.325,0.002,5.270,27.146,
26000001,28.604,0.003,5.427,28.109,
26500001,29.192,0.003,5.432,28.597,
27000001,30.530,0.002,3.980,29.034,
27500001,30.313,0.001,4.017,30.184,
28000001,31.090,0.003,5.852,28.018,
28500001,32.331,0.001,4.090,31.201,
29000001,33.434,0.003,6.006,28.462,
29500001,34.223,0.003,6.156,30.321,
30000001,34.728,0.002,6.199,30.778,
30500001,35.948,0.003,6.311,34.579,
31000001,35.741,0.002,6.352,31.039,
31500001,37.597,0.003,6.410,35.834,
32000001,37.655,0.002,6.470,33.883,
32500001,38.919,0.002,6.585,34.067,
33000001,39.558,0.001,4.675,33.439,
33500001,37.882,0.001,4.630,30.301,
34000001,40.802,0.002,6.875,37.700,
34500001,39.922,0.003,6.949,34.506,
35000001,41.493,0.002,7.086,35.839,
35500001,42.623,0.002,7.045,38.263,
36000001,41.432,0.001,5.027,37.136,
36500001,40.776,0.001,5.102,38.590,
37000001,42.465,0.002,5.165,38.632,
37500001,45.187,0.002,7.497,39.445,
38000001,44.933,0.002,7.557,40.592,
38500001,43.271,0.002,7.713,39.027,
39000001,47.039,0.002,7.797,41.495,
39500001,45.534,0.002,7.884,39.636,
40000001,46.143,0.002,8.018,42.683,
40500001,47.823,0.002,8.086,43.067,
41000001,48.774,0.002,8.185,42.905,
41500001,46.963,0.003,8.185,41.581,
42000001,51.000,0.002,8.345,41.996,
42500001,51.266,0.002,8.448,45.134,
43000001,47.485,0.002,8.576,44.793,
43500001,52.717,0.003,8.646,43.008,
44000001,50.590,0.003,8.740,45.184,
44500001,50.083,0.003,8.772,52.866,
45000001,51.780,0.002,9.028,46.888,
45500001,55.011,0.003,8.997,48.328,
46000001,52.368,0.003,9.072,46.918,
46500001,55.307,0.002,9.215,45.647,
47000001,52.716,0.002,9.232,50.107,
47500001,57.688,0.003,9.422,50.003,
48000001,52.605,0.002,9.479,46.828,
48500001,55.722,0.002,9.594,50.529,
49000001,57.144,0.002,19.582,48.528,
49500001,57.419,0.002,9.778,49.977,
50000001,57.160,0.003,9.862,49.949,
50500001,58.098,0.002,9.980,50.548,
51000001,53.991,0.002,10.111,49.144,
51500001,60.496,0.002,10.131,50.604,
52000001,57.549,0.002,10.327,55.764,
52500001,59.180,0.002,10.355,56.177,
53000001,58.045,0.003,10.428,53.369,
53500001,60.623,0.002,10.501,56.702,
54000001,63.823,0.003,10.632,54.644,
54500001,63.900,0.003,10.736,58.324,
55000001,64.505,0.002,10.802,58.858,
55500001,59.734,0.003,10.998,56.222,
56000001,65.709,0.002,11.020,56.569,
56500001,65.945,0.002,11.174,57.119,
57000001,66.366,0.003,11.285,58.746,
57500001,65.412,0.002,11.432,59.179,
58000001,66.387,0.003,11.458,58.156,
58500001,67.976,0.002,11.562,59.621,
59000001,67.205,0.003,11.714,57.610,
59500001,66.803,0.002,8.102,62.617,
60000001,68.924,0.003,11.821,60.769,
60500001,67.041,0.002,11.971,61.473,
61000001,69.655,0.002,12.010,62.235,
61500001,72.540,0.002,12.099,62.653,
62000001,69.584,0.003,12.178,63.145,
62500001,66.229,0.002,8.440,61.976,
63000001,67.058,0.002,11.348,65.009,
63500001,72.522,0.002,12.496,65.630,
64000001,67.681,0.002,12.555,64.812,
64500001,73.051,0.002,12.627,66.263,
65000001,72.165,0.003,12.813,66.201,
65500001,75.650,0.002,12.869,67.904,
66000001,77.309,0.002,12.986,65.345,
66500001,75.032,0.001,15.003,66.138,
67000001,80.042,0.002,13.109,66.947,
67500001,79.453,0.003,13.264,68.884,
68000001,78.584,0.002,13.410,68.911,
68500001,79.883,0.002,13.443,69.841,
69000001,81.086,0.002,13.598,72.148,
69500001,78.768,0.002,13.635,70.314,
70000001,83.695,0.002,13.742,72.173,
70500001,83.252,0.002,13.837,66.415,
71000001,80.399,0.002,13.863,70.547,
71500001,83.346,0.002,14.067,70.256,
72000001,82.909,0.002,14.138,73.744,
72500001,85.346,0.003,14.157,73.342,
73000001,83.975,0.002,14.359,71.449,
73500001,84.597,0.003,14.420,74.547,
74000001,82.097,0.001,10.031,74.196,
74500001,88.328,0.003,14.615,75.320,
75000001,87.507,0.003,14.727,77.232,
75500001,87.992,0.002,14.731,75.543,
76000001,87.805,0.003,14.897,73.662,
76500001,81.053,0.002,14.960,76.010,
77000001,89.546,0.003,15.059,74.383,
77500001,88.185,0.002,15.097,75.212,
78000001,90.954,0.003,15.289,77.462,
78500001,87.723,0.002,15.370,79.095,
79000001,83.777,0.002,15.449,81.497,
79500001,90.762,0.003,15.549,81.619,
80000001,88.789,0.001,15.243,79.164,
80500001,89.879,0.002,15.857,81.866,
81000001,93.277,0.002,15.772,78.377,
81500001,95.786,0.002,15.925,78.586,
82000001,95.812,0.003,16.015,79.613,
82500001,94.944,0.002,16.124,84.279,
83000001,90.541,0.003,16.221,86.302,
83500001,98.263,0.002,16.331,83.023,
84000001,86.860,0.003,16.309,67.911,
84500001,77.058,0.002,11.358,82.087,
85000001,87.606,0.001,11.406,82.159,
85500001,88.864,0.001,11.497,79.781,
86000001,89.063,0.001,11.524,82.532,
86500001,90.761,0.001,11.569,83.113,
87000001,90.469,0.001,11.577,82.832,
87500001,92.824,0.002,11.658,81.878,
88000001,94.262,0.002,11.717,83.973,
88500001,91.705,0.002,11.815,85.590,
89000001,101.810,0.003,17.178,90.603,
89500001,80.929,0.001,11.838,69.566,
90000001,86.513,0.003,17.294,70.028,
90500001,86.942,0.002,17.344,70.355,
91000001,100.627,0.002,17.572,91.623,
91500001,106.185,0.003,17.657,91.599,
92000001,106.074,0.002,17.762,96.183,
92500001,104.764,0.002,17.878,93.601,
93000001,89.311,0.002,17.832,73.213,
93500001,90.007,0.002,17.924,73.127,
94000001,90.484,0.002,12.381,73.239,
94500001,91.044,0.003,18.108,73.650,
95000001,91.468,0.003,18.215,74.087,
95500001,108.823,0.002,18.423,94.559,
96000001,110.863,0.002,18.474,93.125,
96500001,109.681,0.003,18.547,93.823,
97000001,116.174,0.003,18.700,97.560,
