nVectors,memcpyOut,plan,execu,memcpyIn
52500001,103.024,0.005,200.470,74.704
52500001,101.111,0.005,206.317,74.454
52500001,103.507,0.004,153.255,75.347
52500001,103.356,0.005,202.320,74.535
52500001,103.757,0.005,139.687,76.692
52500001,102.625,0.004,212.968,74.84
52500001,103.865,0.006,216.486,75.65
52500001,100.889,0.004,213.411,75.286
52500001,102.142,0.005,209.928,73.729
53000001,104.711,0.005,229.251,76.763
53000001,103.038,0.004,196.932,75.892
53000001,103.086,0.004,190.825,76.456
53000001,100.969,0.006,165.285,143.736
53000001,104.091,0.005,212.804,77.231
53000001,106.028,0.004,145.412,77.874
53000001,101.852,0.005,220.037,77.031
53000001,104.071,0.004,204.775,76.782
53000001,104.028,0.004,212.610,76.271
53000001,104.307,0.004,160.556,75.972
53000001,103.026,0.004,203.039,75.233
53000001,103.474,0.007,207.550,76.374
53000001,103.724,0.004,215.909,75.933
53000001,103.5,0.005,192.338,76.341
53000001,104.056,0.005,217.729,75.498
53000001,104.405,0.004,183.168,75.67
53000001,101.918,0.005,202.297,75.066
53000001,104.424,0.005,215.887,75.585
53000001,103.858,0.005,160.881,76.26
53000001,103.908,0.005,200.069,75.846
53000001,107.169,0.004,194.037,76.508
53000001,103.919,0.006,216.815,75.731
53000001,103.825,0.006,228.540,75.859
53000001,104.198,0.005,200.511,76.107
53000001,104.003,0.004,224.040,76.074
53500001,103.513,0.005,221.100,77.258
53500001,105.255,0.005,216.651,76.657
53500001,104.518,0.005,200.606,76.809
53500001,101.727,0.005,169.619,144.784
53500001,107.605,0.005,225.391,78.439
53500001,104.705,0.004,149.461,79.212
53500001,105.161,0.005,203.575,75.955
53500001,102.724,0.007,210.662,77.433
53500001,104.757,0.004,218.820,76.931
53500001,105.553,0.004,168.225,76.335
53500001,103.117,0.005,215.497,76.758
53500001,105.033,0.005,224.686,76.787
53500001,105.201,0.005,233.713,75.541
53500001,103.444,0.004,212.851,76.345
53500001,104.294,0.004,217.873,75.599
53500001,104.203,0.004,156.840,76.271
53500001,104.56,0.005,204.273,75.715
53500001,105.33,0.005,212.433,75.919
53500001,105.451,0.005,160.345,76.344
53500001,102.822,0.006,201.725,75.599
53500001,103.836,0.004,154.976,76.881
53500001,105.179,0.004,206.091,75.633
53500001,102.386,0.006,207.460,75.011
53500001,105.194,0.004,209.812,77.195
53500001,106.352,0.006,214.579,76.191
54000001,106.514,0.004,222.077,77.943
54000001,106.352,0.004,211.396,77.566
54000001,106.062,0.005,209.519,77.98
54000001,102.415,0.005,151.254,148.096
54000001,104.992,0.004,223.462,77.823
54000001,106.964,0.004,155.859,77.917
54000001,103.957,0.006,218.492,77.748
54000001,106.037,0.004,218.883,78.002
54000001,104.271,0.004,177.600,77.852
54000001,105.868,0.004,165.043,78.043
54000001,104.874,0.004,210.762,77.561
54000001,105.449,0.005,220.660,77.871
54000001,105.913,0.004,234.485,77.221
54000001,106.191,0.004,216.396,78.039
54000001,105.568,0.004,201.668,77.119
54000001,103.013,0.005,171.571,77.352
54000001,106.281,0.004,211.103,77.788
54000001,104.347,0.005,212.958,77.305
54000001,105.302,0.004,193.405,77.694
54000001,105.866,0.004,214.033,77.159
54000001,107.829,0.004,164.668,78.211
54000001,104.895,0.004,203.475,77.695
54000001,105.05,0.005,225.901,77.199
54000001,105.831,0.005,203.210,78.192
54000001,106.326,0.005,219.371,77.492
54500001,106.88,0.004,227.299,77.481
54500001,107.241,0.004,230.364,77.498
54500001,107.04,0.005,218.140,77.321
54500001,104.204,0.005,172.324,148.398
54500001,105.612,0.005,223.882,77.539
54500001,108.558,0.004,147.568,77.694
54500001,107.161,0.004,217.059,77.891
54500001,107.058,0.004,200.047,78.028
54500001,106.908,0.004,219.266,78.084
54500001,106.56,0.004,182.687,78.105
54500001,106.985,0.005,215.657,78.064
54500001,107.314,0.005,232.330,78.189
54500001,106.181,0.005,212.283,78.33
54500001,106.971,0.014,206.534,77.531
54500001,106.198,0.004,244.097,77.84
54500001,107.326,0.005,202.885,77.347
54500001,106.932,0.005,209.876,77.522
54500001,107.529,0.005,213.291,78.259
54500001,105.908,0.005,214.009,76.965
54500001,105.785,0.005,213.155,77.219
54500001,107.888,0.005,157.158,78.278
54500001,104.942,0.004,231.011,77.464
54500001,106.351,0.006,218.187,78.054
54500001,107.021,0.024,200.191,78.81
54500001,104.327,0.004,216.248,77.598
55000001,106.495,0.004,214.954,78.859
55000001,108.202,0.005,228.935,78.873
55000001,107.326,0.006,219.280,79.651
55000001,104.621,0.004,183.205,150.753
55000001,107.147,0.005,220.153,79.425
55000001,109.984,0.004,205.977,78.674
55000001,107.749,0.005,214.923,78.976
55000001,107.515,0.005,210.060,79.309
55000001,106.402,0.005,208.803,79.142
55000001,108.445,0.004,173.687,80.014
55000001,107.668,0.006,232.582,79.331
55000001,108.186,0.007,225.404,79.962
55000001,108.164,0.005,213.998,78.219
55000001,107.967,0.004,220.804,78.883
55000001,107.532,0.005,229.656,78.219
55000001,108.045,0.005,162.406,79.17
55000001,105.438,0.006,209.242,78.711
55000001,108.232,0.005,225.562,78.485
55000001,107.703,0.004,207.087,78.795
55000001,107.049,0.005,208.645,78.74
55000001,109.121,0.005,152.063,79.519
55000001,107.968,0.005,237.859,79.415
55000001,108.565,0.006,225.958,78.338
55000001,108.926,0.005,202.475,79.392
55000001,108.268,0.005,223.550,79.058
55500001,108.601,0.004,239.572,79.315
55500001,109.835,0.005,232.254,79.357
55500001,108.273,0.004,230.952,78.832
55500001,105.256,0.005,176.865,148.906
55500001,108.67,0.004,187.593,79.606
55500001,108.176,0.005,226.945,79.98
55500001,108.576,0.005,210.567,80.201
55500001,108.764,0.005,225.508,79.492
55500001,106.928,0.006,207.254,79.754
55500001,109.886,0.004,197.417,79.766
55500001,109.218,0.013,218.997,79.746
55500001,108.9,0.006,232.133,79.623
55500001,108.61,0.006,232.054,79.885
55500001,108.28,0.005,221.658,80.335
55500001,108.51,0.005,226.531,79.476
55500001,109.304,0.005,188.604,87.225
55500001,108.828,0.004,216.253,78.868
55500001,108.522,0.004,217.374,79.43
55500001,108.02,0.005,247.762,78.301
55500001,109.003,0.004,213.882,79.414
55500001,110.813,0.005,155.310,80.854
55500001,109.467,0.007,203.195,79.788
55500001,107.954,0.006,209.302,79.175
55500001,106.496,0.007,218.087,79.995
55500001,109.199,0.007,227.645,80.165
56000001,110.446,0.004,233.301,80.059
56000001,110.26,0.005,206.140,83.365
56000001,107.509,0.005,222.510,80.743
56000001,106.877,0.005,181.040,152.567
56000001,109.499,0.005,200.350,80.392
56000001,109.666,0.004,222.616,80.73
56000001,109.924,0.007,204.736,80.403
56000001,109.289,0.006,225.808,80.474
56000001,109.478,0.005,233.099,80.612
56000001,111.546,0.004,196.434,81.155
56000001,109.762,0.004,221.075,80.542
56000001,107.992,0.005,226.461,80.569
56000001,109.933,0.004,244.851,80.124
56000001,109.949,0.004,222.425,80.623
56000001,109.681,0.004,236.997,80.829
56000001,109.644,0.005,171.035,80.886
56000001,110.04,0.007,215.564,79.835
56000001,110.101,0.005,241.848,79.999
56000001,109.581,0.004,225.856,80.398
56000001,107.774,0.004,208.017,80.577
56000001,111.747,0.005,199.935,80.741
56000001,108.083,0.005,206.252,80.408
56000001,108.538,0.006,225.576,79.854
56000001,109.499,0.004,215.619,79.909
56000001,110.263,0.006,227.357,80.724
56500001,110.551,0.004,220.852,80.373
56500001,111.193,0.004,219.671,80.673
56500001,110.995,0.005,227.217,81.069
56500001,107.635,0.005,198.463,152.536
56500001,110.266,0.004,169.868,80.746
56500001,110.583,0.004,214.353,81.182
56500001,110.17,0.005,224.552,80.721
56500001,109.013,0.004,227.410,81.348
56500001,110.784,0.005,223.181,80.836
56500001,111.302,0.004,198.136,81.534
56500001,111.14,0.005,264.410,80.841
56500001,110.914,0.004,227.231,81.332
56500001,110.496,0.004,242.864,80.374
56500001,110.851,0.004,232.010,81.572
56500001,110.481,0.005,178.541,80.753
56500001,109.733,0.004,198.848,81.482
56500001,109.147,0.005,170.255,80.301
56500001,111.153,0.004,213.259,81.626
56500001,110.633,0.005,210.049,81.435
56500001,110.933,0.004,203.812,81.175
56500001,108.471,0.005,163.162,81.358
56500001,109.724,0.005,218.582,80.595
56500001,110.813,0.006,215.731,81.001
56500001,109.234,0.004,237.397,80.281
56500001,110.854,0.005,239.956,80.804
57000001,111.535,0.004,216.795,81.298
57000001,111.876,0.004,218.304,80.787
57000001,111.889,0.004,242.037,82.495
57000001,108.043,0.006,174.002,154.928
57000001,111.838,0.004,162.964,82.123
57000001,111.843,0.005,212.122,82.715
57000001,110.311,0.004,224.689,81.039
57000001,111.494,0.004,212.288,82.081
57000001,111.9,0.005,215.845,82.318
57000001,111.084,0.004,164.277,81.763
57000001,111.792,0.004,250.241,82.064
57000001,112.155,0.004,253.838,81.933
57000001,111.738,0.004,213.115,81.112
57000001,111.738,0.004,150.945,81.828
57000001,111.89,0.005,165.383,82.258
57000001,111.923,0.004,174.927,82.464
57000001,110.633,0.016,224.172,81.849
57000001,112.082,0.006,226.447,81.499
57000001,112.151,0.005,204.370,82.397
57000001,111.938,0.005,225.950,81.504
57000001,111.165,0.004,170.256,81.707
57000001,111.851,0.005,211.282,81.537
57000001,111.828,0.006,213.727,82.633
57000001,110.933,0.004,211.323,81.811
57000001,112.093,0.005,231.583,81.58
57500001,113.02,0.008,241.870,82.273
57500001,112.277,0.005,220.204,82.207
57500001,113.388,0.005,223.888,82.795
57500001,109.258,0.005,182.886,155.361
57500001,112.802,0.004,176.003,81.737
57500001,113.144,0.004,215.392,82.942
57500001,111.625,0.004,216.228,82.155
57500001,111.117,0.005,220.460,81.717
57500001,111.516,0.006,219.294,82.464
57500001,111.28,0.005,169.138,82.927
57500001,113.012,0.005,237.574,81.572
57500001,113.094,0.005,223.525,82.797
57500001,111.941,0.007,209.979,82.566
57500001,110.177,0.005,168.016,82.62
57500001,112.818,0.004,236.365,82.517
57500001,114.161,0.004,181.848,82.937
57500001,110.644,0.005,246.936,81.195
57500001,113.187,0.005,220.528,82.229
57500001,113.13,0.004,222.215,81.584
57500001,110.823,0.004,231.030,82.622
57500001,112.51,0.004,178.674,82.024
57500001,111.348,0.005,217.793,82.127
57500001,112.605,0.006,230.706,81.751
57500001,112.541,0.006,208.024,82.714
57500001,112.349,0.004,220.525,81.319
58000001,113.285,0.004,218.405,83.26
58000001,111.875,0.006,236.766,82.725
58000001,113.978,0.004,231.276,83.521
58000001,110.192,0.005,186.625,157.554
58000001,113.842,0.004,168.375,82.701
58000001,113.772,0.005,200.543,82.796
58000001,112.129,0.006,227.981,83.475
58000001,112.022,0.004,248.285,83.426
58000001,111.246,0.004,251.999,83.458
58000001,113.148,0.004,192.557,83.208
58000001,112.424,0.005,224.853,82.535
58000001,114.056,0.004,227.094,83.578
58000001,113.432,0.004,219.976,83.235
58000001,111.879,0.005,171.909,82.941
58000001,112.526,0.004,158.929,83.471
58000001,114.486,0.005,175.198,83.938
58000001,113.873,0.004,227.802,82.857
58000001,114.213,0.004,246.260,83.23
58000001,112.233,0.004,234.168,82.447
58000001,113.125,0.005,232.291,83.053
58000001,112.224,0.005,171.988,83.27
58000001,112.67,0.006,220.114,83.88
58000001,112.911,0.005,245.712,83.161
58000001,112.28,0.004,215.949,83.607
58000001,113.005,0.005,232.495,83.143
58500001,115.174,0.004,238.933,83.715
58500001,114.671,0.005,217.862,83.466
58500001,114.502,0.004,217.497,83.98
58500001,110.627,0.005,197.719,157.732
58500001,114.866,0.005,208.107,83.25
58500001,112.17,0.005,174.328,82.816
58500001,114.846,0.005,228.827,83.652
58500001,114.4,0.004,247.571,83.946
58500001,114.007,0.005,208.626,84.024
58500001,114.387,0.004,220.676,83.334
58500001,113.737,0.005,240.312,83.745
58500001,114.023,0.005,251.324,84.093
58500001,113.579,0.007,223.083,82.365
58500001,114.835,0.004,187.863,83.202
58500001,114.489,0.005,194.056,83.655
58500001,117.239,0.005,208.385,84.764
58500001,115.636,0.004,237.269,83.531
58500001,113.271,0.005,221.324,83.555
58500001,115.075,0.007,238.584,83.975
58500001,113.933,0.006,230.272,83.673
58500001,114.32,0.004,226.580,83.669
58500001,114.776,0.005,221.371,84.508
58500001,114.794,0.005,215.342,83.769
58500001,112.614,0.004,237.104,83.732
58500001,114.824,0.005,248.123,83.765
59000001,116.322,0.005,238.754,84.592
59000001,114.541,0.004,237.460,84.391
59000001,115.414,0.005,224.099,84.57
59000001,112.455,0.005,186.434,162.893
59000001,114.962,0.005,177.864,84.867
59000001,115.104,0.004,185.126,83.81
59000001,114.75,0.005,230.051,84.321
59000001,115.706,0.004,229.660,84.696
59000001,115.606,0.004,244.264,84.516
59000001,115.216,0.005,171.664,84.622
59000001,116.026,0.004,252.966,84.008
59000001,115.436,0.004,223.707,84.989
59000001,115.705,0.004,232.317,84.399
59000001,114.965,0.005,176.691,85.144
59000001,115.677,0.005,165.350,85.112
59000001,118.122,0.004,176.497,85.882
59000001,114.762,0.004,213.609,84.64
59000001,115.51,0.004,199.076,83.75
59000001,115.799,0.006,240.296,84.295
59000001,112.844,0.004,240.658,83.679
59000001,113.935,0.004,217.329,84.968
59000001,115.592,0.005,229.135,85.319
59000001,113.145,0.005,219.386,84.646
59000001,114.854,0.004,243.856,84.128
59000001,115.991,0.004,229.975,84.599
59500001,118.236,0.004,249.277,85.715
59500001,117.234,0.004,235.902,84.651
59500001,114.953,0.006,221.266,85.288
59500001,113.634,0.006,173.088,160.793
59500001,116.493,0.004,198.755,85.258
59500001,116.664,0.003,178.006,85.233
59500001,116.875,0.004,234.553,85.177
59500001,116.917,0.005,241.629,84.741
59500001,116.906,0.006,227.541,86.591
59500001,115.651,0.005,187.418,84.142
59500001,116.977,0.005,216.424,89.376
59500001,117.421,0.005,171.429,85.423
59500001,117.128,0.004,225.919,84.771
59500001,117.031,0.005,162.657,85.122
59500001,117.332,0.004,183.860,85.965
59500001,119.386,0.004,192.366,86.368
59500001,117.345,0.004,265.403,84.744
59500001,117.152,0.005,200.673,84.011
59500001,117.379,0.005,245.783,83.841
59500001,116.369,0.004,243.900,84.857
59500001,131.278,0.004,241.517,85.36
59500001,117.122,0.004,242.676,86.142
59500001,115.15,0.005,216.999,86.039
59500001,116.313,0.004,229.001,85.526
59500001,117.363,0.005,246.844,84.938
60000001,118.159,0.004,240.648,85.855
60000001,118.098,0.006,253.914,85.871
60000001,116.181,0.005,234.287,85.55
60000001,114.141,0.005,187.819,162.159
60000001,118.116,0.005,192.805,85.461
60000001,118.34,0.004,239.009,85.59
60000001,117.392,0.004,245.928,85.625
60000001,118,0.005,242.124,86.171
60000001,117.716,0.005,245.948,86.432
60000001,117.136,0.004,177.577,85.446
60000001,118.244,0.004,251.654,85.951
60000001,118.662,0.004,183.736,85.533
60000001,117.671,0.004,240.618,86.036
60000001,117.998,0.006,182.180,86.297
60000001,118.259,0.005,195.810,86.243
60000001,120.404,0.005,189.448,86.892
60000001,117.213,0.004,236.716,85.093
60000001,117.716,0.004,187.525,85.605
60000001,118.298,0.004,255.262,84.798
60000001,118.059,0.005,236.794,86.242
60000001,117.188,0.004,240.107,86.001
60000001,118.04,0.004,269.207,86.587
60000001,117.995,0.004,188.117,85.814
60000001,117.941,0.005,248.943,86.583
60000001,118.256,0.005,247.285,85.974
60500001,119.443,0.004,254.179,86.717
60500001,119.189,0.005,252.222,86.158
60500001,118.418,0.004,241.005,86.812
60500001,115.432,0.006,189.898,163.427
60500001,119.008,0.004,189.325,86.364
60500001,117.564,0.004,230.056,86.392
60500001,119.568,0.006,252.669,86.108
60500001,119.659,0.006,227.793,86.142
60500001,118.987,0.004,235.327,86.228
60500001,118.586,0.005,188.721,86.375
60500001,116.328,0.005,229.490,86.064
60500001,119.236,0.005,194.534,86.105
60500001,119.008,0.004,225.625,87.038
60500001,119.117,0.004,182.610,86.294
60500001,118.987,0.005,188.966,86.307
60500001,120.971,0.004,176.834,86.86
60500001,118.178,0.004,237.151,86.426
60500001,119.362,0.004,185.395,85.612
60500001,118.841,0.005,282.213,86.304
60500001,118.942,0.004,225.411,87.288
60500001,118.858,0.004,235.112,87.473
60500001,119.021,0.006,251.997,87.022
60500001,118.27,0.004,180.444,86.592
60500001,118.522,0.005,219.279,87.077
60500001,120.181,0.006,262.543,85.672
61000001,120.43,0.004,253.121,88.1
61000001,119.746,0.004,269.000,86.964
61000001,120.008,0.004,229.581,87.606
61000001,122.391,0.005,204.849,164.573
61000001,119.98,0.004,213.666,87.446
61000001,120.257,0.005,249.622,87.203
61000001,119.843,0.005,243.095,87.472
61000001,119.44,0.004,252.165,87.628
61000001,119.21,0.005,234.156,87.084
61000001,119.863,0.004,238.097,87.295
61000001,120.198,0.005,229.650,87.889
61000001,120.2,0.005,211.272,86.168
61000001,119.538,0.005,255.991,86.583
61000001,118.537,0.004,218.106,87.306
61000001,119.999,0.004,190.528,87.267
61000001,123.038,0.005,239.647,88.092
61000001,118.049,0.005,247.127,86.391
61000001,119.981,0.004,186.063,85.882
61000001,120.79,0.004,227.613,87.056
61000001,120.081,0.006,237.614,87.257
61000001,119.775,0.005,232.289,88.269
61000001,119.892,0.004,241.587,88.062
61000001,119.821,0.004,177.875,86.78
61000001,118.906,0.004,248.737,87.349
61000001,119.098,0.004,257.627,86.798
61500001,120.976,0.004,236.428,87.438
61500001,121.162,0.004,263.019,88.177
61500001,120.927,0.004,255.553,87.972
61500001,116.913,0.005,241.509,166.718
61500001,120.756,0.005,241.932,87.732
61500001,120.555,0.005,245.265,87.909
61500001,120.921,0.005,270.907,88.3
61500001,120.635,0.005,245.960,87.951
61500001,121.103,0.004,230.525,88.672
61500001,121.722,0.005,184.945,87.824
61500001,121.004,0.004,267.534,88.543
61500001,121.304,0.004,183.488,88.258
61500001,120.013,0.004,245.763,87.417
61500001,120.292,0.004,256.991,87.805
61500001,120.984,0.005,254.993,87.915
61500001,120.545,0.004,194.605,88.853
61500001,121.054,0.005,226.755,87.772
61500001,121.021,0.004,179.570,87.992
61500001,120.461,0.004,250.658,87.598
61500001,120.897,0.004,241.560,87.716
61500001,119.616,0.005,257.914,88.865
61500001,120.678,0.004,251.958,88.931
61500001,120.399,0.004,195.602,86.931
61500001,120.057,0.004,251.903,88.436
61500001,121.142,0.005,252.637,88.18
62000001,121.535,0.005,238.981,88.934
62000001,121.959,0.004,250.022,89.127
62000001,121.961,0.006,241.082,88.013
62000001,119.066,0.005,231.014,167.515
62000001,121.587,0.005,238.491,88.846
62000001,121.762,0.005,244.128,88.237
62000001,121.807,0.005,240.588,89.164
62000001,120.455,0.004,244.432,88.801
62000001,121.871,0.004,234.468,88.446
62000001,121.055,0.005,184.676,89.029
62000001,122.096,0.006,241.287,88.96
62000001,122.185,0.004,185.383,88.288
62000001,121.915,0.005,252.034,88.333
62000001,121.272,0.004,230.159,89.801
62000001,120.996,0.005,227.393,89.573
62000001,121.821,0.004,180.419,89.385
62000001,121.413,0.004,256.426,88.576
62000001,122.185,0.004,195.602,88.233
62000001,122.158,0.004,235.137,88.94
62000001,120.308,0.005,246.422,88.586
62000001,121.619,0.004,237.556,89.073
62000001,122.131,0.005,264.702,89.07
62000001,121.784,0.004,178.682,92.522
62000001,122.416,0.006,257.963,89.255
62000001,122.151,0.005,242.538,88.858
62500001,120.351,0.005,188.575,89.706
62500001,123.029,0.005,239.058,89.891
62500001,122.733,0.005,259.837,89.416
62500001,119.033,0.005,241.421,167.864
62500001,122.675,0.004,240.620,89.758
62500001,122.854,0.005,246.432,89.307
62500001,122.88,0.004,258.385,88.958
62500001,122.596,0.005,239.944,89.063
62500001,122.787,0.005,250.491,89.357
62500001,122.871,0.004,229.693,89.41
62500001,122.598,0.004,204.508,89.413
62500001,122.663,0.005,222.644,89.768
62500001,122.868,0.004,247.761,89.093
62500001,122.724,0.005,240.477,89.102
62500001,122.811,0.005,233.961,90.318
62500001,122.594,0.005,200.411,89.65
62500001,121.325,0.005,242.924,88.096
62500001,123.063,0.006,196.953,88.78
62500001,123.059,0.004,251.380,89.582
62500001,122.779,0.005,248.869,89.594
62500001,122.436,0.004,244.153,89.001
62500001,121.465,0.006,260.020,89.823
62500001,124.024,0.004,238.726,93.138
62500001,122.735,0.004,241.037,90.246
62500001,122.742,0.005,239.009,89.129
63000001,123.322,0.004,238.930,89.611
63000001,123.987,0.005,261.497,89.475
63000001,123.713,0.005,238.615,90.5
63000001,120.272,0.005,211.105,169.924
63000001,124.147,0.004,249.715,90.563
63000001,124.094,0.005,237.279,90.481
63000001,122.439,0.004,235.961,90.424
63000001,123.215,0.005,238.369,89.134
63000001,123.787,0.005,247.944,89.31
63000001,124.09,0.005,188.008,89.859
63000001,122.734,0.005,180.008,90.031
63000001,121.785,0.004,247.357,90.688
63000001,124.601,0.006,236.522,90.481
63000001,123.742,0.005,235.941,90.938
63000001,123.785,0.005,247.574,90.836
63000001,123.533,0.005,186.438,91.092
63000001,124.501,0.007,265.277,89.074
63000001,124.094,0.005,193.152,89.838
63000001,124.034,0.004,254.982,90.161
63000001,122.259,0.004,248.674,91.406
63000001,124.289,0.005,249.196,90.226
63000001,123.417,0.004,264.865,90.563
63000001,122.155,0.005,192.503,90.623
63000001,123.732,0.005,257.588,90.528
63000001,122.4,0.024,240.334,89.545
63500001,124.873,0.005,246.969,91.157
63500001,123.668,0.004,253.058,90.847
63500001,124.764,0.005,200.004,91.046
63500001,121.064,0.005,247.109,170.547
63500001,122.461,0.004,245.420,91.128
63500001,124.655,0.005,267.832,90.07
63500001,124.598,0.005,250.509,90.217
63500001,124.479,0.004,270.835,90.849
63500001,124.61,0.005,268.638,91.891
63500001,123.516,0.004,193.924,90.633
63500001,125.016,0.005,186.706,91.152
63500001,124.262,0.004,245.736,91.746
63500001,124.667,0.004,187.514,90.634
63500001,124.671,0.004,207.796,91.128
63500001,124.863,0.004,260.086,91.255
63500001,125.276,0.005,233.186,91.444
63500001,124.639,0.005,240.232,90.945
63500001,125.169,0.006,191.905,90.338
63500001,123.228,0.005,201.147,90.933
63500001,124.991,0.004,258.144,90.757
63500001,124.623,0.004,244.541,90.999
63500001,124.757,0.004,241.495,91.452
63500001,124.459,0.004,186.515,91.228
63500001,122.944,0.004,253.835,91.651
63500001,124.306,0.004,263.326,90.507
64000001,126.484,0.005,235.554,91.971
64000001,125.703,0.005,237.609,91.653
64000001,125.743,0.005,195.898,91.67
64000001,122.293,0.005,216.801,173.727
64000001,125.996,0.004,266.264,91.656
64000001,125.254,0.004,248.699,91.668
64000001,125.202,0.004,250.082,91.04
64000001,125.602,0.005,284.140,91.653
64000001,125.33,0.004,248.090,91.037
64000001,125.38,0.005,225.954,92.291
64000001,125.976,0.004,201.967,91.673
64000001,124.932,0.004,240.236,91.247
64000001,125.748,0.005,226.141,90.865
64000001,125.63,0.004,205.527,91.359
64000001,125.336,0.005,237.629,92.742
64000001,125.709,0.005,213.123,91.529
64000001,124.957,0.005,203.631,91.451
64000001,125.937,0.004,202.999,91.632
64000001,125.8,0.004,204.398,91.257
64000001,124.914,0.005,256.165,90.99
64000001,125.778,0.004,262.932,91.696
64000001,125.623,0.005,261.518,92.505
64000001,124.057,0.005,191.826,91.964
64000001,125.682,0.006,260.567,92.02
64000001,125.292,0.005,252.620,91.435
64500001,126.78,0.005,260.697,92.091
64500001,127.573,0.004,261.881,92.252
64500001,126.31,0.005,245.808,92.292
64500001,123.248,0.005,241.404,175.741
64500001,125.974,0.004,239.316,92.648
64500001,125.391,0.006,263.447,95.092
64500001,126.4,0.004,248.226,92.843
64500001,126.135,0.005,244.637,92.813
64500001,125.785,0.004,261.224,91.218
64500001,127.211,0.004,197.170,92.045
64500001,126.935,0.004,216.381,91.961
64500001,125.615,0.005,244.857,93.318
64500001,126.672,0.005,201.714,92.676
64500001,126.609,0.005,193.274,92.009
64500001,127.211,0.005,244.267,91.923
64500001,126.732,0.005,202.656,92.965
64500001,125.995,0.004,287.629,92.273
64500001,125.432,0.004,218.181,91.425
64500001,126.696,0.004,212.590,92.738
64500001,125.088,0.005,253.074,91.962
64500001,126.248,0.005,240.048,92.374
64500001,127.194,0.006,245.500,92.915
64500001,126.398,0.004,183.351,92.734
64500001,125.463,0.004,278.109,92.981
64500001,126.969,0.004,259.034,92.193
65000001,127.547,0.005,272.080,93.495
65000001,127.158,0.004,251.996,93.343
65000001,126.815,0.005,213.992,91.855
65000001,123.809,0.006,231.844,175.577
65000001,127.85,0.004,269.332,93.617
65000001,129.131,0.005,255.530,92.666
65000001,126.6,0.006,251.605,93.024
65000001,127.433,0.004,265.320,92.756
65000001,127.649,0.004,261.556,92.764
65000001,127.168,0.004,204.738,92.427
65000001,126.183,0.005,195.782,92.972
65000001,126.609,0.005,243.743,93.38
65000001,126.968,0.005,200.714,92.863
65000001,127.154,0.005,245.157,93.302
65000001,126.687,0.005,251.231,92.187
65000001,127.734,0.004,202.483,92.766
65000001,128.001,0.005,246.731,93.327
65000001,135.387,0.004,194.754,96.857
65000001,127.97,0.005,210.932,92.067
65000001,127.563,0.004,252.903,91.974
65000001,126.908,0.005,255.099,92.963
65000001,126.294,0.005,273.078,93.321
65000001,126.317,0.004,202.809,93.728
65000001,127.6,0.004,256.771,93.617
65000001,127.924,0.004,248.695,92.258
65500001,128.468,0.005,267.443,94.107
65500001,128.38,0.004,264.724,93.229
65500001,127.957,0.004,208.714,93.579
65500001,124.255,0.005,223.067,178.224
65500001,128.726,0.006,288.560,93.193
65500001,127.365,0.005,263.896,93.417
65500001,128.624,0.004,251.425,93.532
65500001,128.097,0.004,271.573,93.587
65500001,128.566,0.005,239.733,94.409
65500001,128.717,0.004,221.712,94.008
65500001,128.94,0.004,209.015,93.725
65500001,136.573,0.005,257.407,94.041
65500001,128.688,0.005,237.759,93.396
65500001,127.637,0.004,259.173,94.397
65500001,128.667,0.004,275.021,93.617
65500001,128.045,0.004,200.909,94.243
65500001,128.879,0.005,290.893,94.12
65500001,130.362,0.005,238.840,94.99
65500001,128.245,0.004,199.530,92.759
65500001,128.66,0.004,256.360,92.573
65500001,127.419,0.005,255.271,94.3
65500001,127.369,0.004,290.479,93.908
65500001,127.824,0.005,206.257,94.049
65500001,127.323,0.005,261.917,94.739
65500001,128.442,0.004,271.269,93.74
66000001,130.363,0.005,249.330,94.77
66000001,128.21,0.005,261.583,93.244
66000001,129.597,0.005,229.671,95.196
66000001,125.961,0.005,249.664,177.284
66000001,129.529,0.004,276.773,93.798
66000001,127.499,0.004,269.841,94.264
66000001,129.62,0.004,252.123,94.523
66000001,129.104,0.004,253.572,95.245
66000001,130.657,0.016,244.875,94.327
66000001,129.108,0.005,219.946,94.903
66000001,129.673,0.005,286.443,93.988
66000001,129.159,0.006,264.891,93.87
66000001,129.052,0.005,201.245,93.376
66000001,129.358,0.005,274.239,95.486
66000001,128.999,0.005,256.884,94.181
66000001,128.96,0.005,255.963,95.154
66000001,129.828,0.004,275.384,93.303
66000001,132.486,0.004,266.670,96.26
66000001,129.881,0.004,208.535,93.886
66000001,129.058,0.004,271.225,93.903
66000001,129.311,0.005,265.684,94.804
66000001,128.188,0.004,266.829,94.568
66000001,128.185,0.004,190.765,94.505
66000001,129.417,0.004,263.247,94.981
66000001,129.872,0.004,247.889,94.544
66500001,130.724,0.004,278.177,95.365
66500001,130.464,0.005,267.798,95.753
66500001,133.627,0.005,254.696,94.81
66500001,126.507,0.005,239.340,179.054
66500001,130.872,0.005,280.871,95.238
66500001,131.282,0.006,240.899,95.716
66500001,130.143,0.005,252.505,95.484
66500001,130.376,0.005,307.229,96.022
66500001,128.967,0.004,266.408,95.646
66500001,130.632,0.004,223.105,94.771
66500001,131.382,0.004,260.332,95.009
66500001,129.888,0.005,247.909,96.28
66500001,130.92,0.004,196.262,94.944
66500001,130.249,0.005,251.873,96.229
