nVectors,memcpyOut,plan,execu,memcpyIn
26500001,51.758,0.005,60.076,71.709
26500001,50.491,0.005,68.384,38.349
26500001,51.716,0.005,50.794,37.64
26500001,51.203,0.004,90.777,37.752
26500001,50.09,0.004,42.632,38.313
26500001,51.039,0.004,89.136,38.216
26500001,50.476,0.005,94.906,38.409
26500001,52.503,0.005,90.327,38.009
26500001,50.952,0.006,55.036,71.529
26500001,51.72,0.005,93.442,38.22
26500001,52.867,0.005,88.249,37.871
26500001,50.378,0.004,88.587,37.96
26500001,52.873,0.005,50.815,38.435
26500001,51.829,0.005,98.988,37.826
26500001,50.991,0.004,114.164,37.527
26500001,52.884,0.005,89.762,38.445
26500001,51.923,0.005,97.920,38.088
26500001,51.09,0.005,68.406,38.079
26500001,48.896,0.005,107.545,37.633
26500001,49.89,0.004,82.781,38.347
26500001,52.936,0.006,60.439,38.031
26500001,50.241,0.004,70.993,38.096
27000001,53.707,0.004,100.970,39.753
27000001,52.475,0.004,102.186,38.918
27000001,53.686,0.005,90.452,39.297
27000001,53.211,0.004,49.529,75.129
27000001,53.821,0.005,73.462,39.284
27000001,50.559,0.004,47.272,38.858
27000001,50.928,0.004,95.254,39.207
27000001,54.244,0.004,45.644,39.375
27000001,53.086,0.004,89.380,39.369
27000001,53.286,0.004,96.111,39.614
27000001,54.128,0.006,101.575,39.261
27000001,52.363,0.005,52.675,74.436
27000001,52.122,0.005,92.982,39.255
27000001,52.95,0.005,94.830,39.105
27000001,51.756,0.004,82.432,39.291
27000001,54.667,0.004,90.923,39.569
27000001,52.159,0.005,108.067,39.118
27000001,51.813,0.005,109.953,38.724
27000001,54.637,0.004,105.559,39.052
27000001,52.626,0.004,101.961,39.027
27000001,52.607,0.004,71.789,39.341
27000001,52.074,0.005,110.264,38.737
27000001,54.591,0.005,85.152,39.56
27000001,51.041,0.004,62.832,38.977
27000001,54.592,0.004,78.176,39.24
27500001,54.69,0.004,109.858,38.915
27500001,54.931,0.005,103.871,39.389
27500001,52.313,0.004,96.631,39.69
27500001,54.839,0.006,58.284,74.578
27500001,55.541,0.004,75.548,39.47
27500001,54.125,0.004,54.289,39.213
27500001,54.366,0.005,99.912,39.328
27500001,55.135,0.005,48.597,39.594
27500001,54.363,0.004,95.030,39.624
27500001,54.696,0.006,102.209,40.008
27500001,55.186,0.005,101.792,39.601
27500001,54.15,0.005,64.653,73.69
27500001,53.884,0.005,88.618,39.428
27500001,55.217,0.004,92.850,39.819
27500001,53.274,0.004,86.479,39.586
27500001,55.965,0.005,49.747,39.421
27500001,52.919,0.005,100.995,39.007
27500001,54.521,0.004,107.398,39.548
27500001,54.565,0.005,105.255,39.827
27500001,54.52,0.005,104.841,39.642
27500001,54.809,0.005,78.010,39.709
27500001,54.536,0.004,106.461,39.153
27500001,55.571,0.005,84.473,39.555
27500001,53.481,0.005,58.626,39.356
27500001,55.592,0.004,79.875,39.921
28000001,53.312,0.004,111.223,40.225
28000001,55.536,0.005,107.456,40.428
28000001,55.549,0.004,89.233,40.931
28000001,55.349,0.004,59.206,76.363
28000001,55.472,0.005,73.517,40.811
28000001,55.12,0.005,55.379,40.414
28000001,52.743,0.005,100.908,40.427
28000001,56.337,0.005,48.817,40.871
28000001,55.346,0.004,98.175,40.228
28000001,55.21,0.004,114.753,40.564
28000001,56.278,0.005,94.764,40.982
28000001,54.741,0.005,66.852,75.849
28000001,55.614,0.005,95.469,40.538
28000001,56.654,0.006,105.649,41.133
28000001,56.045,0.004,82.538,40.737
28000001,55.765,0.005,51.092,40.95
28000001,54.134,0.004,106.639,40.184
28000001,55.648,0.004,104.179,40.525
28000001,54.991,0.004,113.660,40.66
28000001,55.487,0.005,101.671,40.67
28000001,55.671,0.005,70.577,40.914
28000001,54.9,0.004,106.360,40.411
28000001,55.324,0.005,88.842,41.065
28000001,55.653,0.005,65.698,40.44
28000001,57.038,0.005,56.698,40.674
28500001,55.267,0.004,117.329,40.631
28500001,54.618,0.004,113.812,40.837
28500001,57.305,0.004,95.044,40.992
28500001,55.752,0.005,69.495,77.121
28500001,57.431,0.004,78.895,40.862
28500001,56.289,0.005,55.372,41.123
28500001,55.813,0.004,97.409,41.114
28500001,57.356,0.007,56.372,41.068
28500001,53.533,0.004,110.307,40.696
28500001,56.093,0.005,108.592,41.392
28500001,57.04,0.005,92.592,40.947
28500001,55.938,0.005,68.090,76.586
28500001,57.056,0.004,89.913,40.93
28500001,55.992,0.005,114.846,41.144
28500001,57.189,0.004,90.639,40.959
28500001,57.705,0.005,51.605,41.059
28500001,54.109,0.006,118.831,40.839
28500001,56.58,0.004,111.180,40.718
28500001,56.455,0.004,106.702,41.197
28500001,56.163,0.005,105.932,41.092
28500001,56.707,0.004,102.432,41.198
28500001,55.738,0.004,104.287,40.753
28500001,57.614,0.004,85.900,40.933
28500001,56.454,0.004,73.489,40.996
28500001,56.926,0.005,54.312,41.237
29000001,53.683,0.004,114.059,41.533
29000001,55.555,0.005,114.561,41.693
29000001,57.453,0.005,96.634,41.93
29000001,57.47,0.004,69.908,78.938
29000001,58.281,0.005,82.497,42.212
29000001,57.805,0.006,115.011,42.193
29000001,55.844,0.006,106.787,41.635
29000001,57.218,0.005,60.641,41.673
29000001,55.454,0.004,110.294,41.914
29000001,56.919,0.005,107.328,41.989
29000001,56.191,0.005,94.764,41.767
29000001,56.861,0.005,70.811,77.993
29000001,58.382,0.005,93.721,41.751
29000001,56.864,0.004,108.972,41.805
29000001,58.24,0.004,94.366,42.13
29000001,58.176,0.004,58.203,42.139
29000001,56.653,0.004,104.723,41.653
29000001,55.654,0.004,107.348,42.101
29000001,57.033,0.004,115.232,41.294
29000001,57.433,0.005,109.952,42.092
29000001,57.878,0.005,61.409,42.212
29000001,55.088,0.004,104.196,42.101
29000001,58.515,0.004,85.484,42.206
29000001,56.878,0.004,115.096,42.017
29000001,58.577,0.004,59.560,41.912
29500001,57.161,0.004,121.423,42.75
29500001,56.571,0.005,115.398,42.463
29500001,58.86,0.005,97.771,42.641
29500001,58.207,0.005,65.061,79.597
29500001,59.88,0.006,98.607,43.16
29500001,57.084,0.004,63.089,42.178
29500001,57.403,0.004,120.253,42.153
29500001,59.225,0.004,60.274,42.503
29500001,57.574,0.005,98.838,42.359
29500001,57.29,0.005,103.837,42.467
29500001,57.123,0.005,99.189,42.104
29500001,58.186,0.004,75.121,79.542
29500001,58.368,0.005,97.898,42.338
29500001,58.184,0.014,111.010,42.78
29500001,56.726,0.004,88.689,42.451
29500001,59.954,0.004,60.394,42.71
29500001,56.185,0.006,102.162,42.294
29500001,58.539,0.004,110.388,42.145
29500001,55.088,0.004,121.121,42.269
29500001,58.309,0.004,109.568,42.534
29500001,59.045,0.005,78.233,42.746
29500001,57.179,0.006,118.513,42.074
29500001,58.765,0.005,91.209,42.705
29500001,55.904,0.004,87.852,42.741
29500001,57.821,0.005,63.160,42.562
30000001,60.437,0.005,112.010,43.385
30000001,59.408,0.004,116.126,43.122
30000001,59.544,0.005,100.641,43.074
30000001,59.6,0.005,95.045,81.189
30000001,59.236,0.005,96.559,43.847
30000001,59.441,0.004,111.722,42.968
30000001,58.612,0.004,107.376,43.177
30000001,59.839,0.005,61.606,43.386
30000001,56.745,0.005,117.327,43.232
30000001,56.681,0.004,105.533,43.607
30000001,58.13,0.004,92.555,43.288
30000001,59.401,0.005,94.340,80.451
30000001,59.309,0.004,111.121,43.422
30000001,59.117,0.005,114.862,43.129
30000001,58.11,0.004,95.366,43.805
30000001,60.926,0.004,52.408,43.743
30000001,56.867,0.004,106.203,43.462
30000001,56.68,0.005,116.905,44.182
30000001,59.268,0.004,108.352,43.323
30000001,59.294,0.004,121.970,42.909
30000001,60.175,0.004,68.220,43.47
30000001,58.794,0.004,106.455,43.352
30000001,60.312,0.004,92.736,43.333
30000001,59.632,0.004,82.123,43.481
30000001,60.619,0.004,57.606,43.491
30500001,57.215,0.003,115.384,43.699
30500001,60.394,0.005,129.682,43.602
30500001,59.25,0.004,105.668,43.517
30500001,59.009,0.005,68.909,82.02
30500001,59.89,0.005,60.025,44.193
30500001,57.905,0.004,124.379,43.726
30500001,57.011,0.005,108.794,44.052
30500001,60.185,0.004,56.951,44.103
30500001,58.905,0.004,109.494,43.489
30500001,58.811,0.004,121.367,44.239
30500001,60.818,0.005,98.453,43.785
30500001,59.216,0.006,69.456,82.042
30500001,58.72,0.004,110.102,44.212
30500001,60.032,0.004,110.214,43.978
30500001,61.44,0.005,102.510,44.105
30500001,61.909,0.004,60.713,44.072
30500001,60.038,0.004,109.334,43.689
30500001,57.745,0.004,62.349,43.746
30500001,57.568,0.004,109.249,43.588
30500001,57.661,0.005,113.422,43.829
30500001,60.392,0.005,60.147,43.902
30500001,60.318,0.004,114.855,43.139
30500001,59.794,0.005,92.873,43.795
30500001,59.172,0.005,82.834,44.079
30500001,60.748,0.004,62.472,44.012
31000001,59.737,0.003,112.956,44.692
31000001,61.252,0.005,117.373,44.307
31000001,60.081,0.004,104.113,44.486
31000001,60.558,0.006,74.229,83.596
31000001,60.332,0.004,58.318,44.952
31000001,58.745,0.005,121.508,44.13
31000001,60.992,0.004,112.134,44.692
31000001,62.021,0.005,62.414,44.9
31000001,57.823,0.004,128.738,44.726
31000001,59.557,0.004,120.509,44.464
31000001,61.887,0.006,119.175,44.713
31000001,61.34,0.005,68.634,83.202
31000001,62.285,0.005,108.250,44.739
31000001,60.188,0.005,110.369,44.397
31000001,62.309,0.004,105.614,44.941
31000001,60.34,0.004,66.399,44.596
31000001,57.905,0.004,114.962,45.107
31000001,59.713,0.004,69.685,44.181
31000001,58.132,0.004,119.034,44.883
31000001,59.172,0.004,117.829,44.496
31000001,60.082,0.005,113.456,45.216
31000001,59.824,0.005,125.191,44.269
31000001,60.665,0.006,114.040,45.317
31000001,60.407,0.005,94.957,44.9
31000001,62.46,0.006,64.472,45.103
31500001,58.82,0.004,121.446,45.121
31500001,58.972,0.005,124.399,44.643
31500001,60.453,0.004,104.690,44.98
31500001,61.964,0.005,75.032,84.741
31500001,62.859,0.004,61.564,45.633
31500001,62.257,0.005,123.407,44.919
31500001,60.697,0.004,115.435,45.037
31500001,62.392,0.004,59.399,45.499
31500001,61.751,0.005,120.223,44.973
31500001,58.626,0.005,120.211,44.724
31500001,60.694,0.005,106.352,45.081
31500001,60.935,0.005,72.189,85.539
31500001,63.019,0.004,87.713,45.908
31500001,59.713,0.004,117.480,45.328
31500001,62.4,0.006,93.953,45.822
31500001,60.517,0.004,65.004,45.391
31500001,61.725,0.005,122.243,45.368
31500001,60.836,0.004,68.666,44.823
31500001,60.476,0.004,120.997,45.049
31500001,62.214,0.005,94.196,44.37
31500001,61.36,0.004,69.075,45.136
31500001,61.281,0.004,122.838,44.831
31500001,60.391,0.005,67.060,45.303
31500001,59.82,0.005,115.364,45.996
31500001,63.359,0.005,59.750,45.584
32000001,60.7,0.004,124.825,45.937
32000001,61.007,0.006,128.853,45.77
32000001,60.856,0.004,110.407,46.045
32000001,62.691,0.006,75.523,86.311
32000001,63.348,0.004,123.944,46.861
32000001,62.739,0.004,119.788,46.001
32000001,60.632,0.005,110.450,46.21
32000001,63.618,0.006,66.450,46.232
32000001,61.822,0.004,119.340,46.443
32000001,61.042,0.004,126.634,46.368
32000001,62.886,0.005,123.656,45.781
32000001,63.112,0.006,74.206,86.306
32000001,62.961,0.005,118.490,46.122
32000001,62.99,0.005,119.223,46.426
32000001,62.264,0.004,96.049,46.49
32000001,62.392,0.004,69.904,46.361
32000001,62.441,0.004,121.765,46.547
32000001,62.307,0.004,71.548,45.749
32000001,61.388,0.005,113.042,45.736
32000001,59.989,0.004,89.176,46.101
32000001,63.755,0.005,65.510,48.15
32000001,63.091,0.004,123.770,45.808
32000001,64.201,0.005,69.990,46.284
32000001,64.894,0.005,114.217,46.885
32000001,64.097,0.005,66.462,46.543
32500001,61.47,0.004,133.773,46.522
32500001,62.866,0.004,135.230,46.291
32500001,63.794,0.006,122.406,47.308
32500001,63.293,0.005,75.850,87.656
32500001,64.862,0.005,122.628,47.008
32500001,64.308,0.004,130.884,48.446
32500001,63.093,0.004,116.146,46.526
32500001,64.398,0.006,64.099,47.106
32500001,64.015,0.006,116.071,46.559
32500001,60.763,0.004,133.985,45.965
32500001,60.688,0.004,113.067,46.125
32500001,63.864,0.005,77.618,87.377
32500001,62.74,0.005,120.126,46.885
32500001,63.204,0.005,112.156,46.885
32500001,63.687,0.005,97.280,47.096
32500001,64.585,0.004,71.592,47.327
32500001,63.818,0.004,121.079,47.119
32500001,63.865,0.005,78.191,46.301
32500001,62.615,0.005,126.467,46.384
32500001,63.592,0.005,129.085,46.702
32500001,64.329,0.005,66.963,46.508
32500001,62.864,0.005,125.561,46.38
32500001,64.839,0.004,66.599,47.045
32500001,68.866,0.005,116.992,46.493
32500001,65.361,0.005,64.377,47.229
33000001,63.369,0.004,132.293,47.652
33000001,62.016,0.004,139.610,47.335
33000001,64.098,0.005,114.212,47.158
33000001,64.51,0.005,83.947,88.681
33000001,65.711,0.005,111.238,47.766
33000001,61.613,0.005,75.580,47.081
33000001,62.855,0.004,124.749,47.993
33000001,65.745,0.005,71.744,47.744
33000001,61.743,0.004,136.022,47.493
33000001,62.398,0.004,133.514,47.572
33000001,61.662,0.004,115.295,47.175
33000001,64.704,0.006,78.582,88.89
33000001,64.907,0.004,139.773,47.469
33000001,62.38,0.004,131.209,47.246
33000001,65.66,0.004,100.066,48.052
33000001,66.669,0.007,105.963,49.071
33000001,64.875,0.004,141.398,47.4
33000001,64.197,0.004,67.553,47.165
33000001,64.233,0.004,125.006,47.496
33000001,64.989,0.004,116.652,47.515
33000001,64.647,0.004,76.561,47.74
33000001,61.958,0.005,126.537,47.257
33000001,66.156,0.005,69.686,47.836
33000001,66.142,0.005,120.253,47.361
33000001,66.78,0.007,64.940,47.862
33500001,65.607,0.005,134.048,48.207
33500001,65.913,0.004,139.278,48.088
33500001,66.006,0.004,112.443,48.209
33500001,65.256,0.005,76.886,89.879
33500001,67.034,0.004,119.561,48.986
33500001,65.475,0.004,103.302,47.922
33500001,66.411,0.005,116.594,48.912
33500001,67.012,0.005,74.151,48.183
33500001,65.654,0.004,116.850,48.363
33500001,66.122,0.005,121.291,47.956
33500001,63.737,0.005,122.150,48.139
33500001,65.841,0.006,99.193,42.137
33500001,65.404,0.005,120.538,48.287
33500001,63.158,0.005,119.778,48.241
33500001,65.986,0.004,106.631,48.705
33500001,67.123,0.005,101.194,48.111
33500001,63.591,0.007,126.905,47.561
33500001,65.449,0.006,76.620,47.845
33500001,63.489,0.004,134.213,48.323
33500001,64.874,0.004,123.818,48.465
33500001,65.817,0.005,70.792,48.743
33500001,63.683,0.004,134.039,47.942
33500001,67.19,0.005,114.572,48.546
33500001,65.49,0.004,114.713,48.342
33500001,64.194,0.005,71.178,48.752
34000001,65.308,0.004,124.871,49.436
34000001,67.052,0.004,131.371,48.548
34000001,66.622,0.005,124.946,49.273
34000001,66.329,0.006,78.302,91.337
34000001,67.92,0.004,119.665,49.659
34000001,64.006,0.004,81.106,48.492
34000001,71.237,0.004,82.535,48.434
34000001,66.03,0.005,76.754,48.915
34000001,66.697,0.004,132.218,48.602
34000001,64.641,0.005,125.670,48.912
34000001,66.045,0.004,126.895,48.946
34000001,64.361,0.005,75.973,48.685
34000001,65.963,0.004,127.662,48.86
34000001,66.064,0.005,135.189,48.8
34000001,68.348,0.005,109.424,49.57
34000001,65.945,0.004,109.602,49.636
34000001,63.695,0.004,128.596,48.342
34000001,66.355,0.003,72.555,48.628
34000001,65.047,0.005,123.711,48.56
34000001,66.782,0.004,142.006,49.148
34000001,68.372,0.016,77.378,49.277
34000001,64.805,0.006,125.610,48.581
34000001,67.925,0.005,75.460,48.57
34000001,67.987,0.004,123.000,49.121
34000001,68.923,0.005,113.750,48.836
34500001,67.76,0.004,81.082,49.337
34500001,68.029,0.005,128.554,49.557
34500001,68.784,0.004,118.049,49.12
34500001,67.673,0.014,88.290,93.363
34500001,68.63,0.005,118.945,49.77
34500001,65.587,0.005,84.911,49.406
34500001,65.361,0.004,82.949,49.164
34500001,68.762,0.004,80.170,49.927
34500001,65.907,0.004,134.984,49.615
34500001,66.424,0.004,124.560,49.291
34500001,65.185,0.005,134.808,49.099
34500001,66.552,0.005,139.054,49.511
34500001,67.694,0.004,130.534,49.987
34500001,67.721,0.004,140.673,49.67
34500001,68.924,0.004,115.656,49.776
34500001,69.336,0.005,111.812,49.623
34500001,64.84,0.005,142.618,49.163
34500001,66.933,0.004,81.539,48.847
34500001,65.964,0.004,79.363,49.746
34500001,67.155,0.005,130.433,49.941
34500001,67.814,0.004,75.585,50.119
34500001,65.319,0.005,133.271,49.115
34500001,66.524,0.005,72.565,49.602
34500001,69.116,0.005,114.280,49.548
34500001,67.362,0.005,113.706,49.866
35000001,65.86,0.004,81.619,50.208
35000001,68.981,0.005,79.878,50.105
35000001,66.769,0.005,123.047,49.842
35000001,69.471,0.005,78.794,94.016
35000001,69.465,0.005,122.741,50.623
35000001,67.627,0.005,135.378,49.666
35000001,65.865,0.004,80.584,49.802
35000001,69.327,0.004,81.201,50.039
35000001,68.737,0.004,121.973,50.647
35000001,67.3,0.004,129.831,50.663
35000001,65.73,0.005,128.361,50.866
35000001,68.681,0.005,147.147,50.136
35000001,68.556,0.005,131.122,50.408
35000001,66.639,0.004,137.599,50.126
35000001,67.316,0.004,111.151,50.106
35000001,66.953,0.004,115.095,50.578
35000001,68.267,0.004,149.252,50.09
35000001,66.006,0.004,92.685,49.784
35000001,68.786,0.004,83.104,50.471
35000001,68.753,0.005,139.214,49.768
35000001,69.957,0.004,79.032,50.609
35000001,66.295,0.005,133.989,49.941
35000001,67.544,0.004,77.028,49.912
35000001,69.751,0.005,113.745,50.213
35000001,69.017,0.004,111.587,50.176
35500001,67.805,0.003,85.195,51.384
35500001,69.825,0.005,83.797,50.741
35500001,67.725,0.004,123.721,50.829
35500001,68.152,0.006,82.683,95.658
35500001,70.296,0.004,125.089,51.434
35500001,66.924,0.004,135.388,51.157
35500001,66.882,0.004,89.717,50.896
35500001,67.73,0.005,81.871,50.972
35500001,69.445,0.004,124.890,51.216
35500001,69.495,0.005,140.323,51.207
35500001,68.886,0.005,125.024,52.1
35500001,69.894,0.005,147.658,50.468
35500001,69.843,0.005,86.622,51.177
35500001,69.45,0.005,85.442,50.694
35500001,68.263,0.005,124.432,51.471
35500001,70.327,0.005,121.551,51.455
35500001,67.127,0.005,128.524,50.635
35500001,68.551,0.005,81.494,50.546
35500001,69.88,0.004,77.969,51.123
35500001,69.891,0.005,131.338,50.947
35500001,71.046,0.007,79.372,51.511
35500001,66.616,0.004,132.423,50.761
35500001,70.189,0.004,77.292,51.013
35500001,69.93,0.005,127.506,51.115
35500001,68.603,0.004,125.064,51.215
36000001,70.548,0.004,82.771,51.788
36000001,68.679,0.004,90.925,51.821
36000001,71.284,0.005,134.238,51.43
36000001,69.594,0.006,90.423,97.167
36000001,71.824,0.004,135.103,52.095
36000001,68.297,0.005,87.390,51.695
36000001,70.516,0.005,84.177,51.093
36000001,69.656,0.004,92.465,51.477
36000001,70.444,0.004,133.081,51.732
36000001,67.858,0.004,124.049,51.336
36000001,70.658,0.007,134.386,52.019
36000001,70.193,0.004,131.164,51.996
36000001,68.661,0.004,129.874,51.768
36000001,67.713,0.005,80.582,51.417
36000001,72.856,0.006,124.608,53.126
36000001,72.33,0.004,118.854,51.902
36000001,67.397,0.004,128.108,51.254
36000001,69.298,0.004,93.701,50.914
36000001,70.174,0.004,113.304,52.212
36000001,70.484,0.005,136.014,51.617
36000001,72.078,0.005,79.759,52.435
36000001,67.463,0.005,132.961,50.928
36000001,69.918,0.004,78.839,52.31
36000001,69.63,0.004,125.619,51.882
36000001,70.872,0.004,119.532,51.955
36500001,68.84,0.005,84.410,52.74
36500001,70.814,0.004,88.996,52.308
36500001,70.287,0.005,129.694,52.898
36500001,71.315,0.005,86.047,98.486
36500001,72.219,0.005,122.857,53.208
36500001,71.627,0.004,77.482,52.365
36500001,69.11,0.005,81.002,52.02
36500001,69.762,0.005,86.534,52.415
36500001,71.193,0.004,135.906,52.756
36500001,70.564,0.005,79.247,52.346
36500001,68.616,0.005,143.126,53.036
36500001,71.646,0.004,136.233,51.799
36500001,71.686,0.004,79.017,52.521
36500001,68.303,0.004,87.159,52.241
36500001,73.263,0.005,120.941,53.181
36500001,71.054,0.004,112.779,53.238
36500001,69.103,0.004,139.403,52.169
36500001,69.892,0.004,89.621,52.047
36500001,71.418,0.005,146.603,52.047
36500001,71.093,0.005,134.899,52.084
36500001,72.149,0.004,84.540,53.004
36500001,68.534,0.005,139.351,51.875
36500001,73.094,0.005,85.196,52.485
36500001,71.172,0.005,136.173,52.708
36500001,70.801,0.004,121.300,52.412
37000001,72.633,0.005,94.696,54.931
37000001,72.776,0.005,86.118,53.045
37000001,73.609,0.007,128.510,52.674
37000001,72.231,0.005,90.457,99.415
37000001,74.168,0.005,120.429,53.905
37000001,71.718,0.005,88.079,53.254
37000001,69.681,0.004,86.020,52.566
37000001,71.596,0.004,121.702,52.814
37000001,71.336,0.005,138.584,53.253
37000001,71.696,0.005,89.426,52.719
37000001,72.514,0.004,137.150,52.709
37000001,70.913,0.004,143.820,52.886
37000001,71.895,0.005,85.029,53.044
37000001,72.43,0.005,133.922,52.944
37000001,74.217,0.004,125.284,53.86
37000001,74.04,0.004,131.195,53.924
37000001,69.685,0.005,138.562,53.168
37000001,70.104,0.005,99.798,52.425
37000001,70.572,0.004,132.746,55.301
37000001,72.858,0.005,155.363,53.023
37000001,73.51,0.004,88.019,53.783
37000001,69.414,0.004,144.697,52.935
37000001,73.999,0.004,80.942,53.123
37000001,71.71,0.004,131.066,52.576
37000001,71.085,0.004,117.039,53.568
37500001,71.485,0.004,86.640,54.276
37500001,73.833,0.004,95.571,53.785
37500001,72.159,0.004,137.334,53.884
37500001,72.755,0.006,91.367,101.489
37500001,75.175,0.004,131.339,54.198
37500001,73.656,0.005,85.294,53.697
37500001,71.18,0.005,89.077,53.501
37500001,71.633,0.005,148.819,54.522
37500001,73.611,0.004,158.682,54.092
37500001,71.701,0.005,92.120,53.794
37500001,70.274,0.005,92.101,53.908
37500001,72.875,0.004,139.176,53.58
37500001,72.839,0.004,90.030,54.047
37500001,73.772,0.004,88.798,53.757
37500001,73.279,0.005,133.987,54.618
37500001,72.41,0.004,118.687,54.397
37500001,70.972,0.006,132.939,55.015
37500001,71.853,0.004,99.519,53.447
37500001,73.827,0.004,98.662,53.853
37500001,73.586,0.004,151.241,53.942
37500001,74.496,0.005,93.736,54.653
37500001,72.731,0.005,139.479,54.066
37500001,73.608,0.006,137.277,54.915
37500001,71.886,0.004,151.644,53.919
37500001,75.217,0.004,117.236,54.609
38000001,73.147,0.004,107.126,54.515
38000001,73.92,0.005,94.200,54.51
38000001,74.772,0.004,143.429,54.358
38000001,74.146,0.005,96.407,102.924
38000001,73.577,0.005,126.166,54.721
38000001,73.647,0.005,145.265,54.306
38000001,72.312,0.005,113.886,53.93
38000001,76.268,0.005,87.944,55.088
38000001,74.424,0.005,144.964,54.425
38000001,74.62,0.005,92.250,54.36
38000001,73.643,0.005,95.570,54.019
38000001,74.226,0.004,145.827,54.395
38000001,74.969,0.004,90.301,54.673
38000001,73.098,0.005,87.281,54.477
38000001,76.526,0.004,141.307,54.781
38000001,76.628,0.004,121.813,54.836
38000001,74.873,0.005,165.209,54.692
38000001,73.519,0.005,95.457,54.149
38000001,75.057,0.005,89.961,54.613
38000001,75.204,0.006,152.228,54.379
38000001,75.4,0.004,94.111,54.971
38000001,75.101,0.007,146.066,53.946
38000001,73.434,0.004,120.176,54.226
38000001,75.525,0.004,159.451,54.662
38000001,74.584,0.004,129.787,55.584
38500001,75.709,0.005,96.979,55.508
38500001,76.084,0.006,102.836,55.323
38500001,75.813,0.005,131.934,55.259
38500001,75.388,0.006,112.058,105.089
38500001,75.994,0.007,138.900,55.55
38500001,76.182,0.005,100.950,54.937
38500001,75.676,0.005,165.880,55.055
38500001,77.271,0.005,95.411,56.028
38500001,75.613,0.004,142.426,55.291
38500001,76.143,0.005,97.636,55.078
38500001,75.402,0.004,89.232,55.271
38500001,73.352,0.004,168.433,54.999
38500001,75.996,0.005,96.724,55.22
38500001,75.635,0.004,92.620,55.321
38500001,77.577,0.005,158.865,55.325
38500001,77.48,0.004,132.685,56.201
38500001,75.88,0.005,163.038,55.857
38500001,76.159,0.004,99.434,55.11
38500001,75.95,0.004,95.199,55.547
38500001,75.77,0.005,152.471,55.97
38500001,76.448,0.005,90.972,56.274
38500001,73.304,0.004,146.601,55.06
38500001,76.36,0.005,143.190,55.527
38500001,77.13,0.005,139.286,55.681
38500001,77.115,0.004,132.213,55.48
39000001,77.466,0.005,140.806,57.102
39000001,77.062,0.005,103.374,55.433
39000001,75.026,0.004,136.199,55.633
39000001,76.163,0.005,108.552,105.608
39000001,76.937,0.004,153.194,56.043
39000001,77.002,0.005,150.590,55.919
39000001,76.415,0.005,158.795,55.032
39000001,78.307,0.004,99.988,56.435
39000001,76.881,0.005,152.452,55.396
39000001,75.859,0.004,102.733,55.309
39000001,76.356,0.004,100.070,55.555
39000001,76.402,0.006,156.572,56.296
39000001,76.515,0.005,94.069,55.287
39000001,76.57,0.005,104.250,56.138
39000001,75.558,0.005,140.521,56.467
39000001,78.439,0.004,141.092,55.803
39000001,76.573,0.005,143.406,56.763
39000001,74.733,0.004,98.753,55.483
39000001,76.915,0.004,98.666,56.055
39000001,76.664,0.004,157.215,55.964
39000001,76.872,0.004,96.780,56.705
39000001,76.964,0.005,149.638,55.587
39000001,77.444,0.004,117.837,55.789
39000001,77.882,0.005,136.721,55.553
39000001,78.105,0.004,136.410,56.146
39500001,77.082,0.003,94.739,57.022
39500001,77.792,0.004,110.976,56.644
39500001,76.167,0.005,145.446,56.767
39500001,77.283,0.004,111.384,108.276
39500001,79.369,0.004,150.593,56.805
39500001,78.605,0.004,116.014,57.249
39500001,75.679,0.005,179.342,56.602
39500001,78.163,0.005,96.110,57.461
39500001,74.868,0.006,157.581,56.287
39500001,77.63,0.006,104.007,56.696
39500001,76.976,0.004,101.702,56.861
39500001,78.038,0.005,166.776,56.431
39500001,74.663,0.005,146.521,57.29
39500001,77.89,0.005,148.250,57.235
39500001,76.97,0.005,123.958,56.886
39500001,77.462,0.004,145.557,57.111
39500001,77.834,0.004,144.254,57.291
39500001,77.584,0.004,105.441,56.298
39500001,77.943,0.004,97.124,56.918
39500001,77.872,0.005,154.678,56.683
39500001,79.481,0.004,96.928,57.604
39500001,77.629,0.005,160.670,56.833
39500001,79.314,0.004,125.913,57.122
39500001,78.725,0.004,143.917,57.049
39500001,79.163,0.005,154.974,56.878
40000001,79.343,0.004,101.632,56.878
40000001,78.392,0.005,111.671,57.004
40000001,80.076,0.004,145.867,57.202
40000001,77.746,0.005,111.582,108.096
40000001,77.759,0.005,142.356,57.423
40000001,79.222,0.006,132.712,57.692
40000001,78.746,0.004,158.986,56.851
40000001,77.931,0.004,103.694,57.609
40000001,78.088,0.005,158.008,57.189
40000001,78.865,0.005,110.695,57.198
40000001,78.667,0.004,109.319,57.023
40000001,78.553,0.005,159.931,56.766
40000001,77.741,0.005,110.136,58.009
40000001,78.895,0.005,157.097,57.751
40000001,78.741,0.004,122.741,57.086
40000001,77.765,0.005,167.770,58.172
40000001,78.872,0.005,104.039,57.586
40000001,78.26,0.007,161.167,57.343
40000001,77.52,0.006,98.592,57.244
40000001,78.965,0.004,169.131,56.889
40000001,80.473,0.005,111.331,59.073
40000001,76.577,0.005,152.778,57.053
40000001,80.182,0.005,121.164,57.844
40000001,78.424,0.006,144.178,58.525
40000001,80.333,0.004,105.126,57.821
40500001,79.089,0.004,106.156,58.532
