nVectors,memcpyOut,plan,execu,memcpyIn
34000000,44.896,0.002,1.840,46.077,
34500000,45.570,0.002,1.853,46.788,
35000000,46.135,0.002,1.874,47.437,
35500000,46.911,0.002,1.896,48.189,
36000000,47.607,0.002,1.927,48.871,
36500000,48.058,0.002,1.954,49.455,
37000000,48.806,0.002,1.975,50.107,
37500000,49.544,0.002,2.019,50.798,
38000000,50.320,0.002,2.044,51.727,
38500000,50.758,0.002,2.061,52.188,
39000000,51.999,0.002,2.083,52.805,
39500000,52.102,0.002,2.129,53.522,
40000000,52.730,0.002,2.146,54.610,
40500000,53.728,0.003,2.153,55.267,
41000000,53.999,0.002,2.193,55.620,
41500000,54.672,0.002,2.222,56.253,
42000000,55.403,0.002,2.246,56.886,
42500000,55.988,0.002,2.253,57.623,
43000000,56.673,0.002,2.298,58.228,
43500000,57.367,0.002,2.331,58.915,
44000000,57.934,0.003,2.342,59.645,
44500000,58.510,0.002,2.391,60.455,
45000000,59.484,0.002,2.412,60.966,
45500000,59.823,0.002,2.423,61.625,
46000000,60.522,0.002,2.463,62.273,
46500000,61.117,0.002,2.484,63.063,
47000000,61.849,0.002,2.495,63.721,
47500000,62.607,0.002,2.527,64.314,
48000000,63.087,0.004,2.558,65.050,
48500000,64.558,0.002,2.585,66.055,
49000000,64.855,0.002,2.604,66.358,
49500000,65.101,0.002,2.634,67.046,
50000000,65.738,0.002,2.659,67.642,
50500000,66.466,0.002,2.697,68.440,
51000000,67.028,0.002,2.703,69.200,
51500000,67.747,0.002,2.717,69.723,
52000000,68.408,0.002,2.770,70.437,
52500000,69.280,0.002,2.777,71.072,
53000000,69.636,0.002,2.810,71.808,
53500000,70.397,0.002,2.842,72.480,
54000000,71.083,0.002,2.878,73.151,
54500000,71.689,0.002,2.901,73.846,
55000000,72.344,0.002,2.912,74.474,
55500000,73.352,0.002,2.950,75.554,
56000000,73.818,0.002,2.980,75.882,
56500000,74.179,0.002,3.004,76.721,
57000000,74.901,0.003,3.035,77.166,
57500000,75.596,0.002,3.046,77.867,
58000000,76.295,0.002,3.074,78.598,
58500000,76.948,0.002,3.086,79.175,
59000000,77.687,0.003,3.125,79.864,
59500000,78.285,0.002,3.155,80.530,
60000000,78.859,0.002,3.181,81.190,
60500000,79.568,0.002,3.225,81.877,
61000000,80.253,0.002,3.242,82.652,
61500000,80.752,0.002,3.256,83.833,
62000000,82.135,0.002,3.270,83.914,
62500000,82.133,0.002,3.304,84.620,
63000000,82.724,0.002,3.321,85.253,
63500000,83.367,0.002,3.347,86.016,
64000000,84.262,0.002,3.383,86.614,
64500000,84.785,0.002,3.412,87.388,
65000000,85.704,0.002,3.433,88.053,
65500000,85.920,0.002,3.462,88.687,
66000000,86.653,0.003,3.507,89.335,
1,0.171,0.002,0.048,0.019,
500000,1.015,0.002,0.067,0.850,
1000000,1.610,0.002,0.089,1.529,
1500000,2.205,0.002,0.109,2.198,
2000000,2.815,0.002,0.146,2.875,
2500000,3.411,0.002,0.168,3.558,
3000000,4.058,0.002,0.191,4.213,
3500000,4.655,0.002,0.212,4.928,
4000000,5.288,0.002,0.252,5.589,
4500000,5.921,0.002,0.274,6.250,
5000000,6.539,0.002,0.289,6.930,
5500000,7.175,0.002,0.330,7.582,
6000000,7.843,0.002,0.354,8.266,
6500000,8.417,0.002,0.374,8.959,
7000000,9.131,0.002,0.396,9.632,
7500000,9.658,0.002,0.439,10.293,
8000000,10.340,0.002,0.458,10.973,
8500000,11.091,0.002,0.480,11.652,
9000000,11.797,0.002,0.523,12.356,
9500000,12.558,0.002,0.546,12.999,
10000000,13.231,0.003,0.567,13.678,
10500000,13.951,0.002,0.589,14.351,
11000000,14.721,0.002,0.632,15.041,
11500000,15.351,0.002,0.655,15.702,
12000000,16.069,0.002,0.674,16.704,
12500000,16.776,0.002,0.718,17.070,
13000000,17.443,0.002,0.739,17.934,
13500000,18.173,0.002,0.763,18.427,
14000000,18.729,0.002,0.781,19.075,
14500000,19.348,0.002,0.823,19.802,
15000000,19.986,0.002,0.839,20.475,
15500000,20.648,0.002,0.864,21.110,
16000000,21.370,0.002,0.905,21.810,
16500000,22.043,0.002,0.929,22.492,
17000000,22.684,0.002,0.951,23.134,
17500000,23.362,0.002,0.971,23.876,
18000000,23.938,0.002,1.004,24.491,
18500000,24.688,0.002,1.031,25.215,
19000000,25.228,0.003,1.049,25.877,
19500000,25.929,0.002,1.068,26.503,
20000000,26.641,0.002,1.108,27.299,
20500000,27.222,0.002,1.125,27.872,
21000000,27.938,0.002,1.153,28.608,
21500000,28.605,0.002,1.189,29.195,
22000000,29.548,0.002,1.210,29.877,
22500000,29.797,0.002,1.239,30.662,
23000000,30.638,0.002,1.255,31.361,
23500000,31.169,0.002,1.290,31.971,
24000000,31.817,0.002,1.312,32.620,
24500000,32.471,0.002,1.334,33.259,
25000000,33.103,0.002,1.374,34.017,
25500000,33.799,0.002,1.387,34.910,
26000000,34.419,0.002,1.406,35.266,
26500000,35.193,0.002,1.430,35.995,
27000000,35.796,0.002,1.477,36.705,
27500000,36.447,0.002,1.501,37.404,
28000000,37.155,0.002,1.515,37.942,
28500000,37.720,0.002,1.551,38.901,
29000000,38.344,0.002,1.573,39.382,
29500000,39.221,0.002,1.592,40.193,
30000000,39.999,0.002,1.613,40.890,
30500000,40.371,0.002,1.654,43.108,
31000000,41.099,0.002,1.674,41.988,
31500000,41.722,0.002,1.695,42.711,
32000000,42.354,0.002,1.740,43.429,
32500000,42.920,0.002,1.761,44.114,
33000000,43.616,0.002,1.784,44.803,
33500000,44.313,0.002,1.809,45.525,
34000000,44.870,0.002,1.845,46.177,
34500000,45.542,0.002,1.868,46.785,
35000000,46.301,0.002,1.881,47.582,
35500000,47.007,0.003,1.897,48.218,
36000000,47.672,0.002,1.938,48.824,
36500000,48.208,0.002,1.950,49.434,
37000000,48.872,0.002,1.972,50.090,
37500000,49.523,0.002,2.019,50.999,
38000000,50.484,0.002,2.047,51.544,
38500000,50.806,0.002,2.068,52.623,
39000000,51.514,0.002,2.085,52.910,
39500000,52.150,0.002,2.121,53.585,
40000000,52.992,0.003,2.144,54.521,
40500000,53.783,0.002,2.161,54.973,
41000000,54.076,0.002,2.199,55.597,
41500000,54.748,0.002,2.214,56.251,
42000000,55.435,0.002,2.247,56.879,
42500000,56.203,0.002,2.265,57.590,
43000000,56.801,0.002,2.299,58.333,
43500000,57.367,0.002,2.321,58.936,
44000000,58.028,0.002,2.358,59.653,
44500000,58.707,0.002,2.392,60.437,
45000000,59.326,0.002,2.414,60.979,
45500000,59.981,0.002,2.438,61.662,
46000000,60.547,0.002,2.446,62.387,
46500000,61.370,0.002,2.495,63.014,
47000000,61.950,0.002,2.498,63.783,
47500000,62.619,0.002,2.525,64.358,
48000000,63.340,0.002,2.560,65.590,
48500000,64.336,0.002,2.593,65.975,
49000000,64.634,0.002,2.612,66.425,
49500000,65.274,0.002,2.633,67.227,
50000000,65.826,0.002,2.666,67.765,
50500000,66.604,0.002,2.691,68.404,
51000000,67.409,0.002,2.705,70.682,
51500000,68.241,0.003,2.726,69.725,
52000000,68.513,0.002,2.764,70.588,
52500000,69.194,0.003,2.789,71.101,
53000000,69.833,0.002,2.815,71.760,
53500000,70.464,0.002,2.842,72.424,
54000000,71.198,0.002,2.882,73.085,
54500000,71.948,0.003,2.902,73.810,
55000000,72.495,0.002,2.914,74.538,
55500000,73.589,0.003,2.960,75.448,
56000000,73.943,0.002,2.987,75.831,
56500000,74.334,0.002,2.993,76.422,
57000000,75.008,0.002,3.038,77.155,
57500000,75.707,0.003,3.056,78.101,
58000000,76.368,0.002,3.072,78.496,
58500000,77.071,0.002,3.083,79.334,
59000000,77.797,0.002,3.125,79.975,
59500000,78.323,0.002,3.166,80.549,
60000000,78.973,0.002,3.184,81.287,
60500000,80.588,0.002,3.222,83.017,
61000000,80.212,0.002,3.236,82.558,
61500000,80.969,0.002,3.247,83.709,
62000000,81.825,0.002,3.271,83.975,
62500000,82.484,0.002,3.300,84.662,
63000000,82.914,0.002,3.324,85.313,
63500000,83.563,0.002,3.388,86.018,
64000000,84.220,0.002,3.390,88.756,
64500000,84.989,0.002,3.423,87.542,
65000000,85.557,0.002,3.448,88.111,
65500000,86.431,0.002,3.477,88.691,
66000000,86.838,0.002,3.517,89.375,
1,0.165,0.002,0.051,0.020,
500000,1.029,0.002,0.067,0.851,
1000000,1.606,0.002,0.090,1.521,
1500000,2.206,0.003,0.109,2.201,
2000000,2.801,0.002,0.152,2.866,
2500000,3.402,0.002,0.173,3.553,
3000000,4.026,0.002,0.190,4.227,
3500000,4.628,0.003,0.210,4.941,
4000000,5.281,0.002,0.250,5.567,
4500000,5.952,0.002,0.269,6.248,
5000000,6.629,0.002,0.291,6.980,
5500000,7.179,0.002,0.334,7.714,
6000000,8.560,0.002,0.358,8.887,
6500000,8.933,0.010,0.374,8.992,
7000000,9.010,0.002,0.396,9.619,
7500000,9.654,0.002,0.437,10.304,
8000000,10.381,0.002,0.459,11.003,
8500000,11.069,0.002,0.480,11.651,
9000000,11.819,0.002,0.526,12.339,
9500000,12.519,0.002,0.547,13.017,
10000000,13.252,0.002,0.565,13.703,
10500000,13.961,0.002,0.589,14.353,
11000000,14.743,0.002,0.633,15.207,
11500000,15.406,0.002,0.652,15.772,
12000000,16.096,0.002,0.679,16.585,
12500000,16.884,0.002,0.718,17.054,
13000000,17.551,0.002,0.740,17.777,
13500000,17.914,0.002,0.764,18.402,
14000000,18.635,0.002,0.782,19.094,
14500000,19.295,0.002,0.822,19.796,
15000000,19.970,0.002,0.839,20.401,
15500000,20.717,0.002,0.863,21.187,
16000000,21.287,0.002,0.906,21.800,
16500000,21.931,0.002,0.931,22.433,
17000000,22.692,0.002,0.948,23.141,
17500000,24.248,0.002,0.970,24.858,
18000000,23.915,0.002,1.004,24.530,
18500000,24.538,0.002,1.032,25.212,
19000000,25.262,0.002,1.046,25.822,
19500000,25.987,0.002,1.068,26.590,
20000000,26.534,0.002,1.102,27.177,
20500000,27.183,0.002,1.127,28.219,
21000000,27.923,0.002,1.154,28.520,
21500000,28.589,0.002,1.189,29.264,
22000000,29.146,0.002,1.211,29.965,
22500000,29.948,0.002,1.236,30.665,
23000000,30.467,0.002,1.254,31.318,
23500000,31.072,0.002,1.294,31.919,
24000000,31.776,0.002,1.320,32.570,
24500000,32.365,0.002,1.339,33.313,
25000000,33.079,0.002,1.367,33.923,
25500000,33.815,0.002,1.389,34.571,
26000000,34.363,0.002,1.416,35.308,
26500000,35.042,0.002,1.433,35.964,
27000000,35.720,0.002,1.481,36.710,
27500000,36.420,0.002,1.500,37.287,
28000000,36.997,0.002,1.518,38.008,
28500000,38.899,0.002,1.556,39.658,
29000000,38.317,0.002,1.572,39.671,
29500000,39.153,0.002,1.599,40.432,
30000000,39.697,0.002,1.609,40.684,
30500000,40.250,0.002,1.653,41.782,
31000000,40.895,0.002,1.678,42.102,
31500000,41.544,0.002,1.701,42.712,
32000000,42.252,0.036,1.738,43.418,
32500000,43.595,0.002,1.763,45.437,
33000000,43.501,0.002,1.782,44.766,
33500000,44.237,0.002,1.804,45.403,
34000000,44.995,0.002,1.843,46.034,
34500000,45.553,0.002,1.864,46.730,
35000000,46.211,0.002,1.883,47.657,
35500000,46.796,0.002,1.903,48.106,
36000000,47.513,0.002,1.930,48.832,
36500000,48.125,0.002,1.949,49.503,
37000000,48.783,0.002,1.974,50.218,
37500000,49.717,0.002,2.012,51.059,
38000000,50.099,0.002,2.046,51.583,
38500000,51.129,0.002,2.064,52.198,
39000000,51.421,0.002,2.092,52.870,
39500000,52.144,0.002,2.121,53.851,
40000000,52.986,0.002,2.136,54.527,
40500000,53.296,0.002,2.162,54.820,
41000000,54.054,0.002,2.199,55.562,
41500000,54.589,0.003,2.217,56.237,
42000000,55.317,0.002,2.239,56.979,
42500000,56.006,0.002,2.269,57.630,
43000000,56.700,0.002,2.299,58.231,
43500000,57.407,0.002,2.321,58.860,
44000000,57.934,0.003,2.348,59.721,
44500000,58.686,0.002,2.386,60.343,
45000000,59.243,0.002,2.407,60.907,
45500000,59.906,0.002,2.436,61.602,
46000000,60.482,0.002,2.447,62.363,
46500000,61.255,0.002,2.491,62.976,
47000000,61.964,0.002,2.498,63.636,
47500000,62.562,0.002,2.519,64.303,
48000000,63.515,0.003,2.567,65.441,
48500000,64.122,0.002,2.578,65.707,
49000000,64.473,0.002,2.616,66.346,
49500000,65.108,0.041,2.619,67.016,
50000000,65.748,0.002,2.675,67.729,
50500000,66.425,0.002,2.691,68.511,
51000000,67.090,0.002,2.701,69.113,
51500000,67.756,0.002,2.727,69.754,
52000000,68.557,0.002,2.754,70.476,
52500000,68.990,0.002,2.787,70.989,
53000000,69.771,0.002,2.804,71.758,
53500000,70.376,0.002,2.846,72.447,
54000000,71.025,0.002,2.879,73.230,
54500000,71.645,0.002,2.889,73.821,
55000000,72.354,0.003,2.923,74.865,
55500000,73.620,0.002,2.962,75.203,
56000000,73.677,0.002,2.968,75.860,
56500000,74.176,0.002,2.994,76.565,
57000000,75.020,0.002,3.044,77.133,
57500000,75.631,0.002,3.053,77.786,
58000000,76.287,0.002,3.060,78.583,
58500000,77.089,0.002,3.078,79.339,
59000000,77.542,0.002,3.136,79.910,
59500000,78.200,0.002,3.161,80.486,
60000000,78.809,0.002,3.177,81.317,
60500000,79.534,0.002,3.208,81.945,
61000000,80.181,0.002,3.233,82.509,
61500000,81.058,0.002,3.242,83.793,
62000000,81.393,0.002,3.273,83.952,
62500000,82.134,0.002,3.314,84.564,
63000000,82.711,0.002,3.336,85.331,
63500000,83.574,0.002,3.359,85.934,
64000000,84.185,0.002,3.392,86.575,
64500000,84.868,0.002,3.426,87.399,
65000000,85.383,0.002,3.446,87.922,
65500000,86.052,0.002,3.472,88.623,
66000000,86.670,0.003,3.514,89.307,
1,0.172,0.002,0.048,0.021,
500000,1.014,0.002,0.068,0.850,
1000000,1.604,0.002,0.088,1.565,
1500000,2.214,0.002,0.111,2.199,
2000000,2.818,0.002,0.149,2.870,
2500000,3.432,0.002,0.171,3.545,
3000000,4.013,0.006,0.187,4.217,
3500000,4.702,0.002,0.210,4.881,
4000000,5.325,0.002,0.251,5.572,
4500000,5.955,0.002,0.269,6.250,
5000000,6.525,0.002,0.291,6.912,
5500000,7.163,0.002,0.335,7.579,
6000000,7.784,0.002,0.353,8.251,
6500000,8.374,0.002,0.376,8.988,
7000000,8.989,0.002,0.395,9.619,
7500000,9.686,0.002,0.436,10.296,
8000000,10.324,0.002,0.462,10.969,
8500000,11.109,0.002,0.483,11.646,
9000000,11.833,0.002,0.525,12.361,
9500000,12.546,0.002,0.542,13.041,
10000000,13.245,0.002,0.570,13.859,
10500000,14.092,0.002,0.589,14.396,
11000000,14.701,0.002,0.630,15.101,
11500000,15.579,0.003,0.657,15.975,
12000000,15.999,0.002,0.675,16.363,
12500000,16.668,0.002,0.722,17.038,
13000000,17.335,0.002,0.741,17.737,
13500000,17.979,0.002,0.760,18.424,
14000000,18.664,0.002,0.784,19.113,
14500000,19.344,0.002,0.818,19.728,
15000000,19.984,0.002,0.843,20.463,
15500000,20.728,0.002,0.860,21.129,
16000000,21.390,0.002,0.907,21.782,
16500000,21.995,0.002,0.924,22.446,
17000000,22.685,0.002,0.951,23.160,
17500000,23.336,0.002,0.965,23.884,
18000000,23.960,0.002,1.010,24.522,
18500000,24.609,0.002,1.026,25.195,
19000000,25.307,0.002,1.051,25.812,
19500000,26.091,0.002,1.065,26.507,
20000000,26.583,0.002,1.102,27.251,
20500000,27.272,0.002,1.128,27.842,
21000000,27.933,0.002,1.141,28.569,
21500000,28.620,0.002,1.189,29.299,
22000000,29.186,0.002,1.216,29.949,
22500000,29.998,0.002,1.231,30.556,
23000000,30.556,0.002,1.255,31.197,
23500000,31.139,0.002,1.296,31.915,
24000000,31.781,0.002,1.313,32.594,
24500000,32.470,0.003,1.330,33.236,
25000000,33.090,0.002,1.365,34.033,
25500000,33.769,0.002,1.395,34.669,
26000000,34.491,0.002,1.410,35.291,
26500000,35.104,0.002,1.431,35.995,
27000000,35.844,0.002,1.473,36.713,
27500000,36.442,0.002,1.496,37.388,
28000000,37.065,0.002,1.520,37.960,
28500000,37.742,0.002,1.557,38.836,
29000000,38.544,0.002,1.575,39.589,
29500000,39.258,0.002,1.596,40.073,
30000000,39.659,0.002,1.612,40.670,
30500000,40.336,0.002,1.649,41.354,
31000000,41.046,0.002,1.664,42.034,
31500000,41.629,0.002,1.693,42.729,
32000000,42.326,0.002,1.733,43.386,
32500000,43.007,0.002,1.755,44.087,
33000000,43.569,0.002,1.775,44.744,
33500000,44.302,0.002,1.802,45.433,
34000000,44.957,0.002,1.840,46.099,
34500000,45.591,0.002,1.859,46.830,
35000000,46.257,0.002,1.884,47.405,
35500000,46.916,0.002,1.902,48.166,
36000000,47.528,0.002,1.940,48.779,
36500000,48.210,0.002,1.957,49.429,
37000000,48.859,0.002,1.980,50.334,
37500000,49.859,0.002,2.008,50.846,
38000000,50.309,0.002,2.040,51.913,
38500000,50.904,0.002,2.060,52.149,
39000000,51.483,0.002,2.087,52.908,
39500000,52.425,0.002,2.125,53.753,
40000000,53.118,0.003,2.137,54.241,
40500000,53.285,0.002,2.156,54.890,
41000000,54.100,0.002,2.200,55.577,
41500000,54.692,0.002,2.220,56.234,
42000000,55.455,0.002,2.233,56.874,
42500000,56.152,0.002,2.263,57.621,
43000000,56.739,0.002,2.307,58.254,
43500000,57.391,0.002,2.323,58.940,
44000000,58.120,0.002,2.347,59.748,
44500000,58.687,0.002,2.391,60.237,
45000000,59.295,0.002,2.407,60.984,
45500000,59.941,0.002,2.427,61.624,
46000000,60.581,0.002,2.454,62.376,
46500000,61.256,0.002,2.483,63.114,
47000000,61.920,0.002,2.503,63.689,
47500000,62.602,0.002,2.513,64.404,
48000000,63.617,0.002,2.564,65.672,
48500000,63.943,0.003,2.579,65.681,
49000000,64.538,0.002,2.612,66.341,
49500000,65.226,0.002,2.626,67.059,
50000000,65.963,0.002,2.672,67.676,
50500000,66.645,0.002,2.687,68.427,
51000000,67.191,0.002,2.716,69.003,
51500000,67.901,0.002,2.718,69.868,
52000000,68.595,0.002,2.766,70.375,
52500000,69.168,0.002,2.776,71.091,
53000000,69.786,0.002,2.800,71.858,
53500000,70.600,0.002,2.853,72.373,
54000000,71.259,0.002,2.873,73.097,
54500000,71.791,0.002,2.887,73.797,
55000000,72.826,0.002,2.928,74.992,
55500000,73.129,0.002,2.951,75.140,
56000000,73.647,0.002,2.966,75.849,
56500000,74.388,0.003,3.002,76.535,
57000000,75.153,0.002,3.046,77.210,
57500000,75.783,0.002,3.047,77.852,
58000000,76.427,0.002,3.064,78.647,
58500000,77.219,0.002,3.089,79.150,
59000000,77.666,0.002,3.142,79.874,
59500000,78.322,0.002,3.154,80.495,
60000000,79.046,0.002,3.171,82.215,
60500000,79.965,0.003,3.214,81.995,
61000000,80.273,0.002,3.237,82.924,
61500000,81.413,0.002,3.255,83.299,
62000000,81.575,0.002,3.277,83.908,
62500000,82.214,0.002,3.310,84.497,
63000000,82.926,0.002,3.332,85.418,
63500000,83.721,0.002,3.352,85.979,
64000000,84.386,0.002,3.389,86.939,
64500000,85.471,0.002,3.411,89.870,
65000000,88.963,0.002,3.437,87.958,
65500000,86.249,0.003,3.467,88.642,
66000000,86.832,0.002,3.504,89.421,
