nVectors,memcpyOut,plan,execu,memcpyIn
1,0.330,0.004,0.071,0.026,
500000,1.152,0.001,0.163,1.598,
1000000,1.524,0.000,0.185,1.811,
1500000,2.099,0.000,0.221,2.476,
2000000,2.690,0.000,0.252,3.154,
2500000,3.290,0.000,0.284,3.850,
3000000,3.894,0.000,0.320,4.494,
3500000,4.501,0.000,0.359,5.156,
4000000,5.129,0.000,0.387,5.820,
4500000,5.753,0.001,0.428,6.485,
5000000,6.478,0.000,0.464,7.172,
5500000,6.983,0.001,0.498,7.837,
6000000,7.774,0.001,0.730,8.064,
6500000,8.241,0.001,0.608,9.177,
7000000,8.851,0.000,0.635,9.856,
7500000,9.465,0.001,0.679,10.508,
8000000,10.150,0.001,0.734,11.215,
8500000,10.861,0.001,0.764,11.893,
9000000,12.194,0.001,0.821,13.107,
9500000,12.573,0.001,0.861,13.253,
10000000,13.050,0.001,0.893,13.974,
10500000,13.697,0.001,0.929,14.654,
11000000,14.437,0.001,0.973,15.295,
11500000,15.032,0.001,1.000,16.246,
12000000,15.721,0.002,1.038,16.660,
12500000,16.407,0.001,1.073,17.330,
13000000,17.070,0.001,1.075,18.013,
13500000,17.652,0.001,1.151,18.774,
14000000,18.328,0.001,1.185,19.404,
14500000,18.996,0.001,1.231,20.098,
15000000,19.724,0.001,1.267,20.750,
15500000,20.469,0.001,1.273,21.423,
16000000,21.026,0.002,1.344,22.124,
16500000,21.602,0.002,1.380,22.289,
17000000,22.260,0.001,1.420,23.456,
17500000,23.093,0.001,1.666,24.000,
18000000,23.539,0.001,1.723,24.669,
18500000,24.142,0.001,1.812,25.345,
19000000,24.782,0.002,1.817,26.028,
19500000,25.430,0.002,1.908,26.745,
20000000,26.434,0.002,1.895,27.340,
20500000,26.766,0.002,1.922,28.028,
21000000,27.442,0.002,2.132,28.704,
21500000,28.444,0.001,2.049,29.507,
22000000,28.920,0.001,2.196,30.557,
22500000,29.352,0.001,2.197,30.801,
23000000,30.143,0.001,2.064,31.500,
23500000,30.721,0.001,2.158,32.091,
24000000,31.264,0.002,2.289,32.805,
24500000,31.973,0.001,2.187,33.462,
