nVectors,memcpyOut,plan,execu,memcpyIn
1,10.446,0.015,1.296,0.111,
500001,2.915,0.004,4.990,2.478,
1000001,10.673,0.021,9.234,3.303,
1500001,8.101,0.007,8.292,2.460,
2000001,9.518,0.007,13.468,4.238,
2500001,8.980,0.011,21.052,5.102,
3000001,11.767,0.012,23.207,7.405,
3500001,13.757,0.015,23.988,6.881,
4000001,13.757,0.014,25.390,8.781,
4500001,15.961,0.015,22.471,11.373,
5000001,20.752,0.015,26.459,12.270,
5500001,19.447,0.006,34.648,7.258,
6000001,22.010,0.015,33.868,12.578,
6500001,23.839,0.015,38.545,12.000,
7000001,23.027,0.016,27.972,13.469,
7500001,24.398,0.017,36.118,12.734,
8000001,26.726,0.017,35.054,15.225,
8500001,28.254,0.016,23.011,12.486,
9000001,33.092,0.017,36.845,16.135,
9500001,31.106,0.017,29.780,13.738,
10000001,32.618,0.018,28.362,16.411,
10500001,37.391,0.017,37.627,16.597,
11000001,36.077,0.016,34.613,17.530,
11500001,37.252,0.018,32.871,18.782,
12000001,38.762,0.017,31.365,19.266,
12500001,40.267,0.031,32.880,18.929,
13000001,42.042,0.018,29.850,18.946,
13500001,43.132,0.018,37.161,20.263,
14000001,45.121,0.018,43.068,21.258,
14500001,47.056,0.018,49.491,24.997,
15000001,52.364,0.017,49.104,25.012,
15500001,52.046,0.018,53.725,23.981,
16000001,56.870,0.013,59.838,24.829,
16500001,56.141,0.021,55.063,27.493,
17000001,58.035,0.020,52.676,28.688,
17500001,67.349,0.021,50.434,25.825,
18000001,61.459,0.020,53.315,28.839,
18500001,63.769,0.020,60.566,28.931,
19000001,64.784,0.020,60.109,27.329,
19500001,66.718,0.022,61.387,27.788,
20000001,72.968,0.019,60.540,40.647,
20500001,71.337,0.013,70.146,49.457,
21000001,75.625,0.015,65.564,48.645,
21500001,80.596,0.020,67.958,50.406,
22000001,75.539,0.021,58.437,54.864,
22500001,77.042,0.024,71.312,50.505,
23000001,79.041,0.023,70.876,43.097,
23500001,82.080,0.020,71.290,43.684,
24000001,88.163,0.022,78.050,50.447,
24500001,84.772,0.020,70.308,35.227,
25000001,85.707,0.020,71.868,37.882,
25500001,87.675,0.020,72.900,35.582,
26000001,89.977,0.021,79.150,36.254,
26500001,96.741,0.027,78.711,40.649,
