nVectors,memcpyOut,plan,execu,memcpyIn
1,0.176,0.015,0.114,0.122,
500001,3.090,0.004,0.841,1.405,
1000001,4.913,0.004,2.407,3.324,
1500001,6.024,0.008,1.275,3.369,
2000001,7.423,0.009,2.513,5.842,
2500001,9.723,0.018,3.889,5.731,
3000001,11.862,0.010,4.563,6.768,
3500001,16.795,0.012,4.071,7.901,
4000001,19.700,0.017,3.900,8.672,
4500001,21.353,0.013,3.717,10.429,
5000001,24.510,0.012,3.606,11.366,
5500001,26.850,0.012,3.609,11.806,
6000001,28.474,0.013,5.456,12.339,
6500001,31.214,0.025,4.165,14.690,
7000001,32.344,0.013,4.199,14.782,
7500001,35.591,0.015,5.506,16.568,
8000001,37.607,0.014,4.535,18.766,
8500001,40.289,0.015,5.880,18.532,
9000001,41.019,0.014,5.645,19.050,
9500001,45.122,0.015,6.612,19.431,
10000001,47.833,0.015,5.406,20.474,
10500001,49.250,0.025,6.924,26.183,
11000001,51.711,0.015,7.893,23.074,
11500001,53.467,0.016,6.797,28.998,
12000001,57.233,0.027,6.936,25.506,
12500001,59.295,0.015,7.903,32.292,
13000001,64.351,0.016,8.488,31.709,
13500001,66.039,0.015,7.658,28.127,
14000001,83.588,0.016,8.170,34.734,
14500001,70.006,0.017,8.862,34.605,
15000001,75.519,0.017,8.628,31.497,
15500001,72.468,0.027,8.329,31.746,
16000001,74.101,0.026,10.145,32.510,
16500001,77.039,0.016,9.296,43.921,
17000001,81.055,0.016,10.186,40.533,
17500001,83.690,0.017,9.462,35.971,
18000001,85.072,0.026,10.187,44.984,
18500001,86.547,0.016,10.408,37.423,
19000001,89.029,0.016,10.401,38.288,
19500001,91.803,0.016,11.460,38.936,
20000001,93.267,0.016,10.691,39.213,
20500001,95.675,0.016,8.883,40.296,
21000001,98.130,0.017,9.943,41.397,
21500001,100.459,0.027,12.190,41.748,
22000001,102.031,0.016,10.684,57.365,
22500001,104.186,0.017,10.505,44.566,
23000001,105.400,0.017,11.879,60.072,
23500001,110.007,0.015,10.572,46.948,
24000001,109.524,0.016,12.458,46.965,
24500001,114.140,0.015,11.012,47.204,
25000001,116.167,0.027,11.423,48.619,
25500001,119.174,0.016,11.090,67.680,
26000001,121.934,0.016,10.854,51.234,
26500001,124.726,0.017,11.707,51.293,
27000001,126.228,0.015,12.556,52.297,
27500001,127.721,0.027,12.341,51.962,
28000001,130.976,0.027,12.066,53.489,
28500001,133.254,0.027,12.931,75.722,
29000001,135.177,0.019,11.576,73.154,
29500001,137.477,0.026,13.143,73.843,
30000001,139.800,0.016,13.956,75.183,
30500001,143.231,0.016,14.407,59.490,
31000001,144.634,0.027,13.912,81.007,
31500001,147.219,0.015,12.435,78.027,
32000001,149.692,0.016,14.771,63.241,
32500001,154.410,0.018,13.686,63.656,
33000001,154.682,0.016,13.016,85.940,
33500001,155.783,0.016,12.821,66.418,
34000001,156.677,0.016,13.982,88.211,
34500001,161.735,0.016,15.268,68.162,
35000001,161.591,0.028,14.944,94.594,
35500001,164.318,0.016,13.513,69.293,
36000001,166.528,0.026,14.690,93.824,
36500001,171.802,0.016,15.471,90.441,
37000001,174.156,0.017,14.203,91.912,
37500001,176.743,0.028,14.483,74.429,
38000001,183.888,0.016,15.164,98.014,
38500001,181.581,0.016,15.332,77.072,
39000001,182.629,0.026,15.722,99.700,
39500001,186.285,0.015,15.384,95.960,
40000001,186.556,0.016,15.496,80.080,
40500001,187.921,0.016,17.999,102.607,
41000001,189.814,0.016,17.078,82.407,
41500001,192.968,0.017,15.792,105.101,
42000001,196.103,0.017,16.108,83.888,
42500001,198.437,0.017,15.394,107.923,
43000001,167.636,0.024,17.196,81.248,
43500001,166.919,0.013,16.286,101.711,
44000001,167.755,0.040,18.106,82.562,
44500001,169.582,0.013,17.113,83.674,
45000001,172.963,0.029,18.210,83.273,
45500001,173.477,0.014,16.959,106.577,
46000001,175.457,0.014,16.591,86.229,
46500001,177.640,0.024,17.812,84.849,
47000001,178.728,0.013,20.198,114.699,
47500001,181.275,0.028,18.339,106.072,
48000001,182.211,0.014,18.581,108.722,
48500001,185.686,0.014,18.385,107.990,
49000001,186.629,0.038,18.871,108.778,
49500001,188.443,0.025,18.418,93.648,
50000001,190.096,0.030,19.015,120.203,
50500001,192.094,0.023,18.420,95.085,
51000001,193.749,0.024,21.138,118.814,
51500001,199.808,0.014,19.140,96.595,
52000001,197.630,0.015,17.954,121.012,
52500001,199.503,0.027,19.258,100.303,
53000001,200.996,0.014,21.180,98.365,
53500001,203.777,0.024,19.457,129.397,
54000001,205.676,0.014,20.454,101.634,
54500001,213.370,0.014,20.302,126.656,
55000001,209.108,0.039,22.782,121.245,
55500001,210.676,0.030,20.569,123.473,
56000001,212.947,0.024,22.089,106.138,
56500001,214.107,0.028,18.925,105.469,
57000001,218.163,0.014,23.129,104.814,
57500001,219.782,0.015,23.430,107.013,
58000001,222.485,0.016,21.755,108.497,
58500001,221.988,0.014,20.311,107.744,
59000001,224.443,0.014,22.024,108.962,
59500001,226.599,0.027,21.821,109.599,
60000001,228.895,0.029,23.000,111.805,
60500001,230.456,0.024,22.324,143.168,
61000001,232.730,0.023,22.998,113.619,
61500001,234.658,0.028,21.534,111.822,
62000001,237.242,0.025,21.947,113.528,
62500001,236.475,0.028,22.015,113.810,
63000001,240.560,0.014,21.878,114.639,
63500001,241.049,0.014,22.636,116.632,
64000001,243.159,0.039,23.377,117.214,
64500001,244.529,0.013,24.142,118.182,
65000001,246.698,0.040,23.565,154.559,
65500001,249.206,0.014,23.533,150.094,
66000001,251.476,0.038,24.605,121.557,
66500001,253.457,0.023,24.015,158.432,
67000001,254.678,0.013,25.722,152.615,
67500001,257.055,0.029,23.067,153.449,
68000001,258.161,0.015,24.136,154.444,
