nVectors,memcpyOut,plan,execu,memcpyIn
1,0.134,0.004,0.062,0.030,
500001,1.458,0.000,8.268,1.756,
1000001,2.910,0.000,5.954,1.998,
1500001,3.552,0.001,7.105,2.430,
2000001,4.107,0.001,14.042,3.651,
2500001,6.874,0.001,9.264,4.482,
3000001,7.915,0.002,12.169,5.434,
3500001,9.847,0.002,5.275,6.478,
4000001,8.651,0.004,7.364,7.902,
4500001,10.958,0.004,7.500,7.999,
5000001,9.859,0.003,6.736,8.910,
5500001,10.933,0.003,23.222,9.894,
6000001,14.578,0.002,18.201,10.338,
6500001,16.407,0.003,8.331,11.349,
7000001,14.737,0.003,7.886,12.328,
7500001,15.061,0.003,7.463,13.160,
8000001,15.869,0.003,20.517,14.191,
8500001,19.971,0.003,28.800,15.067,
9000001,21.635,0.004,24.258,15.781,
9500001,22.266,0.003,23.471,16.773,
10000001,24.626,0.003,17.657,17.510,
10500001,25.677,0.003,18.125,18.403,
11000001,25.565,0.002,15.648,19.173,
11500001,27.939,0.002,20.598,20.260,
12000001,28.683,0.001,13.259,21.248,
12500001,29.205,0.003,35.393,21.754,
13000001,30.014,0.003,24.857,22.413,
13500001,30.574,0.002,39.509,23.498,
14000001,32.479,0.003,32.619,24.112,
14500001,34.105,0.003,31.861,25.245,
15000001,35.676,0.003,33.532,25.874,
15500001,36.717,0.003,45.862,26.918,
16000001,38.439,0.003,28.266,27.620,
16500001,39.358,0.005,33.042,27.999,
17000001,40.795,0.003,29.943,29.214,
17500001,42.268,0.004,27.607,30.056,
18000001,43.321,0.004,29.176,30.910,
18500001,43.583,0.003,29.322,31.727,
19000001,44.725,0.003,42.085,32.711,
19500001,46.135,0.003,48.261,33.533,
20000001,46.329,0.002,39.853,34.455,
20500001,49.079,0.002,37.387,35.293,
21000001,49.337,0.004,23.366,35.852,
21500001,50.409,0.003,19.602,36.909,
22000001,52.117,0.004,31.743,37.866,
22500001,52.479,0.002,38.964,38.607,
23000001,54.471,0.003,35.814,39.475,
23500001,55.066,0.003,44.976,40.208,
24000001,56.340,0.003,52.049,41.157,
24500001,57.653,0.004,50.435,41.905,
25000001,58.828,0.005,50.227,42.883,
25500001,59.950,0.003,49.542,43.662,
26000001,60.768,0.003,47.175,44.697,
26500001,61.080,0.004,50.678,45.257,
27000001,63.762,0.003,42.567,46.466,
27500001,65.811,0.003,42.259,46.506,
28000001,67.096,0.004,48.117,47.883,
28500001,66.900,0.002,50.296,48.671,
29000001,68.729,0.003,46.099,41.950,
29500001,58.345,0.002,47.758,42.504,
30000001,58.717,0.003,52.214,43.286,
30500001,59.744,0.003,52.026,43.908,
31000001,60.981,0.003,32.052,44.577,
31500001,62.246,0.003,29.348,44.997,
32000001,63.607,0.003,27.833,45.722,
32500001,63.300,0.002,30.784,46.396,
33000001,64.312,0.002,29.179,47.249,
33500001,66.552,0.002,30.350,48.088,
34000001,66.740,0.002,42.247,49.435,
34500001,67.832,0.003,57.862,49.930,
35000001,67.562,0.004,60.570,51.064,
35500001,69.425,0.002,61.031,51.779,
36000001,71.583,0.003,67.822,51.998,
36500001,71.836,0.003,66.454,53.173,
37000001,72.648,0.003,64.705,53.575,
37500001,73.520,0.003,58.088,54.418,
38000001,75.237,0.003,55.032,54.916,
38500001,76.129,0.003,110.914,55.690,
39000001,76.753,0.003,51.626,55.934,
39500001,77.693,0.003,66.094,57.099,
40000001,79.024,0.003,64.404,57.569,
40500001,79.917,0.002,67.639,59.418,
41000001,81.190,0.003,59.852,58.932,
41500001,81.543,0.003,150.829,60.182,
42000001,82.432,0.002,62.711,60.729,
42500001,84.991,0.003,42.492,61.902,
43000001,85.557,0.002,78.413,62.563,
43500001,86.792,0.002,43.638,63.349,
44000001,87.347,0.002,46.216,63.433,
44500001,86.370,0.003,54.988,64.736,
45000001,110.362,0.003,58.796,65.530,
45500001,90.831,0.003,58.815,65.650,
46000001,91.833,0.003,45.642,66.981,
46500001,91.950,0.003,43.451,67.085,
47000001,93.015,0.003,83.739,68.382,
47500001,94.410,0.002,48.988,69.352,
48000001,95.026,0.002,47.149,69.715,
48500001,96.444,0.002,55.910,70.566,
49000001,99.373,0.003,43.880,70.968,
49500001,100.574,0.003,53.917,71.946,
50000001,99.288,0.003,65.296,72.161,
50500001,100.029,0.002,109.691,73.150,
51000001,102.400,0.003,61.933,73.129,
51500001,101.597,0.002,69.544,73.896,
52000001,102.718,0.002,65.134,74.376,
52500001,103.395,0.003,69.379,74.861,
53000001,105.199,0.003,55.646,76.192,
53500001,104.700,0.002,52.255,76.560,
54000001,106.025,0.003,68.264,78.861,
54500001,109.060,0.002,79.496,79.027,
55000001,110.163,0.002,104.104,80.089,
55500001,112.141,0.002,63.819,80.231,
56000001,112.301,0.003,66.368,81.425,
56500001,113.503,0.002,81.419,81.721,
57000001,115.285,0.002,95.608,83.220,
57500001,116.328,0.001,80.593,82.683,
58000001,113.827,0.003,85.654,83.933,
58500001,113.506,0.002,70.277,83.886,
59000001,114.232,0.003,69.480,85.277,
59500001,117.044,0.003,60.323,85.703,
60000001,117.412,0.003,70.847,86.126,
60500001,118.311,0.003,71.567,87.042,
61000001,120.293,0.002,92.013,87.581,
61500001,121.547,0.003,60.763,87.834,
62000001,122.297,0.003,79.815,89.589,
62500001,124.622,0.003,136.184,90.449,
63000001,125.873,0.003,108.148,91.322,
63500001,127.327,0.002,99.421,91.119,
64000001,125.607,0.002,70.702,92.178,
64500001,126.791,0.002,202.914,93.052,
65000001,127.975,0.003,96.327,92.972,
65500001,129.033,0.002,79.546,93.957,
66000001,129.574,0.002,63.820,93.863,
66500001,130.809,0.003,68.569,94.995,
67000001,131.380,0.002,109.407,96.505,
67500001,133.136,0.002,166.548,96.962,
68000001,133.907,0.002,107.621,97.090,
68500001,133.438,0.003,112.654,98.339,
69000001,135.341,0.002,108.549,98.532,
69500001,136.075,0.002,234.481,99.885,
70000001,139.401,0.002,108.959,100.113,
70500001,139.319,0.003,154.561,100.726,
71000001,140.440,0.003,135.619,101.526,
71500001,141.259,0.003,94.965,102.298,
72000001,142.138,0.003,161.505,102.748,
72500001,141.963,0.002,128.568,103.939,
73000001,143.256,0.003,112.548,104.156,
73500001,144.895,0.003,120.466,106.094,
74000001,146.075,0.003,117.028,105.748,
74500001,146.993,0.003,105.434,106.780,
75000001,147.164,0.003,105.694,107.463,
75500001,148.858,0.002,235.972,107.285,
76000001,149.144,0.003,158.242,108.986,
76500001,150.856,0.002,132.241,109.212,
77000001,151.669,0.003,108.608,110.079,
77500001,151.857,0.002,142.004,111.547,
78000001,153.632,0.003,228.591,111.557,
78500001,154.402,0.003,207.751,111.598,
79000001,154.981,0.003,114.230,113.000,
79500001,156.490,0.003,125.988,113.436,
80000001,157.984,0.003,108.617,114.663,
80500001,158.164,0.003,199.422,114.434,
81000001,159.305,0.002,105.868,117.474,
81500001,162.514,0.003,102.380,116.762,
82000001,163.203,0.002,109.378,119.000,
82500001,166.188,0.003,99.971,119.507,
83000001,166.902,0.002,154.315,120.410,
83500001,168.869,0.003,105.687,120.186,
84000001,168.152,0.002,117.974,121.561,
84500001,168.890,0.002,117.039,122.130,
85000001,172.052,0.002,125.487,123.698,
85500001,172.803,0.003,164.606,123.335,
86000001,171.129,0.002,174.986,125.159,
86500001,173.610,0.003,94.888,125.425,
87000001,174.589,0.002,136.899,126.736,
87500001,174.701,0.002,205.166,126.623,
88000001,177.806,0.003,90.333,127.643,
88500001,178.879,0.003,98.430,128.379,
89000001,178.945,0.003,96.709,129.517,
89500001,180.286,0.003,134.750,129.921,
90000001,180.017,0.003,106.277,130.822,
90500001,181.119,0.003,109.773,131.411,
91000001,182.523,0.002,119.891,132.284,
91500001,183.756,0.003,152.146,133.633,
92000001,185.346,0.003,323.410,131.914,
92500001,181.594,0.003,117.828,132.487,
93000001,182.584,0.003,112.114,136.047,
93500001,183.751,0.003,132.082,135.101,
94000001,188.600,0.002,224.822,133.879,
94500001,185.326,0.003,168.343,136.049,
95000001,188.295,0.002,175.178,136.958,
95500001,190.251,0.002,159.980,138.866,
96000001,193.472,0.003,140.366,138.197,
96500001,192.812,0.003,136.693,139.773,
97000001,193.397,0.002,221.813,139.723,
97500001,194.750,0.003,129.611,141.470,
98000001,196.399,0.003,363.635,140.285,
98500001,197.554,0.003,174.433,143.296,
99000001,197.810,0.002,116.873,142.961,
99500001,199.317,0.003,134.802,144.173,
1,0.135,0.003,0.095,0.030,
500001,1.223,0.001,3.635,0.846,
1000001,2.952,0.002,3.306,1.667,
1500001,2.625,0.002,4.984,2.784,
2000001,4.009,0.002,7.436,5.092,
2500001,5.962,0.002,5.525,6.598,
3000001,5.346,0.001,3.724,4.353,
3500001,4.627,0.002,5.318,5.990,
4000001,6.572,0.002,5.102,6.077,
4500001,7.497,0.001,6.717,6.410,
5000001,9.948,0.002,6.143,7.085,
5500001,8.285,0.002,4.683,7.814,
6000001,9.266,0.001,5.209,8.571,
6500001,10.093,0.001,8.274,12.242,
7000001,10.995,0.001,7.543,9.996,
7500001,11.743,0.002,7.513,10.677,
8000001,12.471,0.002,10.131,21.181,
8500001,13.397,0.001,10.077,12.268,
9000001,13.914,0.003,12.657,12.804,
9500001,14.703,0.003,12.536,13.721,
10000001,16.001,0.004,11.715,14.358,
10500001,16.694,0.002,12.935,14.992,
11000001,17.299,0.002,14.003,18.844,
11500001,20.588,0.003,11.887,19.607,
12000001,21.772,0.002,21.966,20.538,
12500001,22.430,0.001,17.988,21.189,
13000001,23.273,0.002,16.780,22.242,
13500001,24.257,0.002,22.452,23.312,
14000001,25.064,0.002,20.377,24.080,
14500001,25.996,0.002,16.482,24.630,
15000001,27.010,0.003,12.818,25.817,
15500001,37.354,0.002,16.195,26.541,
