nVectors,memcpyOut,plan,execu,memcpyIn
1,0.235,0.024,0.201,0.369,
500001,3.381,0.002,1.407,1.668,
1000001,5.809,0.002,1.468,4.027,
1500001,7.343,0.002,2.635,3.311,
2000001,7.990,0.015,2.582,5.437,
2500001,8.874,0.006,3.153,6.798,
3000001,11.867,0.006,3.010,8.928,
3500001,19.021,0.007,3.966,8.863,
4000001,18.110,0.005,4.738,10.659,
4500001,23.550,0.006,3.642,11.182,
5000001,23.882,0.017,5.510,12.394,
5500001,26.815,0.008,4.192,13.069,
6000001,28.503,0.007,5.818,12.254,
6500001,31.127,0.006,3.607,15.322,
7000001,33.208,0.007,5.807,15.758,
7500001,35.454,0.006,6.838,18.726,
8000001,37.107,0.007,6.664,18.473,
8500001,39.963,0.006,5.285,19.202,
9000001,42.306,0.007,7.908,19.507,
9500001,45.001,0.007,6.414,22.236,
10000001,47.447,0.008,6.834,22.692,
10500001,48.775,0.007,6.048,24.381,
11000001,52.989,0.007,6.482,24.646,
11500001,55.342,0.006,7.484,25.300,
12000001,57.797,0.018,8.841,25.692,
12500001,60.107,0.007,8.406,26.386,
13000001,62.245,0.007,8.433,31.001,
13500001,64.332,0.007,7.957,30.701,
14000001,66.340,0.006,7.751,31.734,
14500001,69.018,0.007,7.846,33.959,
15000001,71.027,0.007,7.160,32.605,
15500001,73.898,0.007,8.100,33.476,
16000001,76.267,0.006,8.538,33.807,
16500001,78.565,0.006,9.468,37.048,
17000001,82.508,0.013,9.786,40.045,
17500001,84.447,0.006,8.744,41.307,
18000001,85.967,0.008,9.158,40.454,
18500001,88.060,0.008,10.304,43.112,
19000001,89.522,0.006,9.668,42.165,
19500001,93.289,0.007,9.275,43.312,
20000001,92.292,0.007,8.817,43.471,
20500001,97.958,0.007,10.307,46.289,
21000001,100.518,0.007,9.593,45.274,
21500001,102.493,0.007,9.543,49.625,
22000001,104.530,0.007,9.869,48.907,
22500001,109.629,0.007,10.245,48.171,
23000001,109.398,0.007,10.742,49.074,
23500001,112.037,0.007,10.841,54.388,
24000001,113.021,0.019,11.580,53.062,
24500001,123.091,0.007,11.630,52.709,
25000001,119.059,0.007,13.016,58.371,
25500001,121.156,0.006,11.400,55.369,
26000001,123.187,0.006,13.054,63.058,
26500001,124.877,0.006,12.246,59.453,
27000001,128.018,0.008,12.052,60.718,
27500001,130.261,0.007,12.687,60.239,
28000001,132.235,0.008,11.585,61.929,
28500001,134.432,0.007,12.292,61.925,
29000001,137.544,0.007,12.161,66.271,
29500001,139.610,0.007,13.212,65.081,
30000001,142.588,0.007,14.223,65.991,
30500001,145.097,0.008,14.927,66.392,
31000001,145.264,0.007,13.678,67.248,
31500001,148.548,0.006,15.950,71.210,
32000001,151.018,0.007,13.896,70.009,
32500001,153.241,0.006,12.962,71.482,
33000001,155.381,0.006,13.322,72.120,
33500001,158.500,0.007,13.638,72.472,
34000001,161.419,0.018,14.372,73.695,
34500001,164.705,0.007,13.485,74.747,
35000001,165.699,0.007,14.994,75.484,
35500001,167.589,0.007,15.382,77.556,
36000001,170.580,0.017,14.026,79.347,
36500001,172.674,0.007,15.655,77.956,
37000001,174.523,0.006,15.869,81.768,
37500001,177.539,0.007,13.910,83.133,
38000001,179.457,0.007,14.209,83.613,
38500001,182.795,0.007,15.569,85.760,
39000001,183.963,0.007,15.896,85.473,
39500001,186.464,0.007,15.573,88.635,
40000001,188.366,0.006,16.269,87.017,
40500001,190.712,0.007,15.792,86.685,
41000001,193.321,0.007,15.954,88.538,
41500001,196.307,0.007,16.846,91.304,
42000001,199.235,0.007,16.518,93.479,
42500001,201.450,0.006,18.297,92.025,
43000001,203.139,0.008,17.897,94.597,
43500001,206.898,0.007,16.796,97.125,
44000001,215.327,0.007,17.126,94.100,
44500001,210.400,0.007,17.111,98.159,
45000001,212.478,0.006,18.106,96.266,
45500001,205.475,0.006,19.413,91.808,
46000001,183.120,0.006,17.978,93.453,
46500001,182.962,0.006,16.964,92.277,
47000001,182.943,0.019,18.496,95.797,
47500001,185.359,0.020,17.020,92.964,
48000001,187.055,0.006,19.021,93.378,
48500001,189.880,0.020,17.152,95.342,
49000001,191.519,0.017,19.430,98.368,
49500001,193.543,0.018,18.179,97.619,
