nVectors,memcpyOut,plan,execu,memcpyIn
1,0.339,0.005,0.073,0.027,
500001,1.160,0.000,0.158,1.610,
1000001,1.527,0.001,0.171,1.799,
1500001,2.096,0.001,0.196,2.459,
2000001,2.703,0.001,0.222,3.142,
2500001,3.287,0.001,0.247,3.798,
3000001,3.895,0.001,0.275,4.516,
3500001,4.502,0.001,0.302,5.147,
4000001,5.138,0.001,0.325,5.813,
4500001,5.757,0.001,0.357,6.472,
5000001,6.381,0.000,0.381,7.156,
5500001,7.012,0.001,0.406,7.823,
6000001,7.599,0.001,0.586,8.024,
6500001,8.217,0.001,0.508,9.219,
7000001,8.852,0.001,0.526,9.924,
7500001,9.542,0.002,0.571,10.719,
8000001,10.175,0.001,0.919,11.184,
8500001,10.888,0.001,0.876,11.881,
9000001,11.595,0.001,0.905,12.565,
9500001,12.308,0.001,1.023,13.218,
10000001,13.047,0.002,0.992,13.897,
10500001,13.980,0.002,1.004,14.611,
11000001,14.454,0.002,1.039,15.289,
11500001,15.188,0.002,1.094,15.965,
12000001,15.749,0.002,1.157,16.632,
12500001,16.452,0.002,1.116,17.315,
13000001,17.045,0.002,1.172,17.998,
13500001,17.673,0.002,1.203,18.703,
14000001,18.370,0.002,1.234,19.437,
14500001,19.032,0.003,1.239,20.029,
15000001,19.977,0.003,1.273,20.801,
15500001,20.375,0.002,1.456,21.653,
16000001,21.573,0.003,1.407,22.128,
16500001,21.643,0.002,1.414,22.359,
17000001,22.617,0.003,1.528,23.277,
17500001,22.932,0.002,1.418,23.940,
18000001,23.565,0.004,1.474,24.628,
18500001,24.152,0.003,1.549,25.345,
19000001,24.866,0.004,1.521,26.009,
19500001,25.478,0.002,1.602,26.662,
20000001,26.142,0.002,1.550,27.450,
20500001,26.957,0.003,1.541,27.966,
21000001,27.488,0.003,1.709,28.648,
21500001,28.153,0.002,1.718,29.406,
22000001,28.792,0.003,1.716,30.135,
22500001,29.411,0.002,1.851,30.733,
23000001,30.090,0.002,1.756,31.440,
23500001,30.707,0.003,1.795,32.142,
24000001,31.315,0.002,1.879,32.811,
24500001,31.980,0.003,1.834,33.547,
25000001,32.939,0.003,1.891,34.197,
25500001,33.559,0.003,1.874,34.790,
26000001,33.856,0.003,1.919,35.413,
26500001,34.605,0.003,1.948,36.171,
27000001,35.297,0.003,2.082,36.830,
27500001,35.852,0.002,2.035,37.050,
28000001,37.192,0.003,2.002,38.033,
28500001,37.157,0.003,2.040,38.673,
29000001,37.924,0.002,2.054,39.622,
29500001,38.390,0.004,2.235,40.021,
30000001,39.052,0.003,2.103,40.675,
30500001,39.885,0.003,2.176,41.545,
31000001,40.567,0.003,2.150,42.514,
31500001,41.429,0.004,2.209,43.131,
32000001,41.795,0.003,2.263,43.394,
32500001,42.429,0.004,2.327,44.189,
33000001,43.082,0.003,2.352,44.768,
33500001,43.596,0.003,2.380,45.601,
34000001,44.331,0.003,2.455,46.132,
34500001,44.932,0.003,2.333,46.807,
35000001,45.623,0.002,2.367,47.531,
35500001,46.185,0.003,2.463,48.202,
36000001,46.931,0.003,2.413,48.942,
36500001,47.650,0.003,2.440,49.872,
37000001,48.237,0.003,2.528,50.506,
37500001,48.814,0.002,2.491,50.888,
38000001,49.562,0.003,2.535,51.568,
38500001,50.070,0.003,2.573,51.929,
39000001,50.838,0.003,2.606,57.005,
39500001,51.399,0.003,2.935,53.582,
40000001,51.990,0.004,2.670,54.090,
40500001,52.569,0.003,2.727,54.806,
41000001,53.639,0.002,2.790,55.814,
41500001,54.341,0.004,2.732,56.457,
42000001,54.637,0.003,2.820,56.738,
42500001,55.398,0.003,2.772,57.457,
43000001,56.014,0.003,2.809,58.293,
43500001,56.636,0.004,2.852,58.800,
44000001,57.220,0.003,2.883,59.606,
44500001,57.792,0.003,2.903,60.129,
45000001,58.598,0.003,2.913,60.879,
45500001,59.220,0.003,2.912,61.842,
46000001,60.058,0.002,3.028,62.231,
46500001,60.382,0.003,2.983,62.868,
47000001,61.059,0.003,2.983,63.685,
47500001,61.777,0.004,3.008,64.264,
48000001,62.435,0.003,3.112,64.993,
48500001,63.015,0.003,3.064,65.573,
49000001,63.875,0.003,3.100,66.171,
49500001,65.082,0.003,3.128,67.100,
