device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1,1,1,24,126.721,17.677,0.002,8.039,13.592,5.199
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,2,1,1,24,125.405,17.663,0.002,6.569,6.947,4.277
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,4,1,1,24,123.05,17.383,0.002,5.609,3.724,3.92
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,8,1,1,24,121.984,17.3,0.003,5.043,2.128,3.695
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,16,1,1,24,121.53,17.411,0.002,4.741,1.769,3.565
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,32,1,1,24,121.353,17.281,0.002,4.549,1.194,3.574
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,64,1,1,24,121.464,17.421,0.002,4.454,1.035,3.601
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,128,1,1,24,121.702,17.449,0.002,4.465,1.015,3.581
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,256,1,1,24,121.759,17.514,0.002,4.495,0.98,3.599
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,512,1,1,24,121.296,17.349,0.002,4.534,0.973,3.559
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1024,1,1,24,121.221,17.349,0.002,4.585,0.922,3.644
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1,1,1,24,126.604,17.533,0.003,8.033,13.355,4.96
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,2,1,1,24,124.755,17.305,0.002,6.563,6.793,4.192
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,4,1,1,24,122.672,17.124,0.003,5.61,3.682,3.802
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,8,1,1,24,121.563,17.094,0.002,5.051,1.973,3.61
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,16,1,1,24,121.28,17.055,0.002,4.733,1.315,3.603
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,32,1,1,24,121.025,17.086,0.002,4.525,1.048,3.482
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,64,1,1,24,120.888,17.047,0.003,4.515,0.918,3.476
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,128,1,1,24,121.056,17.221,0.003,4.443,0.909,3.493
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,256,1,1,24,121.293,17.078,0.001,4.525,0.813,3.472
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,512,1,1,24,121.544,17.055,0.002,4.513,0.811,3.483
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1024,1,1,24,120.911,17.094,0.003,4.687,0.916,3.507
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1,1,1,24,127.945,17.929,0.003,8.04,13.406,5.199
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,2,1,1,24,124.684,17.563,0.002,6.566,6.945,4.445
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,4,1,1,24,123.202,17.482,0.001,5.627,3.688,4.042
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,8,1,1,24,121.969,17.343,0.002,5.078,2.011,3.858
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,16,1,1,24,121.733,17.243,0.002,4.715,1.321,3.661
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,32,1,1,24,121.192,17.244,0.003,4.571,1.077,3.691
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,64,1,1,24,121.562,17.464,0.002,4.487,0.942,3.666
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,128,1,1,24,121.366,17.276,0.002,4.568,0.949,3.652
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,256,1,1,24,121.444,17.249,0.002,4.498,0.868,3.659
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,512,1,1,24,121.237,17.371,0.002,4.537,0.854,3.668
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1024,1,1,24,121.324,17.314,0.003,4.608,0.834,3.667
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1,1,1,24,127.582,17.711,0.002,8.106,13.551,5.14
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,2,1,1,24,125.029,17.356,0.002,6.559,6.91,4.379
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,4,1,1,24,122.99,17.168,0.002,5.627,3.648,4.042
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,8,1,1,24,122.122,17.122,0.002,5.065,2.02,3.755
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,16,1,1,24,121.542,17.099,0.002,4.765,1.338,3.624
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,32,1,1,24,121.643,17.081,0.002,4.534,1.087,3.627
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,64,1,1,24,121.386,17.064,0.002,4.484,1.008,3.633
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,128,1,1,24,121.678,17.065,0.002,4.475,0.891,3.634
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,256,1,1,24,121.439,17.063,0.002,4.475,0.857,3.621
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,512,1,1,24,121.367,17.098,0.002,4.521,0.832,3.613
Tesla K20Xm,Reduction,ONE_D,1.57286e+06,1024,1,1,24,121.382,17.084,0.002,4.593,0.856,3.611
