device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1,1,1,11,61.247,8.818,0.001,15971.8,3.321,0.198
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,2,1,1,11,60.523,8.83,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,4,1,1,11,60.53,8.847,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,8,1,1,11,60.554,8.596,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,16,1,1,11,60.563,8.794,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,32,1,1,11,60.309,8.844,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,64,1,1,11,60.367,8.92,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,128,1,1,11,60.643,8.788,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,256,1,1,11,60.686,8.772,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,512,1,1,11,60.451,8.812,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1024,1,1,11,60.464,8.736,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1,1,1,11,60.696,17.741,0.001,15993,3.38,0.217
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,2,1,1,11,60.366,17.604,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,4,1,1,11,60.223,17.693,0.002,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,8,1,1,11,60.318,17.62,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,16,1,1,11,60.292,17.651,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,32,1,1,11,60.156,17.624,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,64,1,1,11,60.185,17.638,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,128,1,1,11,60.411,17.621,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,256,1,1,11,60.222,17.614,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,512,1,1,11,60.259,17.608,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1024,1,1,11,60.151,17.669,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1,1,1,11,60.816,8.964,0.001,15964.3,3.202,0.198
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,2,1,1,11,60.623,8.953,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,4,1,1,11,60.415,8.904,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,8,1,1,11,60.414,8.877,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,16,1,1,11,60.341,8.947,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,32,1,1,11,60.384,8.862,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,64,1,1,11,60.388,8.649,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,128,1,1,11,60.422,8.904,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,256,1,1,11,60.457,8.911,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,512,1,1,11,60.345,8.984,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1024,1,1,11,60.322,8.874,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1,1,1,11,61.16,8.96,0.002,15964.3,3.189,0.195
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,2,1,1,11,60.857,8.845,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,4,1,1,11,60.284,8.865,0.002,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,8,1,1,11,60.826,8.714,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,16,1,1,11,60.521,8.812,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,32,1,1,11,60.359,8.924,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,64,1,1,11,60.393,8.826,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,128,1,1,11,60.92,8.865,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,256,1,1,11,60.966,8.936,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,512,1,1,11,60.492,8.83,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1773,1773,64,64,1024,1,1,11,60.318,8.91,0.001,-1,-1,-1
