device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,124.703,27.041,0.004,375.761,0,1.578
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,122.751,26.784,0.004,319.453,0,2.328
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,126.521,27.003,0.003,292.036,0.001,2.007
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,126.639,26.888,0.004,279.264,0.001,2.028
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,126.982,27.064,0.004,272.647,0,2.055
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,128.386,27.15,0.004,271.305,0,2.022
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,126.51,27,0.004,269.509,0,2.047
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,126.514,26.965,0.004,269.187,0.001,2.033
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,126.831,27.07,0.004,269.655,0.001,2.038
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,512,1,1,8,126.499,26.969,0.004,269.705,0,2.075
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,1024,1,1,8,126.444,27.023,0.004,270.747,0.001,2.01
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,126.241,52.668,0.004,460.574,0.001,1.275
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,124.821,52.787,0.005,402.93,0.001,1.915
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,127.68,52.545,0.004,376.812,0.001,1.695
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,128.206,52.804,0.004,363.299,0.001,1.679
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,127.684,52.743,0.004,357.006,0.001,1.694
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,127.859,52.703,0.004,354.517,0.001,1.687
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,127.783,52.69,0.004,354.287,0.001,1.691
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,127.56,52.761,0.004,353.119,0.001,1.694
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,127.924,52.737,0.005,353.221,0.001,1.688
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,512,1,1,8,127.835,52.821,0.004,353.53,0.001,1.69
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,1024,1,1,8,127.637,52.972,0.004,355.153,0.001,1.692
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,125.114,27.095,0.002,378.121,0.001,1.504
Tesla K20Xm,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,123.894,27.043,0.003,321.289,0.001,2.134
