device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.06,11.404,0.001,5.409,8.988,3.513
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,2,1,1,16,82.085,10.701,0.001,4.46,4.444,2.961
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.03,10.598,0.001,3.809,2.327,2.703
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.833,10.657,0.002,3.437,1.45,2.572
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.587,10.736,0.001,3.219,1.023,2.514
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.819,11.408,0.001,3.085,0.865,2.513
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.701,10.75,0.001,3.045,0.776,2.502
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.727,10.88,0.001,3.038,0.74,2.549
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.829,10.96,0.001,3.059,0.734,2.519
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.631,10.84,0.001,3.081,0.729,2.547
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.541,10.835,0.002,3.151,0.726,2.509
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.037,11.3,0.002,5.403,8.897,3.378
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,2,1,1,16,81.41,10.936,0.002,4.426,4.486,2.858
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,4,1,1,16,80.751,10.791,0.001,3.831,2.323,2.599
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.333,10.773,0.001,3.446,1.393,2.47
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.311,10.834,0.001,3.244,1.071,2.419
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.9,10.877,0.001,3.123,0.878,2.42
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.796,10.795,0.001,3.045,0.801,2.412
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.211,10.885,0.001,3.062,0.777,2.405
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.246,10.784,0.002,3.053,0.742,2.411
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.249,10.866,0.001,3.1,0.745,2.405
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.382,10.812,0.002,3.127,0.746,2.408
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.466,11.596,0.002,5.433,8.981,3.469
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,2,1,1,16,81.8,10.67,0.002,4.456,4.567,2.961
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,4,1,1,16,80.941,10.55,0.001,3.805,2.508,2.653
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.834,10.824,0.001,3.451,1.417,2.57
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.698,10.899,0.001,3.206,1.026,2.539
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.617,10.941,0.001,3.101,0.846,2.463
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.596,10.931,0.001,3.044,0.774,2.466
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.639,10.959,0.001,3.07,0.755,2.459
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.689,11.105,0,3.069,0.732,2.508
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,512,1,1,16,81.473,11.002,0.001,3.08,0.736,2.477
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.617,10.98,0,3.155,0.741,2.466
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.071,11.381,0.001,5.424,8.952,3.494
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,2,1,1,16,82.221,11.157,0.001,4.46,4.563,3.005
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.667,10.625,0.001,3.811,2.368,2.699
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.879,10.576,0.001,3.43,1.41,2.557
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.745,10.744,0.001,3.222,1.015,2.498
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.865,10.765,0.001,3.117,0.857,2.51
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.626,10.781,0.001,3.064,0.781,2.502
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.869,10.761,0.001,3.043,0.756,2.505
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.603,10.799,0.002,3.057,0.707,2.498
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,512,1,1,16,81.277,10.761,0.001,3.076,0.732,2.509
Tesla K20Xm,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.611,10.771,0.001,3.147,0.737,2.507
