device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,619.24,129.278,0.004,1876.56,0,3.169
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,617.681,129.199,0.004,1596.83,0,3.181
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,617.805,129.196,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,618.104,129.166,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,618.657,129.374,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,635.247,129.152,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,618.362,129.36,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,617.863,129.413,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,617.921,129.281,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,618.922,129.094,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,618.276,129.354,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,626.041,128.947,0.003,1875.22,0,3.227
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,617.745,128.761,0.003,1594.73,0,3.197
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,616.915,128.852,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,616.876,128.764,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,620.96,129.025,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,617.629,128.816,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,625.952,128.839,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,616.876,128.694,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,617.428,129.005,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,621.154,128.926,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,622.303,132.86,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,619.203,128.597,0.004,1866.01,0.001,3.273
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,617.548,129.173,0.004,1585.33,0.001,3.178
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,618.759,128.651,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,617.493,128.483,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,624.737,128.556,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,630.035,129.242,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,625.427,128.686,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,618.134,128.443,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,616.847,128.618,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,616.84,128.363,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,626.467,128.617,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,618.58,127.606,0.003,1847.51,0,3.261
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,616.663,127.271,0.004,1568.23,0.002,3.196
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,617.747,128.502,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,616.874,127.316,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,617.638,127.355,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,617.011,127.533,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,616.859,127.656,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,617.494,128.046,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,619.324,127.358,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,627.994,127.388,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,616.804,127.415,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,621.563,128.016,0.003,1853.75,0,3.181
