device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,104857,1,1,1,7,56.995,3.588,0.002,4.623,0.862,0.158
Tesla K20Xm,Uux3a,ONE_D,104857,2,1,1,7,54.406,3.365,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,4,1,1,7,54.512,3.451,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,8,1,1,7,54.453,3.376,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,16,1,1,7,54.502,3.364,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,32,1,1,7,54.417,3.37,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,64,1,1,7,54.626,3.377,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,128,1,1,7,54.524,3.36,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,256,1,1,7,54.439,3.365,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,512,1,1,7,54.793,3.443,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1024,1,1,7,48.57,2.852,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1,1,1,7,44.058,5.993,0.001,4.655,0.806,0.139
Tesla K20Xm,Uux3a,ONE_D,104857,2,1,1,7,40.84,5.793,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,4,1,1,7,40.91,5.773,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,8,1,1,7,40.882,5.768,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,16,1,1,7,40.878,5.772,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,32,1,1,7,40.903,5.762,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,64,1,1,7,40.926,5.77,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,128,1,1,7,40.911,5.755,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,256,1,1,7,40.858,5.773,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,512,1,1,7,40.853,5.743,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1024,1,1,7,40.828,5.752,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1,1,1,7,43.317,5.99,0.001,4.654,0.78,0.141
Tesla K20Xm,Uux3a,ONE_D,104857,2,1,1,7,40.847,5.773,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,4,1,1,7,40.841,5.766,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,8,1,1,7,40.82,5.771,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,16,1,1,7,40.842,5.767,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,32,1,1,7,40.833,5.786,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,64,1,1,7,40.829,5.78,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,128,1,1,7,40.849,5.778,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,256,1,1,7,40.895,5.768,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,512,1,1,7,40.846,5.787,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1024,1,1,7,40.848,5.793,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1,1,1,7,42.989,5.844,0,4.631,0.719,0.137
Tesla K20Xm,Uux3a,ONE_D,104857,2,1,1,7,41.29,5.909,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,4,1,1,7,41.067,5.831,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,8,1,1,7,41.406,5.77,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,16,1,1,7,40.845,5.779,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,32,1,1,7,40.976,5.763,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,64,1,1,7,40.908,5.803,0.001,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,128,1,1,7,40.84,5.782,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,256,1,1,7,40.852,5.798,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,512,1,1,7,40.835,5.797,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1024,1,1,7,40.878,5.788,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,1,1,1,7,42.146,5.953,0.001,4.616,0.456,0.138
Tesla K20Xm,Uux3a,ONE_D,104857,2,1,1,7,40.861,5.797,0,-1,-1,-1
Tesla K20Xm,Uux3a,ONE_D,104857,4,1,1,7,40.842,5.742,0,-1,-1,-1
