device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5634.86,586.297,0.004,30.385,0.004,2.292
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5630.27,586.178,0.003,15.386,0.004,2.194
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5630.23,586.288,0.002,7.813,0.003,2.203
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,8,1,1,840,5635.99,586.368,0.003,4.045,0.004,2.257
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,16,1,1,840,5639.61,586.278,0.003,2.17,0.003,2.256
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,32,1,1,840,5629.77,586.116,0.003,1.229,0.003,2.315
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,64,1,1,840,5630.89,586.633,0.002,0.776,0.003,2.294
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,128,1,1,840,5631.2,586.795,0.003,0.524,0.002,2.3
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,256,1,1,840,5629.81,586.876,0.004,0.403,0.003,2.236
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,512,1,1,840,5630.23,585.93,0.003,0.42,0.003,2.399
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1024,1,1,840,5630.34,586.178,0.003,0.434,0.002,2.295
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5638.53,589.891,0.003,30.39,0.003,2.401
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5648.91,590.439,0.003,15.358,0.003,2.428
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5634.92,589.221,0.003,7.834,0.003,2.31
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,8,1,1,840,5636.16,589.43,0.003,4.071,0.004,2.347
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,16,1,1,840,5634.48,589.481,0.003,2.193,0.004,2.302
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,32,1,1,840,5634.9,589.662,0.003,1.225,0.003,2.333
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,64,1,1,840,5635.15,589.936,0.003,0.822,0.004,2.312
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,128,1,1,840,5634.91,589.183,0.003,0.522,0.004,2.292
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,256,1,1,840,5636.64,590.393,0.003,0.425,0.004,2.298
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,512,1,1,840,5647.79,590.27,0.003,0.422,0.003,2.288
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1024,1,1,840,5634.71,587.067,0.004,0.417,0.003,2.259
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5643.73,587.792,0.003,30.387,0.004,2.325
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5630.78,587.885,0.003,15.358,0.004,2.34
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5631.09,587.163,0.002,7.832,0.003,2.261
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,8,1,1,840,5630.76,587.644,0.003,4.075,0.004,2.362
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,16,1,1,840,5630.52,587.337,0.002,2.189,0.003,2.353
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,32,1,1,840,5629.93,587.485,0.003,1.225,0.003,2.409
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,64,1,1,840,5631.24,587.152,0.003,0.755,0.003,2.379
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,128,1,1,840,5631.52,587.687,0.003,0.521,0.004,2.414
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,256,1,1,840,5646.52,587.944,0.004,0.47,0.003,2.278
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,512,1,1,840,5630.6,588.003,0.004,0.391,0.004,2.347
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1024,1,1,840,5630.2,587.158,0.003,0.441,0.003,2.345
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5636.61,285.91,0.003,30.403,0.003,2.41
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5634.78,285.783,0.003,15.332,0.003,2.419
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5635.96,285.804,0.002,7.826,0.002,2.368
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,8,1,1,840,5634.35,286.012,0.002,4.038,0.003,2.392
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,16,1,1,840,5636.13,286.119,0.002,2.164,0.004,2.404
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,32,1,1,840,5635.01,285.778,0.002,1.224,0.002,2.425
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,64,1,1,840,5639.22,285.876,0.003,0.777,0.002,2.396
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,128,1,1,840,5643.28,285.753,0.002,0.517,0.003,2.496
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,256,1,1,840,5635.88,285.709,0.003,0.423,0.002,2.359
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,512,1,1,840,5634.83,285.834,0.003,0.39,0.002,2.443
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1024,1,1,840,5636.53,285.75,0.003,0.41,0.002,2.42
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5635.82,588.805,0.004,30.386,0.003,2.32
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5634.1,588.388,0.002,15.359,0.003,2.411
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5632.69,588.335,0.003,7.808,0.003,2.314
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,8,1,1,840,5634.08,588.144,0.003,4.047,0.003,2.395
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,16,1,1,840,5633.88,588.43,0.003,2.165,0.004,2.319
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,32,1,1,840,5634.01,588.161,0.003,1.231,0.003,2.392
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,64,1,1,840,5637.77,593.529,0.002,0.768,0.003,2.296
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,128,1,1,840,5633.06,589.036,0.003,0.517,0.003,2.43
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,256,1,1,840,5633.14,589.037,0.004,0.402,0.003,2.413
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,512,1,1,840,5633.4,588.384,0.004,0.393,0.003,2.408
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1024,1,1,840,5633.89,588.11,0.004,0.441,0.003,2.398
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5639.34,587.944,0.004,30.386,0.003,2.288
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,2,1,1,840,5635.39,589.989,0.004,15.362,0.003,2.397
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,4,1,1,840,5636.16,589.435,0.004,7.811,0.004,2.365
