nVectors,memcpyOut,plan,execu,memcpyIn
2,0.009,0.073,0.001,0.000,
100000,0.981,15.408,3.577,2.177,
200000,4.319,24.981,3.000,2.200,
300000,2.459,38.356,4.508,4.901,
400000,3.316,41.165,4.322,3.628,
500000,3.810,2.465,7.425,4.542,
600000,5.355,57.895,5.786,5.290,
700000,4.787,52.269,6.633,5.774,
800000,6.226,61.335,6.383,7.731,
900000,8.324,86.262,7.763,11.690,
1000000,12.723,4.939,15.647,10.344,
1100000,11.681,87.833,11.086,9.331,
1200000,8.934,104.989,10.315,13.109,
1300000,11.004,86.482,13.481,10.625,
1400000,10.967,102.777,11.932,11.297,
1500000,11.749,114.202,12.515,12.147,
1600000,12.497,113.353,10.714,16.215,
1700000,13.903,1780.311,19.083,16.496,
1800000,14.137,144.023,10.557,11.877,
1900000,16.279,1748.766,18.453,15.936,
2000000,15.503,137.766,13.301,11.697,
2100000,17.914,170.509,23.046,19.493,
2200000,17.714,142.660,21.564,19.394,
2300000,18.313,1748.952,35.562,18.735,
2400000,18.706,170.033,22.290,19.188,
2500000,19.533,149.413,25.378,22.889,
2600000,20.628,166.633,27.507,25.077,
2700000,21.214,204.028,32.886,22.800,
2800000,21.923,183.691,33.859,22.731,
2900000,22.682,1745.057,36.064,24.826,
3000000,23.671,201.813,24.835,28.144,
3100000,24.427,1752.008,33.909,24.782,
3200000,25.059,206.975,37.158,27.406,
3300000,25.829,218.914,47.532,27.928,
3400000,26.907,2425.138,45.795,27.313,
3500000,27.538,215.473,35.228,28.416,
3600000,28.250,260.122,37.508,28.791,
3700000,28.892,1939.172,61.923,29.426,
3800000,30.060,2448.767,60.660,30.884,
3900000,30.876,250.584,62.504,31.434,
4000000,31.430,246.943,38.541,32.411,
4100000,32.461,1820.943,64.614,60.868,
4200000,33.078,296.511,67.372,34.067,
4300000,34.100,1825.893,70.035,34.346,
4400000,34.912,276.696,53.686,35.100,
4500000,35.775,11.081,32.146,35.906,
4600000,35.996,2327.714,73.165,36.604,
4700000,37.552,1660.433,84.382,38.276,
4800000,38.423,329.697,50.360,38.726,
4900000,38.882,307.536,67.077,41.388,
5000000,39.671,310.898,69.071,39.597,
5100000,40.632,4551.937,82.610,41.615,
5200000,41.202,320.834,63.457,41.889,
5300000,42.145,1946.263,89.154,47.520,
5400000,42.780,376.351,71.274,48.935,
5500000,44.143,332.375,68.175,44.087,
5600000,44.450,353.573,68.970,44.790,
5700000,45.059,4587.454,98.982,46.115,
5800000,45.747,2407.695,82.012,48.680,
5900000,46.544,1731.060,90.843,46.910,
6000000,47.613,390.071,99.577,49.053,
6100000,48.188,1933.117,106.542,51.620,
6200000,49.000,2424.194,113.065,51.557,
6300000,49.613,415.221,83.280,50.013,
6400000,50.923,396.819,86.709,51.528,
6500000,51.938,382.201,82.365,52.007,
6600000,52.039,440.737,124.586,54.189,
6700000,52.574,1939.572,119.553,58.446,
6800000,53.820,3224.940,86.022,57.168,
6900000,54.481,4628.372,136.326,55.116,
7000000,55.090,439.466,76.597,62.122,
7100000,55.499,1998.644,118.795,59.774,
7200000,57.887,505.829,94.872,61.208,
7300000,57.381,1995.693,130.292,62.598,
7400000,58.079,2709.988,136.511,64.304,
7500000,58.409,474.572,89.185,59.738,
7600000,59.306,3271.071,116.570,63.542,
7700000,60.069,469.799,95.284,61.557,
7800000,60.318,510.023,169.006,62.289,
7900000,60.909,2034.461,140.265,62.903,
8000000,61.110,460.444,137.696,63.544,
8100000,62.108,537.500,114.099,67.024,
8200000,63.069,2779.067,172.431,70.571,
8300000,63.257,1849.925,150.027,66.171,
8400000,63.891,553.152,113.749,69.711,
8500000,64.956,2452.043,138.694,71.671,
8600000,66.503,2799.577,166.384,67.730,
8700000,66.495,4765.771,188.128,70.061,
8800000,67.398,541.735,117.327,71.226,
8900000,68.281,2087.343,180.033,74.651,
9000000,69.430,15.653,85.793,71.075,
9100000,70.491,548.171,133.315,74.325,
9200000,71.246,3377.908,167.816,72.958,
9300000,72.411,4797.615,243.965,73.695,
9400000,73.019,2583.389,167.822,77.883,
9500000,75.089,2507.555,138.974,77.762,
9600000,75.485,625.213,132.570,80.685,
9700000,77.820,2148.770,183.764,77.661,
9800000,76.965,613.807,171.077,82.695,
9900000,77.684,634.765,123.977,83.497,
10000000,79.183,604.288,139.624,83.251,
2,0.001,0.024,0.001,0.000,
100000,0.514,6.143,0.985,0.563,
200000,1.054,11.517,1.852,0.878,
300000,1.410,17.374,2.698,1.471,
400000,1.894,23.344,3.052,2.061,
500000,2.280,1.617,9.012,3.607,
600000,4.140,37.847,4.964,3.182,
700000,3.265,41.753,6.918,4.636,
800000,5.727,49.830,6.831,4.222,
900000,3.878,48.405,7.160,5.888,
1000000,5.964,2.226,10.701,5.435,
1100000,4.695,58.671,11.994,7.151,
1200000,5.103,64.407,8.494,8.322,
1300000,6.372,69.139,11.824,8.576,
1400000,6.143,75.931,11.759,11.149,
1500000,11.755,85.213,12.872,14.587,
1600000,12.191,91.970,13.255,15.835,
1700000,13.669,101.544,24.115,14.522,
1800000,14.339,106.318,11.703,16.335,
1900000,16.136,115.007,20.625,17.204,
2000000,15.994,114.755,15.778,18.967,
2100000,17.115,127.177,23.285,17.665,
2200000,17.430,117.752,23.056,20.639,
2300000,18.256,124.995,33.927,22.275,
2400000,18.718,127.576,21.657,22.366,
2500000,19.398,132.902,23.784,19.760,
2600000,20.649,138.077,24.002,23.383,
2700000,21.186,151.815,30.209,24.352,
2800000,22.069,156.535,27.049,25.440,
2900000,22.630,164.873,40.254,24.564,
3000000,23.686,166.696,31.444,26.454,
3100000,24.467,176.403,49.897,25.075,
3200000,25.209,178.889,36.783,26.194,
3300000,25.811,188.516,46.265,28.185,
3400000,26.827,192.507,48.050,27.376,
3500000,27.522,195.616,39.020,28.000,
3600000,28.254,203.950,36.082,28.926,
3700000,28.857,210.246,62.965,29.658,
3800000,30.129,216.085,43.216,35.030,
3900000,30.845,220.975,51.120,36.330,
4000000,31.425,221.783,37.298,33.677,
4100000,32.297,232.983,68.074,34.761,
4200000,33.085,241.015,73.739,33.699,
4300000,34.128,243.447,75.344,34.549,
4400000,35.406,245.671,49.995,35.039,
4500000,35.707,4.876,36.503,37.152,
4600000,36.024,259.997,64.702,38.502,
4700000,37.679,266.092,68.699,39.533,
4800000,38.330,267.153,47.842,38.745,
4900000,39.131,281.773,80.753,39.531,
5000000,39.801,283.345,56.040,41.693,
5100000,40.756,292.978,75.930,42.808,
5200000,41.463,289.626,62.036,42.079,
5300000,42.182,300.045,88.700,48.612,
5400000,42.858,303.270,68.095,43.645,
5500000,44.314,311.376,71.820,44.672,
5600000,44.649,311.885,61.399,47.061,
5700000,45.491,327.123,91.532,48.987,
5800000,46.010,328.736,84.430,49.208,
5900000,46.828,333.168,100.199,47.998,
6000000,48.765,337.853,88.477,48.221,
6100000,48.530,345.715,108.071,53.160,
6200000,49.481,351.346,93.175,52.822,
6300000,49.880,352.257,90.369,52.879,
6400000,51.142,355.787,79.723,53.842,
6500000,51.872,361.914,88.520,54.147,
6600000,52.379,378.165,157.167,52.570,
6700000,53.083,379.197,110.675,55.651,
6800000,54.047,383.814,111.850,58.400,
6900000,55.546,397.414,114.892,58.070,
7000000,55.467,395.400,88.608,60.871,
7100000,56.156,401.231,119.686,56.939,
7200000,57.330,407.690,95.196,61.512,
7300000,57.835,412.374,125.025,62.618,
7400000,58.745,417.993,130.548,63.179,
7500000,59.477,424.167,95.478,60.105,
7600000,60.281,428.747,130.831,60.957,
7700000,60.842,434.367,111.555,64.430,
7800000,61.479,448.689,136.591,64.823,
7900000,62.006,446.172,142.822,63.525,
8000000,62.515,430.238,149.200,66.878,
8100000,63.929,457.802,99.468,68.368,
8200000,64.145,463.161,160.681,70.448,
8300000,64.510,468.359,153.118,69.343,
8400000,65.328,473.495,109.909,67.556,
8500000,66.259,479.782,141.422,69.375,
8600000,66.657,486.633,153.427,73.365,
8700000,67.570,505.600,155.256,72.293,
8800000,68.519,496.652,123.384,71.485,
8900000,69.456,502.793,177.796,72.043,
9000000,69.667,5.336,92.786,71.506,
9100000,69.937,513.049,114.075,77.227,
9200000,70.973,519.773,164.977,73.268,
9300000,70.977,540.703,209.058,73.566,
9400000,71.620,531.545,206.477,74.723,
9500000,73.618,536.002,157.616,77.301,
9600000,74.325,542.085,121.813,79.905,
9700000,75.394,547.330,171.392,79.502,
9800000,77.067,570.194,207.667,80.692,
9900000,76.894,559.670,141.756,80.148,
10000000,78.848,564.037,134.133,81.684,
2,0.001,0.023,0.000,0.000,
100000,0.517,6.118,1.044,0.555,
200000,0.949,11.028,1.641,0.836,
300000,1.358,16.499,2.233,1.377,
400000,1.834,22.561,4.254,2.091,
500000,2.470,1.623,8.044,3.155,
600000,3.333,36.547,5.380,3.129,
700000,2.985,40.360,4.230,3.931,
800000,3.855,49.236,5.660,4.421,
900000,4.005,51.821,6.556,5.108,
1000000,4.690,2.368,14.335,8.193,
1100000,6.253,63.006,9.300,6.737,
1200000,8.153,64.975,8.267,6.274,
1300000,5.974,76.371,12.687,8.491,
