nVectors,memcpyOut,plan,execu,memcpyIn
1,10.257,175.240,0.957,0.142,
1,0.351,0.412,0.621,0.086,
1,0.357,0.420,0.382,0.122,
1,0.487,0.822,0.329,0.099,
1,0.407,0.339,0.321,0.165,
1,0.374,0.311,0.337,0.112,
1,0.434,0.320,0.317,0.101,
1,0.285,0.414,0.313,0.066,
1,0.301,0.392,0.305,0.078,
1,0.248,0.388,0.327,0.112,
1,0.422,0.306,0.296,0.059,
1,0.149,0.275,0.295,0.079,
1,0.205,0.295,0.373,0.060,
1,0.313,0.297,0.311,0.046,
1,0.155,0.341,0.277,0.070,
1,0.204,0.299,0.319,0.053,
1,0.232,0.298,0.357,0.039,
1,0.229,0.320,0.306,0.040,
1,0.199,0.472,0.292,0.085,
1,0.193,0.471,0.285,0.085,
1,0.157,0.345,0.254,0.073,
1,0.220,0.302,0.357,0.042,
1,0.175,0.290,0.296,0.091,
1,0.178,0.275,0.263,0.076,
1,0.210,0.311,0.357,0.076,
1,0.259,0.274,0.360,0.045,
1,0.223,0.291,0.321,0.073,
1,0.207,0.383,0.290,0.073,
1,0.244,0.328,0.323,0.046,
1,0.259,0.279,0.359,0.081,
1,0.243,0.339,0.304,0.042,
1,0.144,0.306,0.294,0.071,
1,0.211,0.295,0.314,0.038,
1,0.213,0.312,0.301,0.049,
1,0.154,0.277,0.304,0.039,
1,0.147,0.270,0.314,0.043,
1,0.145,0.328,0.276,0.040,
1,0.160,0.264,0.321,0.075,
1,0.209,0.290,0.362,0.043,
1,0.211,0.302,0.301,0.040,
1,0.152,0.271,0.309,0.038,
1,0.223,0.320,0.327,0.043,
1,0.213,0.296,0.300,0.041,
1,0.212,0.296,0.318,0.043,
1,0.154,0.269,0.312,0.055,
1,0.213,0.297,0.309,0.055,
1,0.151,0.279,0.304,0.054,
1,0.149,0.271,0.307,0.052,
1,0.150,0.289,0.309,0.041,
1,0.151,0.277,0.301,0.053,
1,0.154,0.274,0.305,0.039,
1,0.210,0.324,0.316,0.055,
1,0.209,0.301,0.303,0.040,
1,0.215,0.294,0.318,0.057,
1,0.151,0.276,0.310,0.054,
1,0.216,0.297,0.311,0.041,
1,0.204,0.296,0.308,0.040,
1,0.143,0.339,0.279,0.051,
1,0.214,0.307,0.304,0.048,
1,0.146,0.338,0.281,0.043,
1,0.211,0.300,0.316,0.051,
1,0.146,0.272,0.309,0.041,
1,0.150,0.332,0.276,0.049,
1,0.145,0.293,0.289,0.044,
1,0.215,0.300,0.311,0.075,
1,0.152,0.297,0.327,0.048,
1,0.214,0.303,0.331,0.074,
1,0.157,0.371,0.286,0.098,
1,0.301,0.309,0.311,0.044,
1,0.147,0.333,0.276,0.039,
1,0.151,0.329,0.267,0.042,
1,0.218,0.293,0.307,0.040,
1,0.205,0.299,0.314,0.051,
1,0.218,0.296,0.333,0.048,
1,0.145,0.332,0.277,0.057,
1,0.156,0.297,0.272,0.056,
1,0.222,0.297,0.304,0.039,
1,0.213,0.297,0.310,0.042,
1,0.146,0.281,0.298,0.039,
1,0.145,0.268,0.308,0.055,
1,0.212,0.293,0.311,0.040,
1,0.212,0.302,0.308,0.042,
1,0.146,0.269,0.304,0.057,
1,0.251,0.301,0.317,0.045,
1,0.155,0.276,0.312,0.050,
1,0.145,0.287,0.315,0.044,
1,0.213,0.303,0.313,0.039,
1,0.211,0.365,0.277,0.050,
1,0.145,0.276,0.299,0.054,
1,0.205,0.307,0.303,0.042,
1,0.215,0.300,0.312,0.073,
1,0.151,0.338,0.279,0.076,
1,0.206,0.310,0.297,0.042,
1,0.217,0.296,0.312,0.040,
1,0.231,0.317,0.326,0.039,
1,0.159,0.329,0.297,0.057,
1,0.215,0.298,0.320,0.045,
1,0.160,0.289,0.306,0.043,
1,0.150,0.346,0.274,0.039,
1,0.142,0.269,0.304,0.080,
2,0.210,94.581,0.387,0.072,
2,0.409,0.523,0.364,0.082,
2,0.301,0.459,0.394,0.107,
2,0.349,0.501,0.310,0.074,
2,0.259,0.464,0.354,0.089,
2,0.446,0.452,0.322,0.086,
2,0.257,0.464,0.313,0.072,
2,0.188,0.455,0.321,0.079,
2,0.253,0.454,0.324,0.065,
2,0.210,0.465,0.335,0.077,
2,0.260,0.456,0.314,0.083,
2,0.206,0.450,0.319,0.077,
2,0.197,0.461,0.330,0.073,
2,0.170,0.451,0.325,0.066,
2,0.182,0.447,0.333,0.066,
2,0.185,0.441,0.336,0.073,
2,0.171,0.436,0.335,0.067,
2,0.169,0.461,0.312,0.067,
2,0.190,0.452,0.340,0.066,
2,0.261,0.462,0.314,0.070,
2,0.187,0.473,0.311,0.066,
2,0.200,0.466,0.321,0.104,
2,0.455,0.457,0.325,0.071,
2,0.244,0.457,0.322,0.068,
2,0.196,0.505,0.365,0.097,
2,0.295,0.478,0.326,0.069,
2,0.251,0.449,0.422,0.071,
2,0.271,0.445,0.274,0.063,
2,0.171,0.472,0.310,0.069,
2,0.183,0.457,0.310,0.076,
2,0.246,0.480,0.330,0.065,
2,0.234,0.462,0.356,0.072,
2,0.239,0.466,0.335,0.092,
2,0.245,0.363,0.358,0.093,
2,0.430,0.354,0.338,0.092,
2,0.228,0.358,0.328,0.097,
2,0.226,0.347,0.329,0.106,
2,0.394,0.349,0.333,0.091,
2,0.224,0.341,0.328,0.055,
2,0.170,0.354,0.360,0.053,
2,0.161,0.348,0.370,0.058,
2,0.274,0.358,0.308,0.056,
2,0.176,0.365,0.347,0.056,
2,0.277,0.366,0.301,0.057,
2,0.173,0.341,0.365,0.075,
2,0.235,0.355,0.367,0.054,
2,0.303,0.365,0.328,0.058,
2,0.173,0.373,0.359,0.055,
2,0.283,0.368,0.303,0.065,
2,0.185,0.344,0.325,0.059,
2,0.170,0.345,0.346,0.063,
2,0.189,0.342,0.354,0.070,
2,0.260,0.347,0.325,0.056,
2,0.202,0.369,0.348,0.056,
2,0.271,0.339,0.328,0.058,
2,0.170,0.358,0.316,0.057,
2,0.175,0.357,0.345,0.055,
2,0.175,0.346,0.394,0.059,
2,0.262,0.343,0.341,0.081,
2,0.252,0.363,0.316,0.058,
2,0.167,0.355,0.328,0.062,
2,0.168,0.371,0.362,0.064,
2,0.257,0.341,0.336,0.056,
2,0.175,0.359,0.319,0.075,
2,0.181,0.357,0.378,0.068,
2,0.265,0.335,0.340,0.053,
2,0.173,0.346,0.390,0.053,
2,0.282,0.339,0.342,0.053,
2,0.180,0.349,0.330,0.077,
2,0.174,0.368,0.376,0.054,
2,0.255,0.365,0.323,0.054,
2,0.166,0.401,0.292,0.058,
