nVectors,memcpyOut,plan,execu,memcpyIn
92400000,59.885,254.538,321.779,60.188
93600000,60.579,258.149,322.884,60.502
94800000,61.366,72.91,792.954,61.182
96000000,62.181,0.681,392.755,61.91
97200000,62.995,267.713,330.876,62.509
98400000,63.453,75.705,803.908,64.158
99600000,65.457,76.745,767.831,64.601
100800000,65.463,277.777,355.704,65.061
102000000,66.164,78.381,585,65.636
103200000,66.285,79.372,848.802,66.662
104400000,66.991,80.339,687.892,67.736
105600000,68.306,290.746,391.193,67.913
106800000,68.949,82.326,907.819,68.718
108000000,69.758,0.592,449.701,70.206
109200000,70.132,301.105,404.592,70.406
110400000,71.566,85.277,673.893,71.777
111600000,71.795,86.156,736.837,71.85
112800000,72.763,86.838,719.073,72.582
114000000,73.651,87.618,665.867,73.655
115200000,73.939,317.664,482.472,74.547
116400000,74.884,89.653,947.784,75.586
117600000,75.346,324.904,473.75,75.509
118800000,75.861,327.536,471.996,76.706
120000000,76.897,331.171,483.212,77.232
24,0.001,0.025,0.001,0.001
1200000,0.449,3.161,2.916,0.402
2400000,0.839,6.213,5.798,0.762
3600000,1.194,9.288,9.415,1.31
4800000,1.449,12.354,12.582,1.854
6000000,1.788,0.186,19.379,2.397
7200000,2.393,18.54,19.954,2.945
8400000,2.562,21.569,22.903,3.511
9600000,2.976,24.591,28.158,4.101
10800000,3.422,28.498,31.825,4.699
12000000,3.915,0.265,44.628,5.228
13200000,4.363,34.969,40.177,5.812
14400000,4.816,38.362,42.692,6.389
15600000,5.228,42.322,47.494,6.969
16800000,5.713,45.474,49.78,7.497
18000000,6.178,48.656,56.832,8.083
19200000,6.517,51.944,59.421,8.651
20400000,7.024,15.951,102.385,9.223
21600000,7.554,59.084,68.849,9.821
22800000,13.211,19.667,117.012,14.984
24000000,12.676,0.411,94.534,15.637
25200000,16.76,66.546,80.961,11.569
26400000,13.633,69.621,83.185,12.156
27600000,14.847,21.385,148.358,12.651
28800000,15.552,76.064,91.422,13.289
30000000,16.015,79.443,97.286,13.9
31200000,16.886,82.973,99.175,14.495
32400000,17.742,86.771,103.731,15.024
33600000,21.658,95.067,104.76,22.002
34800000,22.69,26.902,195.186,22.859
36000000,23.523,95.558,119.31,23.342
37200000,23.985,28.734,209.466,24.469
38400000,24.891,101.871,135.036,25.27
39600000,25.772,104.825,131.946,25.82
40800000,26.516,31.519,222.457,26.693
42000000,27.507,111.523,138.906,27.112
43200000,27.86,114.891,144.55,28.353
44400000,29.135,34.288,349.15,28.84
45600000,29.59,35.221,250.735,29.853
46800000,30.635,124.505,156.789,30.483
48000000,30.906,0.438,188.514,31.304
49200000,32.01,37.981,391.956,32.25
50400000,32.895,133.939,164.724,32.591
51600000,33.628,39.812,412.606,33.448
52800000,34.388,140.062,170.826,34.461
54000000,35.122,0.577,223.717,35.124
55200000,35.902,42.842,310.637,36.127
56400000,36.65,43.497,347.511,36.414
57600000,37.042,152.935,192.061,37.619
58800000,38.285,155.784,195.438,38.155
60000000,38.927,158.49,197.654,38.872
61200000,39.609,47.21,389.367,39.523
62400000,40.275,165.102,203.97,40.573
63600000,41.014,49.105,519.894,41.396
64800000,42.47,178.536,212.122,42.071
66000000,42.767,183.026,226.928,42.657
67200000,43.823,185.232,218.139,43.328
68400000,44.033,52.961,435.87,44.235
69600000,45.04,53.658,405.542,45.407
70800000,46.447,54.581,467.429,45.679
72000000,46.789,198.076,254.191,46.338
73200000,47.498,56.365,588.007,47.514
74400000,48.677,57.513,434.502,48.119
75600000,48.929,208.423,250.465,49.419
76800000,50.029,211.271,272.18,49.453
78000000,50.321,214.772,270.809,50.525
79200000,51.394,218.088,269.665,51.22
80400000,52.014,62.02,665.498,52.183
81600000,53.112,62.782,478.56,52.919
82800000,53.276,63.73,533.841,53.73
84000000,54.22,231.537,283.999,54.367
85200000,55.454,65.583,699.041,54.885
86400000,56.076,238.333,294.293,56.117
87600000,57.043,67.425,717.364,57
88800000,57.111,68.449,718.821,57.563
90000000,58.251,248.346,317.152,58.122
91200000,59.134,70.166,542.65,58.611
92400000,59.861,254.373,320.459,60.158
93600000,60.663,258.112,321.526,60.518
94800000,61.388,72.908,794.324,61.039
96000000,62.32,0.672,392.329,61.807
97200000,62.97,267.614,328.704,63.006
98400000,63.79,75.733,803.952,64.135
99600000,65.473,76.737,769.442,64.972
100800000,65.946,277.838,350.047,65.022
102000000,66.249,78.367,584.675,65.761
103200000,66.488,79.436,850.184,66.766
104400000,67.205,80.321,687.438,67.816
105600000,68.569,290.943,386.637,67.987
106800000,68.998,82.272,907.982,68.782
108000000,69.958,0.602,450.354,70.298
109200000,70.185,301.202,404.207,70.569
110400000,71.413,85.07,674.028,71.753
111600000,72.015,86.369,737.313,71.794
112800000,89.068,86.732,717.675,72.632
114000000,73.587,87.582,666.672,73.711
115200000,73.846,317.173,483.663,74.663
116400000,74.757,89.971,948.382,75.715
117600000,75.492,324.192,474.551,75.637
118800000,75.696,328.272,472.519,76.734
120000000,76.827,330.631,483.334,77.397
24,0.001,0.022,0,0
1200000,0.442,3.157,2.918,0.417
2400000,0.839,6.189,5.798,0.823
3600000,1.164,9.295,9.399,1.31
4800000,1.447,12.34,12.548,1.852
6000000,1.781,0.183,19.306,2.399
7200000,2.39,18.557,19.931,2.939
8400000,2.555,21.567,22.896,3.515
9600000,2.968,24.608,28.313,4.091
10800000,3.409,28.536,32.167,4.665
12000000,3.972,0.265,44.778,5.22
13200000,4.442,35.069,40.167,5.799
14400000,4.801,38.331,42.704,6.375
15600000,5.228,42.393,47.468,6.936
16800000,5.726,45.546,49.771,7.479
18000000,6.159,48.653,56.83,8.083
19200000,6.524,51.953,59.463,8.642
20400000,6.973,15.949,101.461,9.199
21600000,7.499,59.107,68.825,9.796
22800000,13.06,19.465,116.913,15.028
24000000,12.701,0.412,94.774,15.633
25200000,16.815,66.477,80.963,11.547
26400000,13.605,69.607,83.217,12.139
27600000,14.709,21.364,147.984,12.643
28800000,15.521,75.969,91.731,13.326
30000000,16.058,79.777,97.402,13.91
31200000,16.903,82.966,99.185,14.511
32400000,17.778,86.794,103.788,15.009
33600000,21.707,95.088,104.708,21.96
34800000,22.617,26.919,194.619,22.832
36000000,23.497,95.559,119.433,23.364
37200000,23.968,28.76,209.7,24.432
38400000,24.914,101.915,135.217,25.441
39600000,25.861,105.233,131.991,25.854
40800000,26.524,31.516,222.467,26.663
42000000,27.507,111.443,138.994,27.096
43200000,27.932,114.447,144.243,28.187
44400000,29.128,34.327,348.913,28.833
45600000,29.583,35.177,250.492,30.087
46800000,30.623,124.899,156.903,30.46
48000000,30.965,0.443,188.567,31.209
49200000,31.911,37.97,391.325,32.175
50400000,32.863,134.051,164.615,32.613
51600000,33.691,40.134,412.964,33.702
52800000,34.427,140.603,170.792,34.459
54000000,35.09,0.578,223.183,35.021
55200000,35.765,42.567,310.003,35.856
56400000,36.561,43.529,347.045,36.377
57600000,37.094,152.97,192.2,37.68
58800000,38.641,156.09,195.469,38.19
60000000,39.049,158.538,197.614,38.91
61200000,39.628,47.241,388.387,39.495
62400000,40.222,165.127,203.98,40.54
63600000,40.986,49.077,520.27,41.348
64800000,42.355,178.656,211.977,42.065
66000000,42.764,182.282,226.564,42.637
67200000,43.833,185.167,218.168,43.364
68400000,44.027,53.324,435.71,44.206
69600000,44.962,53.681,405.03,45.425
70800000,46.134,54.558,466.972,45.685
72000000,46.779,198.086,255.095,46.414
73200000,47.49,56.39,587.521,47.504
74400000,48.323,57.294,434.327,48.138
75600000,48.847,208.44,250.762,49.73
76800000,49.866,211.498,272.248,49.359
78000000,50.335,214.755,269.984,50.573
79200000,51.373,218.512,270.515,51.183
80400000,52.089,62.043,665.374,51.968
81600000,52.788,62.748,478.035,52.864
82800000,53.266,63.726,533.347,53.921
84000000,54.51,231.469,284.062,54.447
85200000,55.362,65.551,697.99,54.951
86400000,55.863,238.363,295.647,56.208
87600000,57.03,67.445,716.533,56.745
88800000,57.195,68.462,718.944,57.584
90000000,58.351,248.856,318.145,58.178
91200000,59.092,70.158,541.597,58.625
92400000,59.788,254.45,321.823,60.299
93600000,60.665,258.053,325.134,60.507
94800000,61.382,72.955,792.637,61.14
96000000,62.116,0.673,392.89,61.908
97200000,62.853,267.565,329.467,62.69
98400000,63.43,75.806,804.665,64.237
99600000,65.59,76.745,767.962,64.468
100800000,65.406,277.87,356.413,64.961
102000000,66.172,78.447,585.2,65.583
103200000,66.316,79.429,849.174,66.733
104400000,67.168,80.299,688.197,67.691
105600000,68.379,290.815,391.083,67.895
106800000,69.037,82.299,908.176,68.64
108000000,69.902,0.603,450.039,70.131
109200000,70.255,301.063,401.535,70.413
110400000,71.673,85.403,674.044,71.678
111600000,72.052,86.185,736.744,71.631
112800000,73.034,86.762,719.08,72.619
114000000,73.977,87.609,666.021,73.541
115200000,74.725,317.581,484.807,74.448
116400000,75.264,89.641,947.095,75.543
117600000,75.913,324.844,477.046,75.415
118800000,76.355,327.465,472.687,76.824
120000000,77.64,331.089,485.254,77.141
24,0.001,0.022,0.001,0
1200000,0.427,3.145,2.919,0.401
2400000,0.846,6.199,5.813,0.763
3600000,1.153,9.353,9.415,1.307
4800000,1.449,12.34,12.578,1.853
6000000,1.784,0.184,19.381,2.396
7200000,2.398,18.554,19.927,2.984
8400000,2.555,21.545,22.962,3.528
9600000,2.983,24.6,28.176,4.084
10800000,3.429,28.522,31.831,4.669
12000000,3.954,0.267,45.474,5.172
13200000,4.37,34.984,40.397,5.82
14400000,4.813,38.337,43.3,6.431
15600000,5.255,42.295,47.905,6.981
16800000,5.722,45.455,50.307,7.505
18000000,6.184,48.602,57.356,8.129
19200000,6.593,51.92,60.499,8.713
20400000,7.054,15.946,102.886,9.249
21600000,7.582,59.069,69.637,9.865
22800000,13.87,19.636,116.797,14.962
24000000,12.689,0.417,94.535,15.607
25200000,16.775,66.51,80.952,11.584
26400000,13.647,69.614,83.207,12.161
27600000,14.732,21.383,148.29,12.672
28800000,15.581,76.093,91.454,13.282
30000000,16.024,79.416,97.448,13.941
31200000,16.876,82.906,99.23,14.501
32400000,17.75,86.761,103.757,14.994
33600000,21.655,94.998,104.72,21.957
34800000,22.693,26.917,195.051,22.733
36000000,23.539,95.521,119.224,23.36
37200000,24.019,28.765,209.233,24.402
38400000,24.876,101.842,135.234,25.365
39600000,25.86,104.854,132.052,25.707
40800000,26.503,31.518,222.112,26.7
42000000,27.492,111.446,139.075,27.085
43200000,27.835,114.925,144.518,28.243
44400000,29.129,34.32,348.93,28.791
45600000,29.595,35.198,250.716,29.855
46800000,30.605,124.573,156.813,30.375
48000000,30.88,0.434,188.917,31.197
49200000,31.943,37.989,392.047,32.197
50400000,32.877,134.051,164.691,32.624
51600000,33.649,39.797,412.276,33.547
52800000,34.209,140.011,170.754,34.451
54000000,35.129,0.579,223.218,34.938
55200000,35.779,42.597,310.231,36.11
56400000,36.574,43.488,347.259,36.385
57600000,37.011,152.959,191.945,37.629
58800000,38.258,155.758,195.426,38.142
60000000,38.934,158.43,197.615,38.842
61200000,39.606,47.239,389.414,39.53
62400000,40.272,165.106,203.78,40.442
63600000,40.979,49.087,520.023,41.321
64800000,42.486,178.553,211.589,42.09
66000000,42.754,182.801,226.806,42.619
67200000,43.853,185.084,217.956,43.518
68400000,43.969,52.889,435.963,44.495
69600000,45.03,53.661,404.866,45.573
70800000,46.852,54.566,467.476,45.675
72000000,46.749,198.082,254.221,46.457
73200000,47.375,56.398,587.988,47.527
74400000,48.602,57.498,434.208,48.233
75600000,48.927,208.499,250.576,49.656
76800000,49.877,211.513,272.18,49.373
78000000,50.585,214.858,270.951,50.597
79200000,51.416,218.348,269.24,51.305
80400000,52.083,62.014,665.166,52.129
81600000,52.887,62.802,478.23,52.972
82800000,53.223,63.766,533.645,53.742
84000000,54.168,231.768,283.626,54.376
85200000,55.523,65.584,699.08,55.048
86400000,56.042,238.461,293.686,56.266
87600000,57.247,67.416,716.908,57.083
88800000,57.095,68.461,718.677,57.502
90000000,58.34,248.433,319.026,58.174
91200000,59.109,70.111,542.257,58.784
92400000,60.057,254.349,322.21,60.034
93600000,60.579,258.091,322.873,60.513
94800000,61.435,72.912,793.972,61.289
96000000,62.232,0.68,392.247,61.987
97200000,63.008,267.991,334.136,62.889
98400000,63.697,75.7,803.422,64.035
99600000,65.298,76.794,768.132,64.862
100800000,65.637,277.819,355.403,65.012
102000000,66.109,78.364,584.596,65.765
103200000,66.408,79.421,849.859,66.763
104400000,67.127,80.341,687.025,67.756
105600000,68.287,290.838,393.124,67.938
106800000,68.873,82.272,907.036,68.725
108000000,69.79,0.603,450.009,70.265
109200000,69.897,301.085,405.568,70.408
110400000,71.162,84.998,673.889,71.828
111600000,71.705,86.448,736.928,71.761
112800000,72.871,86.744,719.2,72.85
114000000,73.563,87.565,666.183,73.671
115200000,73.836,317.142,485.697,74.611
116400000,74.573,89.736,947.746,75.791
117600000,75.418,324.163,476.581,75.609
118800000,75.672,328.137,474.432,76.859
120000000,76.782,330.611,484.521,77.309
24,0.001,0.021,0.001,0
1200000,0.424,3.153,2.923,0.405
2400000,0.846,6.203,5.883,0.759
3600000,1.154,9.296,9.396,1.309
4800000,1.441,12.343,12.548,1.852
6000000,1.785,0.184,19.302,2.397
7200000,2.381,18.534,19.988,2.945
8400000,2.564,21.539,22.923,3.518
9600000,2.984,24.63,28.285,4.091
10800000,3.422,28.491,32.13,4.689
12000000,3.92,0.264,44.816,5.22
13200000,4.445,34.991,40.178,5.803
14400000,4.816,38.348,42.755,6.383
15600000,5.234,42.376,47.475,6.948
16800000,5.717,45.502,49.763,7.48
18000000,6.156,48.677,56.837,8.086
19200000,6.501,51.983,59.43,8.643
20400000,7.019,15.955,101.844,9.179
21600000,7.543,59.067,68.874,9.803
22800000,13.194,19.303,117.75,14.971
24000000,12.56,0.413,94.722,15.61
25200000,16.779,66.543,80.946,11.559
26400000,13.655,69.635,83.227,12.126
27600000,14.732,21.384,148.138,12.687
28800000,15.528,75.996,91.615,13.318
30000000,16.051,79.721,97.391,13.84
31200000,16.999,82.934,99.133,14.503
32400000,17.739,86.804,103.732,15.024
33600000,21.671,95.037,104.798,21.997
34800000,22.69,26.908,194.286,22.888
36000000,23.537,95.685,119.358,23.322
37200000,24.029,28.769,209.461,24.441
38400000,24.915,101.83,135.124,25.375
39600000,25.8,105.133,132.028,25.882
40800000,26.5,31.5,222.339,26.708
42000000,27.536,111.494,139.005,27.071
43200000,27.932,114.361,144.365,28.153
44400000,29.135,34.313,349.274,28.834
45600000,29.77,35.455,250.674,29.837
46800000,30.626,124.794,156.889,30.429
48000000,30.939,0.438,188.522,31.282
49200000,31.968,37.981,390.914,32.02
50400000,32.854,134.03,164.782,32.618
51600000,33.623,39.815,412.374,33.748
52800000,34.352,140.344,171.012,34.418
54000000,35.01,0.579,223.159,35.038
55200000,35.758,42.569,310.088,35.921
56400000,36.598,43.519,347.402,36.317
57600000,37.087,152.979,192.229,37.655
58800000,38.478,156.061,195.457,38.156
60000000,38.993,158.471,197.73,38.841
61200000,39.57,47.182,388.696,39.561
62400000,40.166,165.128,203.806,40.59
63600000,40.946,49.029,520.497,41.257
64800000,42.337,178.509,211.784,41.981
66000000,42.749,182.194,226.93,42.64
67200000,43.842,185.117,217.916,43.399
68400000,43.951,53.237,435.85,44.196
69600000,45.029,53.694,404.902,45.358
70800000,46.108,54.559,466.901,45.763
72000000,46.789,198.044,255.451,46.373
73200000,47.501,56.402,587.82,47.401
74400000,48.23,57.378,434.182,48.391
75600000,48.932,208.821,250.715,49.618
76800000,49.786,211.406,272.094,49.328
78000000,50.307,214.716,269.862,50.625
79200000,51.358,218.196,269.751,51.161
80400000,52.002,62.058,665.579,52.07
81600000,52.854,62.744,477.489,52.925
82800000,53.318,63.774,533.65,53.778
84000000,54.479,231.575,283.996,54.385
85200000,55.406,65.588,698.317,54.857
86400000,55.888,238.36,294.704,56.12
87600000,57.02,67.446,716.535,56.609
88800000,57.155,68.729,718.763,57.573
90000000,58.422,248.948,317.515,58.101
91200000,59.027,70.161,541.33,58.58
92400000,59.827,254.315,321.143,60.24
93600000,60.589,258.088,323.611,60.469
94800000,61.312,72.971,793.565,61.069
96000000,62.115,0.679,393.029,61.942
97200000,62.911,267.694,330.586,62.718
98400000,63.472,75.693,803.799,64.136
99600000,65.527,76.736,767.789,66.144
100800000,67.416,279.196,357.235,64.952
102000000,66.108,78.36,585.048,65.667
103200000,66.455,79.416,849.467,66.675
104400000,67.177,80.316,688.105,67.659
105600000,68.357,290.854,392.021,68.025
106800000,69.003,82.318,908.035,68.735
108000000,69.846,0.599,449.903,70.165
109200000,70.273,300.905,404.465,70.325
110400000,71.76,85.319,674.06,71.789
111600000,71.986,86.235,737.353,71.618
112800000,73.02,86.773,719.233,72.587
114000000,73.955,87.614,665.878,73.61
115200000,74.384,317.602,482.704,74.558
116400000,75.24,89.699,947.415,75.593
117600000,75.942,324.874,473.773,75.483
118800000,76.354,327.591,472.416,76.709
120000000,77.747,331.103,483.174,77.257
24,0,0.022,0.001,0
1200000,0.43,3.16,2.919,0.403
2400000,0.84,6.215,5.803,0.766
3600000,1.225,9.288,9.415,1.309
4800000,1.456,12.349,12.582,1.854
6000000,1.78,0.182,19.375,2.399
7200000,2.388,18.545,19.95,2.946
8400000,2.559,21.567,22.957,3.511
9600000,2.982,24.577,28.19,4.082
10800000,3.44,28.512,31.83,4.712
12000000,3.913,0.267,45.499,5.181
13200000,4.379,35.019,40.382,5.825
14400000,4.839,38.319,43.362,6.402
15600000,5.271,42.358,47.898,6.993
16800000,5.739,45.48,50.328,7.496
18000000,6.157,48.656,57.383,8.144
19200000,6.576,51.942,60.435,8.704
20400000,7.035,15.96,103.363,9.217
21600000,7.538,59.094,69.576,9.966
22800000,13.98,19.466,117.373,14.95
24000000,12.647,0.423,94.453,15.645
25200000,16.815,66.488,80.955,11.586
26400000,13.622,69.635,83.21,12.14
27600000,14.72,21.385,148.16,12.686
28800000,15.558,76.084,91.487,13.239
30000000,16.03,79.373,97.326,13.813
31200000,16.955,82.983,99.167,14.473
32400000,17.736,86.744,103.67,15.052
33600000,21.662,95.001,104.715,21.935
34800000,22.659,26.912,195.016,22.856
36000000,23.519,95.591,119.303,23.305
37200000,24.024,28.775,209.456,24.428
38400000,24.887,101.915,135.035,25.189
39600000,25.747,104.808,132.037,25.812
40800000,26.515,31.549,222.553,26.691
42000000,27.466,111.891,139.025,27.123
43200000,27.887,114.958,144.411,28.204
44400000,29.122,34.345,348.962,28.829
45600000,29.656,35.19,250.436,29.642
46800000,30.579,124.503,156.954,30.372
48000000,30.859,0.438,188.51,31.281
49200000,31.972,37.976,391.9,32.161
50400000,32.903,133.989,164.642,32.539
51600000,33.665,39.85,412.21,33.641
52800000,34.266,140.053,170.863,34.402
54000000,34.995,0.581,223.164,35.036
55200000,35.744,42.624,310.675,36.04
56400000,36.579,43.772,347.601,36.284
57600000,37.12,152.947,192.154,37.575
58800000,38.309,155.618,195.59,38.231
60000000,38.878,158.462,197.736,38.779
61200000,39.604,47.187,389.282,39.566
62400000,40.181,165.141,203.844,40.522
63600000,40.973,49.113,519.696,41.443
64800000,42.479,178.528,211.699,41.966
66000000,42.838,182.895,226.78,42.574
67200000,43.8,185.172,217.749,43.398
68400000,43.96,52.915,435.751,44.307
69600000,45.1,53.719,405.231,45.52
70800000,46.371,54.53,466.883,45.643
72000000,46.739,198.085,254.249,46.509
73200000,47.401,56.439,588.572,47.413
74400000,48.589,57.7,434.304,48.092
75600000,48.835,208.41,250.333,49.533
76800000,49.901,211.345,272.122,49.328
78000000,50.304,214.87,270.744,50.573
79200000,51.424,218.145,269.475,51.279
80400000,52.097,61.997,664.67,52.008
81600000,52.903,62.764,478.324,52.966
82800000,53.251,63.768,533.154,53.662
84000000,54.179,231.55,283.557,54.299
85200000,55.485,65.548,699.025,54.882
86400000,56.066,238.359,293.339,56.179
87600000,57.158,67.536,716.677,56.989
88800000,57.133,68.398,718.725,57.62
90000000,58.26,248.221,317.106,58.225
91200000,59.124,70.144,542.126,58.713
92400000,59.998,254.377,320.824,59.954
93600000,60.668,258.19,322.269,60.617
94800000,61.431,72.993,808.821,62.585
96000000,63.713,0.693,404.014,63.455
97200000,64.707,276.099,338.402,62.875
98400000,63.325,75.715,803.973,64.021
99600000,65.217,76.777,768.333,64.628
100800000,65.364,277.873,350.025,65.075
102000000,66.118,78.368,584.412,65.743
103200000,66.436,79.45,850.526,66.79
104400000,67.102,80.413,688.293,67.836
105600000,68.378,290.92,389.987,68.081
106800000,68.994,82.299,907.292,68.759
108000000,69.888,0.609,450.435,70.066
109200000,70.097,301.033,401.507,70.409
110400000,71.362,85.023,674.31,71.823
111600000,71.919,86.538,736.586,71.872
112800000,72.885,86.909,718.521,72.665
114000000,73.747,87.581,666.212,73.596
115200000,74.086,317.297,481.408,74.492
116400000,74.917,89.672,947.756,75.623
117600000,78.439,324.117,469.643,75.443
118800000,75.81,328.502,472.902,76.838
120000000,76.859,330.573,483.318,77.431
24,0.001,0.02,0.001,0
1200000,0.455,3.154,2.925,0.403
2400000,0.84,6.204,5.804,0.764
3600000,1.157,9.296,9.397,1.31
4800000,1.446,12.356,12.54,1.848
6000000,1.785,0.182,19.303,2.394
7200000,2.396,18.594,19.932,2.938
8400000,2.564,21.604,22.912,3.509
9600000,2.98,24.605,28.415,4.091
10800000,3.411,28.975,31.755,4.667
12000000,3.901,0.267,45.107,5.183
13200000,4.39,34.788,40.152,5.808
14400000,4.808,38.4,42.603,6.373
15600000,5.243,42.376,47.527,6.955
16800000,5.723,45.523,49.796,7.492
18000000,6.153,48.655,56.849,8.096
19200000,6.576,51.935,59.44,8.643
20400000,7.005,15.874,102.701,9.176
21600000,7.592,59.067,69.061,9.857
22800000,12.97,19.266,117.309,14.941
24000000,12.58,0.411,94.586,15.617
25200000,16.816,66.563,80.958,11.543
26400000,13.597,69.595,83.326,12.133
27600000,14.74,21.37,147.922,12.652
28800000,15.429,76.029,91.917,13.273
30000000,16.179,79.498,97.384,13.832
31200000,16.907,82.978,99.222,14.494
32400000,17.71,86.779,103.766,15.006
33600000,21.65,95.007,104.725,21.944
34800000,22.706,26.919,194.384,22.804
36000000,23.496,95.514,119.303,23.385
37200000,23.959,28.888,210.167,24.474
38400000,24.953,102.039,135.489,25.083
39600000,26.079,104.958,131.883,25.79
40800000,26.505,31.554,222.323,26.751
42000000,27.475,111.475,138.987,27.056
43200000,27.855,114.436,144.114,28.203
44400000,29.081,34.346,348.819,28.792
45600000,29.599,35.19,250.89,29.715
46800000,31,124.57,156.789,30.389
48000000,30.925,0.43,188.617,31.235
49200000,31.948,37.992,391.132,32.036
50400000,32.776,134.042,164.742,32.639
51600000,33.663,39.83,412.388,33.915
52800000,34.255,140.453,170.819,34.474
54000000,35.088,0.582,223.312,34.993
55200000,35.86,42.548,310.222,35.964
56400000,36.561,43.487,347.299,36.375
57600000,37.065,152.971,192.162,38.034
58800000,38.141,155.978,195.455,38.159
60000000,38.947,158.485,197.659,38.832
61200000,39.514,47.146,388.294,39.613
62400000,40.214,165.168,203.889,40.515
63600000,40.899,49.064,520.209,41.305
64800000,42.33,178.612,211.753,42.023
66000000,42.895,182.068,226.896,42.614
67200000,43.797,185.12,217.774,43.379
68400000,44.194,53.043,435.778,44.231
69600000,45.126,53.72,404.837,45.387
70800000,46.163,54.563,467.553,45.717
72000000,47.085,198.031,255.017,46.489
73200000,47.385,56.35,588.035,47.503
74400000,48.331,57.301,434.271,48.109
75600000,48.868,208.385,251.366,49.353
76800000,49.818,211.443,272.026,49.438
78000000,50.31,214.863,270.034,50.608
79200000,51.381,218.167,269.743,51.168
80400000,52.04,62.517,664.898,52.068
81600000,52.763,62.803,477.727,52.836
82800000,53.221,63.742,533.395,53.895
84000000,54.278,231.525,283.919,54.299
85200000,55.387,65.593,697.621,54.877
86400000,55.922,238.373,294.265,56.2
87600000,56.919,67.449,715.906,56.677
88800000,57.074,68.376,718.792,57.914
90000000,58.513,248.229,316.776,58.093
91200000,58.967,70.189,541.395,58.626
92400000,59.807,255.214,320.958,59.983
93600000,60.541,257.969,322.034,60.435
94800000,61.304,73.011,792.261,61.138
96000000,62.135,0.682,392.755,61.811
97200000,62.952,267.443,328.763,62.613
98400000,63.492,75.702,803.94,64.054
99600000,65.452,76.726,767.801,64.409
100800000,65.326,277.751,355.098,64.838
102000000,66.118,78.392,584.877,65.579
103200000,66.344,79.455,848.935,66.543
104400000,67.163,80.342,687.939,67.646
105600000,68.463,290.796,391.382,68.094
106800000,69.018,82.297,907.845,68.809
108000000,69.922,0.602,450.04,69.912
109200000,70.263,300.785,400.717,70.314
110400000,71.641,85.466,674.074,71.695
111600000,71.981,86.197,736.172,71.587
112800000,72.969,86.814,719.068,72.469
114000000,73.969,87.608,665.529,73.555
115200000,74.548,317.61,484.295,74.477
116400000,75.13,89.717,946.968,75.567
117600000,75.888,324.761,477.156,75.615
118800000,76.416,327.452,471.864,76.675
120000000,77.711,331.224,484.512,77.168
24,0.001,0.021,0.001,0
1200000,0.427,3.151,2.918,0.401
2400000,0.835,6.201,5.806,0.765
3600000,1.143,9.297,9.412,1.31
4800000,1.448,12.334,12.587,1.854
6000000,1.782,0.182,19.375,2.392
7200000,2.392,18.565,19.976,2.95
8400000,2.568,21.558,22.964,3.518
9600000,2.989,24.617,28.145,4.086
10800000,3.433,28.481,31.853,4.669
12000000,3.95,0.267,45.585,5.192
13200000,4.358,35.026,40.384,5.819
14400000,4.818,38.385,43.215,6.389
15600000,5.238,42.273,47.915,7.001
16800000,5.726,45.495,50.334,7.519
18000000,6.156,48.602,57.365,8.132
19200000,6.593,51.913,60.505,8.713
20400000,7.116,15.921,103.299,9.23
21600000,7.579,59.105,69.588,9.96
22800000,13.921,19.448,117.402,14.959
24000000,12.657,0.418,94.588,15.627
25200000,16.813,66.455,80.999,11.579
26400000,13.612,69.62,83.195,12.125
27600000,14.787,21.374,148.116,12.672
28800000,15.485,76.017,91.43,13.23
30000000,16.034,79.372,97.361,13.848
31200000,16.905,82.942,99.256,14.499
32400000,17.736,87.106,103.794,15.026
33600000,21.74,95.304,104.764,21.935
34800000,22.659,26.942,195.079,22.844
36000000,23.543,95.472,119.433,23.339
37200000,23.988,28.771,209.543,24.404
38400000,24.864,101.814,135.076,25.152
39600000,25.74,104.744,131.911,25.75
40800000,26.474,31.51,222.235,26.727
42000000,27.487,111.528,138.944,27.133
43200000,27.912,114.994,144.386,28.253
44400000,29.125,34.29,348.952,28.766
45600000,29.634,35.234,250.575,29.658
46800000,30.678,124.416,156.892,30.451
48000000,30.923,0.435,188.481,31.256
49200000,31.976,38.012,392.011,32.058
50400000,32.835,133.985,164.64,32.569
51600000,33.652,39.842,412.658,33.519
52800000,34.237,140.011,170.714,34.391
54000000,35.062,0.587,223.109,35.053
55200000,35.698,42.615,310.629,35.982
56400000,36.571,43.489,347.388,36.348
57600000,37.114,152.911,192.05,37.634
58800000,38.27,155.73,195.626,38.212
60000000,38.873,158.444,197.5,38.847
61200000,39.677,47.191,389.326,39.504
62400000,40.361,165.17,203.686,40.43
63600000,40.935,49.086,519.945,41.289
64800000,42.364,178.486,211.635,41.92
66000000,42.911,182.796,226.891,42.562
67200000,43.758,185.13,217.755,43.32
68400000,43.963,52.905,435.424,44.296
69600000,45.299,53.778,405.443,45.574
70800000,46.263,54.572,466.806,45.654
72000000,46.692,198.083,254.054,46.399
73200000,47.459,56.354,587.94,47.379
74400000,48.737,57.548,434.221,48.068
75600000,48.84,208.484,250.535,49.36
76800000,49.844,211.478,271.91,49.392
78000000,50.346,214.772,270.882,50.472
79200000,51.413,218.191,269.656,51.262
80400000,52.062,61.998,664.964,52.071
81600000,52.828,62.753,478.326,52.904
82800000,53.198,63.803,533.576,53.522
