nVectors,memcpyOut,plan,execu,memcpyIn
1,0.036,0.248,0.100,0.035,
1,0.041,0.207,0.052,0.056,
1,0.038,0.232,0.056,0.051,
1,0.041,0.239,0.103,0.050,
1,0.167,0.382,0.081,0.030,
1,0.103,0.281,0.057,0.033,
1,0.049,0.222,0.058,0.037,
1,0.040,0.208,0.053,0.053,
1,0.062,0.252,0.112,0.035,
1,0.038,0.222,0.058,0.051,
1,0.037,0.271,0.083,0.036,
1,0.037,0.211,0.072,0.051,
2,0.042,53.672,0.095,0.047,
2,0.119,0.694,0.058,0.034,
2,0.053,0.409,0.085,0.042,
2,0.136,0.488,0.082,0.041,
2,0.063,0.447,0.080,0.039,
2,0.066,0.469,0.090,0.045,
2,0.167,0.380,0.082,0.040,
2,0.142,0.415,0.085,0.039,
2,0.130,0.413,0.087,0.046,
2,0.049,0.359,0.061,0.052,
2,0.043,0.334,0.077,0.042,
2,0.059,0.462,0.084,0.041,
2,0.064,0.476,0.082,0.040,
2,0.148,0.445,0.085,0.041,
2,0.131,0.417,0.077,0.047,
2,0.083,0.459,0.082,0.045,
2,0.116,0.444,0.087,0.044,
2,0.055,0.332,0.074,0.045,
2,0.075,0.465,0.071,0.037,
2,0.053,0.348,0.059,0.037,
2,0.051,0.337,0.086,0.043,
2,0.050,0.350,0.078,0.039,
2,0.041,0.333,0.067,0.042,
2,0.051,0.377,0.081,0.045,
2,0.087,0.448,0.079,0.039,
2,0.049,0.308,0.084,0.045,
2,0.059,0.293,0.069,0.039,
2,0.052,0.329,0.086,0.047,
2,0.108,0.468,0.090,0.035,
2,0.063,0.453,0.079,0.042,
2,0.039,0.346,0.084,0.042,
2,0.076,0.361,0.085,0.046,
2,0.065,0.429,0.094,0.041,
2,0.063,0.336,0.085,0.044,
2,0.045,0.345,0.087,0.039,
2,0.044,0.346,0.076,0.037,
2,0.042,0.346,0.104,0.043,
2,0.074,0.317,0.093,0.051,
2,0.042,0.369,0.121,0.057,
2,0.052,0.362,0.090,0.051,
2,0.041,0.376,0.105,0.042,
2,0.062,0.347,0.089,0.037,
2,0.057,0.324,0.072,0.061,
2,0.048,0.323,0.117,0.050,
2,0.045,0.353,0.081,0.043,
2,0.062,0.337,0.098,0.046,
2,0.056,0.355,0.079,0.050,
2,0.055,0.360,0.090,0.044,
2,0.048,0.424,0.097,0.050,
2,0.056,0.389,0.097,0.054,
2,0.123,0.418,0.088,0.048,
2,0.054,0.359,0.064,0.056,
2,0.054,0.349,0.079,0.053,
2,0.034,0.376,0.089,0.039,
2,0.051,0.357,0.092,0.044,
2,0.047,0.396,0.122,0.043,
2,0.132,0.497,0.081,0.046,
2,0.042,0.355,0.074,0.052,
2,0.054,0.355,0.096,0.045,
2,0.042,0.325,0.071,0.048,
2,0.048,0.364,0.076,0.045,
2,0.059,0.361,0.079,0.036,
2,0.062,0.364,0.090,0.048,
2,0.060,0.344,0.074,0.046,
2,0.046,0.319,0.073,0.045,
2,0.046,0.399,0.078,0.037,
2,0.040,0.316,0.091,0.062,
2,0.063,0.394,0.092,0.055,
2,0.061,0.332,0.110,0.057,
2,0.067,0.433,0.074,0.044,
2,0.050,0.374,0.078,0.039,
2,0.047,0.345,0.079,0.043,
2,0.046,0.323,0.097,0.040,
2,0.072,0.305,0.054,0.044,
2,0.064,0.384,0.078,0.040,
2,0.057,0.363,0.071,0.046,
2,0.066,0.414,0.070,0.038,
2,0.043,0.339,0.061,0.045,
2,0.047,0.317,0.100,0.038,
2,0.052,0.377,0.099,0.044,
2,0.049,0.325,0.079,0.034,
2,0.075,0.337,0.105,0.039,
2,0.040,0.352,0.107,0.054,
2,0.179,0.397,0.063,0.059,
2,0.082,0.389,0.077,0.052,
2,0.039,0.317,0.080,0.036,
2,0.044,0.324,0.072,0.035,
2,0.042,0.360,0.080,0.036,
2,0.044,0.356,0.080,0.052,
2,0.059,0.324,0.091,0.041,
2,0.044,0.350,0.074,0.039,
2,0.065,0.340,0.065,0.036,
2,0.046,0.396,0.096,0.059,
2,0.112,0.475,0.082,0.043,
2,0.063,0.332,0.074,0.033,
2,0.036,0.321,0.071,0.038,
2,0.057,0.343,0.073,0.036,
2,0.049,0.424,0.106,0.061,
2,0.109,0.435,0.081,0.040,
2,0.040,0.351,0.072,0.046,
3,0.041,49.899,0.121,0.042,
3,0.111,0.701,0.098,0.048,
3,0.066,0.602,0.098,0.048,
3,0.082,0.522,0.104,0.086,
3,0.083,0.527,0.103,0.033,
3,0.061,0.555,0.100,0.035,
3,0.085,0.565,0.118,0.056,
3,0.050,0.545,0.094,0.058,
3,0.058,0.624,0.091,0.062,
3,0.073,0.617,0.119,0.059,
3,0.054,0.555,0.102,0.040,
3,0.083,0.623,0.092,0.043,
3,0.059,0.592,0.106,0.054,
3,0.068,0.559,0.127,0.059,
3,0.085,0.547,0.101,0.046,
3,0.100,0.513,0.108,0.065,
3,0.064,0.619,0.095,0.054,
3,0.060,0.573,0.116,0.040,
3,0.080,0.611,0.086,0.050,
3,0.043,0.577,0.088,0.037,
3,0.058,0.545,0.081,0.042,
3,0.071,0.514,0.098,0.052,
3,0.056,0.532,0.082,0.054,
3,0.049,0.587,0.078,0.056,
3,0.050,0.541,0.112,0.048,
3,0.078,0.563,0.083,0.041,
3,0.064,0.521,0.091,0.041,
3,0.040,0.579,0.116,0.058,
3,0.074,0.634,0.104,0.056,
3,0.044,0.553,0.087,0.041,
3,0.066,0.592,0.071,0.066,
3,0.057,0.512,0.076,0.042,
3,0.047,0.611,0.093,0.043,
3,0.050,0.565,0.093,0.040,
3,0.042,0.526,0.117,0.039,
3,0.061,0.539,0.078,0.042,
3,0.044,0.559,0.087,0.047,
3,0.067,0.546,0.082,0.053,
3,0.042,0.526,0.077,0.037,
3,0.044,0.543,0.084,0.053,
3,0.044,0.544,0.099,0.042,
3,0.047,0.584,0.088,0.037,
3,0.044,0.506,0.072,0.059,
3,0.046,0.568,0.081,0.040,
3,0.042,0.550,0.117,0.054,
3,0.070,0.652,0.100,0.044,
3,0.046,0.529,0.097,0.045,
3,0.059,0.558,0.080,0.049,
3,0.053,0.549,0.091,0.036,
3,0.043,0.597,0.132,0.055,
3,0.128,0.599,0.093,0.036,
3,0.049,0.545,0.105,0.043,
3,0.065,0.539,0.081,0.042,
3,0.043,0.575,0.107,0.058,
3,0.150,0.587,0.098,0.040,
3,0.044,0.594,0.086,0.043,
3,0.043,0.577,0.079,0.049,
3,0.045,0.585,0.110,0.044,
3,0.049,0.564,0.090,0.038,
3,0.043,0.583,0.081,0.038,
3,0.044,0.551,0.076,0.041,
3,0.048,0.543,0.108,0.043,
3,0.041,0.510,0.077,0.038,
3,0.042,0.525,0.058,0.061,
3,0.044,0.631,0.113,0.054,
3,0.110,0.640,0.080,0.054,
3,0.065,0.523,0.088,0.051,
3,0.044,0.567,0.095,0.052,
3,0.055,0.510,0.104,0.055,
3,0.069,0.534,0.106,0.043,
3,0.041,0.596,0.112,0.043,
3,0.101,0.658,0.081,0.030,
3,0.042,0.524,0.083,0.054,
3,0.046,0.548,0.080,0.042,
3,0.061,0.567,0.082,0.050,
3,0.048,0.541,0.099,0.062,
3,0.042,0.539,0.126,0.044,
3,0.123,0.586,0.083,0.047,
3,0.044,0.535,0.102,0.054,
3,0.045,0.527,0.094,0.049,
3,0.078,0.569,0.094,0.043,
3,0.061,0.573,0.075,0.051,
3,0.048,0.566,0.076,0.050,
3,0.066,0.595,0.084,0.043,
3,0.041,0.528,0.106,0.041,
3,0.042,0.550,0.080,0.039,
3,0.068,0.608,0.082,0.039,
3,0.058,0.519,0.075,0.052,
3,0.049,0.530,0.060,0.050,
3,0.064,0.531,0.104,0.041,
3,0.089,0.637,0.067,0.039,
3,0.062,0.527,0.071,0.041,
3,0.049,0.627,0.079,0.036,
3,0.043,0.525,0.073,0.044,
3,0.036,0.601,0.079,0.042,
3,0.060,0.578,0.105,0.047,
3,0.078,0.656,0.109,0.046,
3,0.058,0.496,0.070,0.052,
3,0.049,0.519,0.068,0.039,
3,0.040,0.559,0.081,0.039,
4,0.038,235.545,0.164,0.089,
4,0.086,1.427,0.211,0.083,
4,0.113,1.398,0.178,0.073,
4,0.197,1.279,0.160,0.097,
4,0.109,0.812,0.101,0.054,
4,0.062,0.651,0.097,0.052,
4,0.051,0.626,0.123,0.068,
4,0.056,0.620,0.056,0.044,
4,0.045,0.648,0.079,0.046,
4,0.052,0.610,0.056,0.052,
4,0.051,0.625,0.052,0.043,
4,0.046,0.656,0.054,0.043,
4,0.041,0.745,0.085,0.062,
4,0.071,0.615,0.103,0.052,
4,0.073,0.630,0.073,0.038,
4,0.076,0.650,0.082,0.050,
4,0.078,0.659,0.080,0.047,
4,0.049,0.679,0.055,0.049,
4,0.059,0.663,0.078,0.060,
4,0.058,0.624,0.063,0.024,
4,0.050,0.646,0.053,0.042,
4,0.054,0.699,0.122,0.052,
4,0.057,0.629,0.054,0.055,
4,0.072,0.638,0.107,0.060,
4,0.051,0.640,0.101,0.054,
4,0.053,0.623,0.129,0.044,
4,0.050,0.630,0.140,0.064,
4,0.146,0.671,0.065,0.063,
4,0.037,0.679,0.061,0.042,
4,0.064,0.654,0.101,0.044,
4,0.049,0.685,0.124,0.043,
4,0.121,0.770,0.102,0.041,
4,0.113,0.800,0.096,0.037,
4,0.055,0.620,0.073,0.051,
4,0.073,0.629,0.119,0.042,
4,0.056,0.641,0.079,0.051,
4,0.052,0.608,0.120,0.052,
4,0.135,0.748,0.116,0.042,
4,0.093,0.709,0.089,0.039,
4,0.065,0.661,0.123,0.047,
4,0.089,0.759,0.102,0.039,
4,0.061,0.675,0.077,0.037,
4,0.039,0.657,0.077,0.038,
4,0.041,0.621,0.098,0.046,
4,0.049,0.645,0.113,0.054,
4,0.076,0.728,0.102,0.047,
4,0.051,0.665,0.105,0.037,
4,0.041,0.627,0.079,0.043,
4,0.047,0.613,0.131,0.061,
4,0.091,0.696,0.113,0.046,
4,0.088,0.735,0.127,0.053,
4,0.075,0.757,0.091,0.036,
4,0.041,0.598,0.093,0.054,
4,0.071,0.634,0.112,0.053,
4,0.112,0.756,0.106,0.044,
4,0.047,0.648,0.079,0.052,
4,0.058,0.613,0.123,0.041,
4,0.119,0.775,0.102,0.037,
4,0.042,0.610,0.108,0.042,
4,0.064,0.653,0.078,0.039,
4,0.044,0.689,0.058,0.048,
4,0.063,0.630,0.107,0.041,
4,0.048,0.626,0.101,0.057,
4,0.057,0.669,0.087,0.051,
4,0.043,0.626,0.076,0.044,
4,0.067,0.629,0.060,0.046,
4,0.042,0.699,0.078,0.053,
4,0.079,0.598,0.070,0.052,
4,0.065,0.621,0.101,0.050,
4,0.087,0.791,0.093,0.050,
4,0.045,0.609,0.082,0.055,
4,0.059,0.639,0.079,0.037,
4,0.069,0.648,0.093,0.037,
4,0.064,0.613,0.092,0.045,
4,0.048,0.641,0.090,0.042,
4,0.047,0.659,0.111,0.043,
4,0.048,0.668,0.082,0.040,
4,0.042,0.615,0.062,0.073,
4,0.044,0.603,0.073,0.035,
4,0.063,0.630,0.063,0.059,
4,0.062,0.653,0.069,0.040,
4,0.047,0.700,0.075,0.050,
4,0.057,0.614,0.113,0.055,
4,0.131,0.705,0.070,0.044,
4,0.047,0.608,0.073,0.050,
4,0.042,0.601,0.095,0.043,
4,0.045,0.665,0.085,0.041,
4,0.039,0.656,0.089,0.056,
4,0.045,0.611,0.062,0.051,
4,0.066,0.663,0.082,0.052,
4,0.039,0.693,0.075,0.040,
4,0.042,0.611,0.069,0.037,
4,0.073,0.602,0.092,0.044,
4,0.048,0.621,0.088,0.039,
4,0.045,0.628,0.071,0.047,
4,0.072,0.614,0.110,0.059,
4,0.067,0.711,0.107,0.055,
4,0.042,0.588,0.121,0.044,
4,0.086,0.756,0.081,0.039,
4,0.043,0.625,0.081,0.054,
6,0.046,90.062,0.089,0.060,
6,0.057,0.802,0.109,0.057,
6,0.053,0.855,0.087,0.046,
6,0.103,0.841,0.108,0.060,
6,0.050,0.824,0.062,0.046,
6,0.056,0.880,0.070,0.035,
6,0.049,0.768,0.074,0.025,
6,0.041,0.787,0.109,0.035,
6,0.051,0.810,0.063,0.042,
6,0.040,0.806,0.064,0.043,
6,0.047,0.837,0.116,0.049,
6,0.093,0.748,0.059,0.046,
6,0.063,0.838,0.096,0.055,
6,0.052,0.772,0.114,0.049,
6,0.049,0.816,0.110,0.072,
6,0.050,0.809,0.068,0.037,
6,0.073,0.812,0.068,0.058,
6,0.067,0.769,0.111,0.057,
6,0.073,0.779,0.101,0.060,
6,0.048,0.768,0.102,0.048,
6,0.053,0.770,0.106,0.064,
6,0.050,0.746,0.109,0.051,
6,0.046,0.782,0.123,0.057,
6,0.123,0.808,0.110,0.063,
6,0.056,0.819,0.119,0.054,
6,0.050,0.782,0.106,0.042,
6,0.091,0.764,0.079,0.037,
6,0.050,0.816,0.091,0.038,
6,0.041,0.811,0.102,0.038,
6,0.066,0.746,0.100,0.062,
6,0.084,0.737,0.122,0.061,
6,0.082,0.838,0.113,0.056,
6,0.064,0.776,0.089,0.053,
6,0.094,0.860,0.090,0.041,
6,0.053,0.797,0.073,0.051,
6,0.066,0.760,0.091,0.038,
6,0.055,0.749,0.087,0.034,
6,0.071,0.779,0.126,0.046,
6,0.109,0.929,0.082,0.037,
6,0.062,0.759,0.080,0.051,
6,0.048,0.830,0.094,0.053,
6,0.085,0.748,0.106,0.069,
6,0.049,0.786,0.098,0.059,
6,0.068,0.783,0.090,0.046,
6,0.081,0.759,0.126,0.040,
6,0.049,0.781,0.098,0.047,
6,0.042,0.744,0.123,0.050,
6,0.073,0.872,0.089,0.039,
6,0.065,0.764,0.109,0.059,
6,0.148,0.878,0.115,0.054,
6,0.098,0.846,0.087,0.043,
6,0.062,0.768,0.090,0.053,
6,0.048,0.750,0.118,0.051,
6,0.048,0.768,0.122,0.040,
6,0.129,0.852,0.110,0.042,
6,0.045,0.780,0.117,0.048,
6,0.054,0.765,0.113,0.042,
6,0.042,0.834,0.112,0.055,
6,0.181,0.863,0.088,0.042,
6,0.067,0.754,0.085,0.040,
6,0.047,0.752,0.139,0.041,
6,0.148,0.870,0.104,0.041,
6,0.043,0.733,0.084,0.067,
6,0.064,0.721,0.093,0.050,
6,0.067,0.803,0.086,0.057,
6,0.126,0.868,0.095,0.052,
6,0.169,0.834,0.079,0.054,
6,0.044,0.749,0.081,0.043,
6,0.077,0.816,0.110,0.054,
6,0.072,0.835,0.110,0.051,
6,0.064,0.738,0.088,0.036,
6,0.080,0.737,0.105,0.040,
6,0.046,0.770,0.077,0.048,
6,0.041,0.754,0.091,0.037,
6,0.062,0.764,0.099,0.054,
6,0.045,0.758,0.078,0.044,
6,0.043,0.787,0.086,0.048,
6,0.137,0.897,0.150,0.056,
6,0.051,0.835,0.064,0.059,
6,0.047,0.762,0.105,0.045,
6,0.093,0.855,0.111,0.058,
6,0.089,0.818,0.103,0.057,
6,0.081,0.801,0.084,0.041,
6,0.061,0.735,0.085,0.038,
6,0.045,0.787,0.082,0.048,
6,0.061,0.746,0.107,0.047,
6,0.068,0.736,0.118,0.039,
6,0.044,0.737,0.079,0.042,
6,0.066,0.777,0.105,0.053,
6,0.047,0.788,0.114,0.049,
6,0.069,0.880,0.090,0.041,
6,0.052,0.745,0.082,0.048,
6,0.060,0.732,0.116,0.049,
6,0.048,0.735,0.082,0.052,
6,0.046,0.741,0.110,0.044,
6,0.042,0.794,0.109,0.041,
6,0.073,0.749,0.093,0.041,
6,0.047,0.788,0.085,0.048,
6,0.068,0.750,0.105,0.050,
6,0.063,0.747,0.087,0.049,
8,0.047,643.438,0.075,0.038,
8,0.060,0.952,0.061,0.044,
8,0.056,0.942,0.073,0.042,
8,0.085,0.917,0.060,0.031,
8,0.040,0.971,0.057,0.046,
8,0.062,0.984,0.056,0.044,
8,0.062,0.919,0.060,0.043,
8,0.070,0.973,0.063,0.045,
8,0.070,0.985,0.129,0.056,
8,0.064,0.912,0.073,0.043,
8,0.073,0.902,0.117,0.044,
8,0.103,0.922,0.110,0.054,
8,0.070,0.991,0.108,0.054,
8,0.050,0.970,0.062,0.032,
8,0.055,0.926,0.059,0.046,
8,0.062,0.991,0.060,0.045,
8,0.056,1.065,0.057,0.046,
8,0.069,1.022,0.151,0.047,
8,0.038,0.952,0.126,0.070,
8,0.060,0.910,0.145,0.067,
8,0.070,1.003,0.063,0.045,
8,0.057,0.963,0.058,0.045,
8,0.047,1.019,0.057,0.048,
8,0.050,1.002,0.061,0.046,
8,0.062,0.975,0.138,0.049,
8,0.050,0.907,0.125,0.069,
8,0.073,0.912,0.061,0.044,
8,0.063,0.972,0.058,0.047,
8,0.052,0.950,0.089,0.048,
8,0.052,0.950,0.062,0.044,
8,0.048,0.935,0.058,0.043,
8,0.072,1.093,0.095,0.054,
8,0.114,0.972,0.067,0.042,
8,0.052,0.938,0.061,0.050,
8,0.056,0.972,0.059,0.044,
8,0.078,1.008,0.145,0.054,
8,0.036,0.897,0.063,0.029,
8,0.047,0.933,0.111,0.053,
8,0.074,0.922,0.059,0.047,
8,0.071,0.996,0.131,0.057,
8,0.085,1.188,0.094,0.042,
8,0.117,1.012,0.147,0.061,
8,0.088,1.035,0.122,0.063,
8,0.047,1.046,0.088,0.038,
8,0.049,0.895,0.076,0.039,
8,0.053,0.907,0.141,0.041,
8,0.076,0.991,0.081,0.044,
8,0.047,0.901,0.078,0.042,
8,0.084,0.909,0.083,0.041,
8,0.047,0.947,0.120,0.059,
8,0.060,1.016,0.155,0.076,
8,0.060,1.024,0.135,0.043,
8,0.064,1.007,0.116,0.043,
8,0.065,1.040,0.134,0.045,
8,0.059,1.054,0.114,0.060,
8,0.105,1.038,0.094,0.042,
8,0.054,0.878,0.109,0.041,
8,0.049,0.958,0.141,0.042,
8,0.058,1.031,0.142,0.042,
8,0.056,0.983,0.136,0.069,
8,0.095,1.063,0.093,0.043,
8,0.045,0.897,0.083,0.039,
8,0.060,0.963,0.089,0.036,
8,0.044,0.897,0.078,0.055,
8,0.067,0.906,0.087,0.036,
8,0.177,0.970,0.108,0.048,
8,0.115,0.984,0.085,0.059,
8,0.085,1.042,0.117,0.051,
8,0.139,1.017,0.088,0.042,
8,0.055,0.896,0.078,0.055,
8,0.064,0.928,0.097,0.036,
8,0.041,0.901,0.094,0.039,
8,0.045,0.924,0.075,0.045,
8,0.064,0.908,0.116,0.041,
8,0.110,1.027,0.074,0.052,
8,0.078,0.898,0.098,0.054,
8,0.064,0.917,0.144,0.059,
8,0.132,0.982,0.127,0.041,
8,0.123,1.010,0.094,0.042,
8,0.045,0.905,0.101,0.044,
8,0.059,0.911,0.122,0.051,
8,0.120,1.038,0.118,0.042,
8,0.045,0.927,0.074,0.038,
8,0.042,0.992,0.093,0.036,
8,0.063,0.903,0.129,0.043,
8,0.050,0.917,0.086,0.038,
8,0.062,0.958,0.136,0.056,
8,0.116,1.073,0.116,0.042,
8,0.145,0.986,0.127,0.041,
8,0.153,0.977,0.072,0.041,
8,0.062,0.923,0.074,0.042,
8,0.043,0.954,0.088,0.053,
8,0.064,0.899,0.103,0.042,
8,0.063,0.941,0.084,0.058,
8,0.049,0.991,0.089,0.055,
8,0.072,0.989,0.083,0.054,
8,0.045,0.915,0.084,0.039,
8,0.048,0.975,0.092,0.041,
8,0.068,0.910,0.114,0.040,
8,0.076,0.922,0.128,0.045,
9,0.140,108.535,0.214,0.061,
9,0.043,1.010,0.060,0.058,
9,0.046,1.034,0.102,0.038,
9,0.075,1.036,0.083,0.052,
9,0.117,1.025,0.067,0.024,
9,0.081,1.006,0.108,0.067,
9,0.053,0.980,0.066,0.030,
9,0.053,1.060,0.065,0.043,
9,0.049,1.001,0.114,0.053,
9,0.053,0.975,0.062,0.031,
9,0.034,1.070,0.076,0.045,
9,0.047,0.982,0.106,0.058,
9,0.052,0.936,0.108,0.058,
9,0.042,0.997,0.108,0.065,
9,0.078,0.983,0.108,0.053,
9,0.052,1.002,0.107,0.066,
9,0.051,1.041,0.106,0.047,
9,0.076,0.940,0.125,0.067,
9,0.053,1.022,0.096,0.043,
9,0.051,0.971,0.095,0.038,
9,0.075,0.971,0.107,0.041,
9,0.059,0.989,0.116,0.048,
9,0.075,1.006,0.109,0.068,
9,0.043,0.998,0.076,0.064,
9,0.049,0.956,0.085,0.047,
9,0.078,1.053,0.088,0.052,
9,0.048,0.961,0.063,0.027,
9,0.047,1.073,0.066,0.070,
9,0.055,0.986,0.105,0.057,
9,0.052,1.004,0.072,0.039,
9,0.059,0.947,0.104,0.063,
9,0.037,1.041,0.089,0.057,
9,0.053,0.972,0.106,0.065,
9,0.050,0.970,0.104,0.034,
9,0.050,0.975,0.066,0.035,
9,0.074,0.954,0.092,0.048,
9,0.074,0.958,0.105,0.048,
9,0.051,1.006,0.114,0.048,
9,0.046,1.011,0.129,0.059,
9,0.066,1.071,0.077,0.047,
9,0.078,1.020,0.105,0.045,
9,0.043,0.961,0.119,0.046,
9,0.079,1.050,0.079,0.056,
9,0.072,1.000,0.114,0.046,
9,0.150,1.081,0.094,0.037,
9,0.046,0.976,0.106,0.049,
9,0.046,0.970,0.102,0.055,
9,0.050,0.985,0.089,0.051,
9,0.050,0.950,0.082,0.037,
9,0.064,0.995,0.102,0.043,
9,0.045,0.963,0.110,0.042,
9,0.157,1.046,0.089,0.042,
9,0.043,0.954,0.078,0.056,
9,0.044,1.021,0.083,0.036,
9,0.064,0.952,0.073,0.043,
9,0.044,0.979,0.104,0.046,
9,0.057,0.975,0.080,0.037,
9,0.039,0.998,0.113,0.054,
9,0.042,1.012,0.095,0.062,
9,0.039,0.997,0.117,0.052,
9,0.158,1.056,0.132,0.039,
9,0.071,1.072,0.080,0.055,
9,0.045,0.961,0.067,0.051,
9,0.061,1.025,0.081,0.058,
9,0.062,0.998,0.116,0.044,
9,0.142,1.054,0.114,0.042,
9,0.043,0.964,0.071,0.048,
9,0.049,0.987,0.111,0.049,
9,0.044,1.023,0.126,0.040,
9,0.121,1.078,0.105,0.041,
9,0.047,0.977,0.085,0.053,
9,0.049,1.032,0.083,0.049,
9,0.044,0.971,0.087,0.040,
9,0.063,0.970,0.102,0.052,
9,0.048,0.968,0.073,0.049,
9,0.066,0.956,0.072,0.051,
9,0.043,0.954,0.106,0.052,
9,0.090,1.078,0.104,0.035,
9,0.048,0.940,0.067,0.035,
9,0.069,1.003,0.107,0.051,
9,0.151,1.023,0.136,0.052,
9,0.093,1.062,0.110,0.041,
9,0.049,0.948,0.099,0.040,
9,0.043,0.993,0.089,0.052,
9,0.063,1.062,0.116,0.047,
9,0.116,1.047,0.105,0.051,
9,0.061,0.946,0.063,0.052,
9,0.048,0.950,0.083,0.053,
9,0.045,0.994,0.108,0.045,
9,0.095,1.082,0.073,0.038,
9,0.047,0.959,0.111,0.051,
9,0.048,0.948,0.079,0.038,
9,0.041,1.001,0.118,0.056,
9,0.066,1.058,0.077,0.048,
9,0.051,0.986,0.086,0.038,
9,0.041,0.954,0.071,0.039,
9,0.064,1.009,0.108,0.040,
9,0.093,1.124,0.080,0.050,
9,0.047,0.950,0.068,0.049,
9,0.065,1.010,0.068,0.058,
12,0.048,244.798,0.093,0.046,
12,0.089,2.758,0.111,0.061,
12,0.056,2.667,0.064,0.045,
12,0.074,2.678,0.117,0.039,
12,0.057,2.677,0.059,0.043,
12,0.063,2.774,0.084,0.062,
12,0.130,2.710,0.067,0.022,
12,0.043,2.734,0.066,0.042,
12,0.058,2.679,0.068,0.029,
12,0.043,2.688,0.100,0.051,
12,0.074,2.705,0.126,0.065,
12,0.056,2.636,0.059,0.045,
12,0.070,2.749,0.074,0.045,
12,0.051,2.791,0.111,0.045,
12,0.073,2.711,0.124,0.058,
12,0.049,2.706,0.111,0.056,
12,0.054,2.665,0.107,0.035,
12,0.073,2.647,0.123,0.060,
12,0.053,3.040,0.111,0.057,
12,0.049,2.672,0.061,0.047,
12,0.048,2.782,0.059,0.044,
12,0.074,2.742,0.056,0.045,
12,0.050,2.733,0.108,0.034,
12,0.054,2.695,0.098,0.048,
12,0.042,2.657,0.058,0.043,
12,0.072,2.723,0.110,0.062,
12,0.053,2.718,0.102,0.063,
12,0.069,2.656,0.060,0.043,
12,0.075,2.745,0.059,0.041,
12,0.072,2.690,0.124,0.068,
12,0.074,2.694,0.104,0.054,
12,0.077,2.659,0.071,0.026,
12,0.054,2.647,0.123,0.035,
12,0.052,2.648,0.102,0.047,
