nVectors,memcpyOut,plan,execu,memcpyIn
2,0.008,0.063,0.001,0.000,
100000,0.984,24.313,11.441,1.991,
200000,4.221,27.380,2.357,2.179,
300000,2.587,48.410,3.209,2.412,
400000,3.074,48.653,3.599,2.888,
500000,3.704,4.840,6.137,4.203,
600000,5.791,66.846,4.460,4.839,
700000,5.509,60.017,5.545,6.034,
800000,6.225,68.894,5.730,5.908,
900000,6.907,82.099,8.643,10.943,
1000000,7.587,5.331,10.588,7.772,
1100000,8.733,86.379,7.583,8.755,
1200000,9.636,119.109,10.511,9.390,
1300000,10.378,106.948,8.144,12.952,
1400000,11.293,120.256,11.097,11.897,
1500000,12.256,124.446,11.139,11.108,
1600000,12.226,124.200,9.818,12.875,
1700000,12.732,2482.711,15.040,12.791,
1800000,13.401,151.094,11.421,15.270,
1900000,15.196,2488.374,15.436,15.493,
2000000,15.929,8.160,27.703,15.029,
2100000,15.933,168.086,17.219,15.604,
2200000,16.553,153.913,17.249,18.033,
2300000,18.298,2527.495,20.023,19.128,
2400000,18.687,200.187,18.776,15.469,
2500000,19.967,172.377,19.864,20.361,
2600000,20.896,179.503,22.018,21.915,
2700000,21.567,223.711,24.252,26.378,
2800000,22.246,200.299,25.549,21.543,
2900000,21.465,2503.572,28.244,23.546,
3000000,24.857,230.795,26.864,17.241,
3100000,22.863,2526.312,34.161,29.065,
3200000,24.094,228.951,31.825,20.165,
3300000,24.342,233.728,38.356,26.063,
3400000,26.295,3496.090,40.531,27.019,
3500000,26.805,224.678,31.559,23.670,
3600000,27.523,281.213,30.207,30.718,
3700000,28.107,2836.298,55.675,30.623,
3800000,29.318,3520.736,58.727,31.289,
3900000,29.937,255.739,57.729,30.685,
4000000,30.562,7.245,43.301,33.919,
4100000,31.351,2674.529,60.080,34.026,
4200000,33.016,309.719,76.269,67.148,
4300000,47.418,2680.208,51.699,34.511,
4400000,34.502,287.712,40.769,36.951,
4500000,35.520,12.492,26.412,35.508,
4600000,35.675,3364.380,71.956,36.655,
4700000,36.478,2342.308,67.761,36.688,
4800000,37.507,344.646,42.690,43.166,
4900000,38.588,317.002,83.588,39.038,
5000000,39.012,319.933,48.672,41.441,
5100000,39.696,6448.565,75.617,39.842,
5200000,40.324,331.985,49.052,40.346,
5300000,41.560,2869.244,65.633,41.063,
5400000,42.375,395.830,63.235,41.718,
5500000,42.688,339.988,64.395,46.297,
5600000,43.985,366.360,53.806,46.239,
5700000,44.463,6508.043,98.202,46.325,
5800000,45.275,3434.680,89.314,45.177,
5900000,45.912,2419.263,85.759,47.788,
6000000,46.557,402.377,102.595,47.076,
6100000,47.436,2803.151,83.591,47.487,
6200000,48.220,3453.544,106.898,47.861,
6300000,48.812,431.081,73.519,50.038,
6400000,50.546,411.048,74.328,50.824,
6500000,51.427,391.789,79.045,50.427,
6600000,51.117,452.317,127.959,55.721,
6700000,51.972,2815.401,100.181,55.861,
6800000,52.298,4638.456,71.540,57.371,
6900000,53.105,6595.668,117.143,59.873,
7000000,54.027,450.986,76.806,59.450,
7100000,54.604,2901.215,104.112,59.826,
7200000,55.187,520.072,69.859,60.355,
7300000,55.487,2872.425,104.580,60.585,
7400000,56.396,3986.952,138.643,59.912,
7500000,57.070,482.841,79.032,58.147,
7600000,57.460,4683.698,99.417,59.134,
7700000,58.146,477.290,95.921,64.235,
7800000,58.418,521.849,158.993,64.605,
7900000,59.437,2926.041,119.939,64.400,
8000000,59.865,473.551,97.808,66.698,
8100000,60.451,552.291,99.891,67.355,
8200000,60.616,4061.967,144.854,70.000,
8300000,62.546,2540.949,132.545,64.353,
8400000,62.912,566.953,97.954,70.042,
8500000,63.642,3396.597,106.216,66.027,
8600000,64.457,4095.916,168.881,66.564,
8700000,65.958,6717.358,157.695,71.437,
8800000,66.731,554.907,91.499,68.963,
8900000,67.740,2971.606,128.323,70.250,
9000000,68.540,21.098,56.358,72.318,
9100000,69.541,556.167,98.319,74.400,
9200000,70.952,4768.967,124.269,75.022,
9300000,71.413,6730.901,183.431,72.462,
9400000,72.612,3632.709,209.789,77.620,
9500000,75.077,3453.465,126.313,82.848,
9600000,76.042,639.496,103.821,80.598,
9700000,76.847,3056.106,156.278,80.127,
9800000,77.958,627.373,198.813,81.203,
9900000,78.674,652.385,117.397,80.912,
10000000,77.122,616.036,111.145,77.315,
2,0.001,0.023,0.001,0.000,
100000,0.504,6.306,1.018,0.533,
200000,1.035,11.915,1.555,0.791,
300000,1.279,16.653,2.195,1.352,
400000,1.797,23.484,3.904,2.102,
500000,2.512,3.258,6.164,2.661,
600000,3.018,39.519,5.578,3.194,
700000,3.733,45.051,4.583,3.235,
800000,3.164,43.445,5.216,4.155,
900000,3.679,48.805,8.092,4.814,
1000000,4.444,3.673,11.499,5.125,
1100000,4.502,62.341,8.973,5.899,
1200000,5.255,70.123,8.553,6.262,
1300000,5.519,73.703,10.849,6.321,
1400000,5.990,82.653,11.100,7.701,
1500000,12.672,90.343,12.317,14.424,
1600000,11.884,93.776,10.501,14.258,
1700000,12.965,104.724,16.714,12.204,
1800000,12.961,102.474,11.878,13.545,
1900000,13.748,113.709,18.261,14.491,
2000000,15.215,6.254,16.434,15.774,
2100000,16.437,122.775,13.657,11.011,
2200000,17.309,138.358,16.803,17.405,
2300000,17.546,129.692,19.794,17.338,
2400000,17.731,139.460,18.906,20.384,
2500000,19.387,145.285,19.153,18.148,
2600000,19.072,146.172,30.142,19.192,
2700000,19.565,152.110,22.087,21.288,
2800000,21.368,157.475,22.228,20.671,
2900000,20.856,162.911,31.031,21.656,
3000000,21.957,168.324,26.845,25.035,
3100000,22.759,174.775,29.727,29.327,
3200000,23.149,179.288,30.928,27.202,
3300000,23.779,185.067,47.575,28.630,
3400000,26.255,192.281,45.622,27.906,
3500000,26.778,195.806,31.883,31.307,
3600000,27.477,204.879,35.838,28.237,
3700000,28.093,210.684,42.720,33.360,
3800000,29.443,215.974,55.472,32.426,
3900000,30.582,218.733,59.520,32.141,
4000000,31.406,6.896,44.848,32.178,
4100000,32.074,232.866,58.141,33.082,
4200000,33.609,242.228,63.374,33.092,
4300000,33.919,244.281,56.107,34.429,
4400000,34.960,246.097,42.640,39.546,
4500000,35.950,8.893,25.877,36.060,
4600000,36.356,265.865,73.191,38.161,
4700000,37.198,266.396,65.664,40.173,
4800000,38.315,267.530,46.228,39.955,
4900000,39.234,282.942,78.305,40.647,
5000000,40.088,284.544,55.439,42.257,
5100000,40.439,294.702,88.073,42.615,
5200000,41.603,290.077,53.252,46.631,
5300000,42.803,300.742,68.693,44.244,
5400000,43.710,304.563,52.231,43.930,
5500000,46.229,313.216,67.663,47.529,
5600000,45.074,312.403,47.459,48.091,
5700000,46.068,329.657,94.620,45.015,
5800000,46.327,335.486,90.102,54.247,
5900000,47.550,334.178,68.114,50.206,
6000000,48.085,338.495,89.330,50.366,
6100000,48.696,346.257,80.901,48.335,
6200000,49.685,358.957,101.506,48.985,
6300000,50.453,354.465,71.237,50.212,
6400000,50.859,357.090,60.003,51.021,
6500000,51.762,361.944,63.243,51.727,
6600000,52.822,380.593,116.471,53.712,
6700000,53.679,379.703,101.808,53.229,
6800000,54.241,385.068,91.078,55.065,
6900000,54.799,398.312,110.866,55.346,
7000000,56.033,395.699,73.416,57.717,
7100000,56.763,402.838,100.691,58.625,
7200000,57.846,410.257,68.080,58.346,
7300000,58.331,414.308,105.552,57.965,
7400000,59.064,427.443,132.688,58.497,
7500000,59.580,423.941,72.296,60.048,
7600000,60.198,430.922,97.610,63.160,
7700000,61.206,435.544,76.282,63.425,
7800000,61.783,447.893,151.090,61.721,
7900000,63.017,448.459,112.390,65.474,
8000000,63.514,429.790,120.064,66.217,
8100000,64.028,458.046,95.355,64.360,
8200000,65.310,475.091,159.412,68.256,
8300000,66.228,478.267,131.914,69.709,
8400000,67.109,475.516,99.233,70.587,
8500000,67.514,480.384,114.563,67.518,
8600000,68.170,506.613,169.085,70.125,
8700000,68.933,510.477,164.209,71.583,
8800000,69.831,497.734,90.713,72.915,
8900000,70.783,504.916,124.220,74.580,
9000000,71.514,11.088,56.975,71.359,
9100000,71.286,515.188,111.454,71.929,
9200000,72.520,520.292,129.566,72.629,
9300000,73.056,545.431,189.611,74.673,
9400000,74.655,550.259,198.578,73.820,
9500000,73.500,538.232,129.445,76.911,
9600000,74.825,542.297,96.876,75.216,
9700000,74.999,548.473,140.527,76.559,
9800000,75.756,570.978,214.085,76.877,
9900000,76.123,558.885,103.092,80.043,
10000000,77.030,565.046,100.983,79.696,
2,0.001,0.026,0.001,0.000,
100000,0.532,6.298,1.026,0.495,
200000,0.909,11.161,1.470,0.864,
300000,1.381,19.031,2.120,1.414,
400000,2.024,25.146,3.733,2.111,
500000,2.643,3.273,5.815,2.657,
600000,2.763,37.389,4.977,4.145,
700000,4.320,43.672,6.015,3.616,
800000,3.323,45.000,5.626,4.765,
900000,4.698,50.546,6.137,4.792,
1000000,4.365,3.642,8.942,5.204,
1100000,4.625,64.906,8.273,10.176,
1200000,5.668,73.884,10.972,9.175,
1300000,5.846,77.410,8.775,6.503,
1400000,6.423,85.255,11.392,6.936,
1500000,11.727,92.769,10.703,11.249,
1600000,12.181,90.946,10.424,13.068,
1700000,13.003,101.723,12.963,15.461,
1800000,16.477,136.089,13.635,16.841,
1900000,18.547,151.990,18.847,18.431,
2000000,19.755,8.125,21.522,19.334,
2100000,20.183,159.080,19.737,13.433,
2200000,21.890,175.184,17.038,21.636,
2300000,22.081,173.658,19.393,21.272,
2400000,22.004,179.868,18.476,23.253,
2500000,23.838,188.150,21.112,24.116,
2600000,25.207,195.707,20.878,24.396,
2700000,25.119,203.027,24.883,26.443,
2800000,26.863,210.569,23.976,27.223,
2900000,27.711,218.263,29.896,28.189,
3000000,29.054,225.302,27.669,30.496,
3100000,29.835,233.110,36.816,29.996,
3200000,30.608,240.203,31.712,31.188,
3300000,31.575,247.780,43.980,34.053,
3400000,33.024,257.069,41.900,33.266,
3500000,33.776,258.690,29.570,34.429,
3600000,34.629,271.680,33.348,35.865,
3700000,35.504,278.943,47.157,39.190,
3800000,36.168,287.298,45.245,36.755,
3900000,36.925,292.750,53.809,37.227,
4000000,37.518,9.207,68.474,40.550,
4100000,38.344,308.219,52.454,39.055,
4200000,40.070,321.402,68.747,40.313,
4300000,40.646,323.212,59.212,41.230,
4400000,41.784,324.964,45.277,41.509,
4500000,43.028,11.908,29.040,46.348,
4600000,43.514,353.673,77.860,43.108,
4700000,44.449,352.535,58.194,46.800,
4800000,45.648,353.848,47.738,45.349,
4900000,46.838,375.022,78.536,47.360,
5000000,48.858,375.577,56.578,50.223,
5100000,49.643,392.104,78.898,50.979,
5200000,51.998,383.527,42.212,50.976,
5300000,51.887,398.083,68.980,51.249,
5400000,52.801,402.443,58.509,52.088,
5500000,53.632,412.865,63.147,53.515,
5600000,54.522,413.199,57.717,52.800,
5700000,54.489,437.928,93.835,54.045,
5800000,55.249,445.317,98.951,54.697,
5900000,56.198,442.206,79.138,55.361,
6000000,57.035,446.938,98.573,56.637,
6100000,57.731,457.956,75.327,74.973,
6200000,59.055,475.519,105.833,59.765,
6300000,61.560,469.265,72.603,63.132,
6400000,62.526,472.077,56.177,60.685,
6500000,61.997,479.069,70.611,61.272,
6600000,62.850,504.190,127.455,65.358,
6700000,63.684,460.769,94.051,51.696,
6800000,52.587,385.856,98.831,54.080,
6900000,54.536,398.308,133.776,58.057,
7000000,55.972,395.920,80.229,55.238,
7100000,56.558,403.716,92.603,56.075,
