device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Array3dAverage,THREE_D,64,1,1,64,1,11.722,0.609,0.001,0.488,0.436,0.176
GTX 780,Array3dAverage,THREE_D,64,1,2,64,1,8.786,0.524,0.001,0.469,0.36,0.143
GTX 780,Array3dAverage,THREE_D,64,1,4,64,1,8.86,0.526,0.001,0.466,0.36,0.148
GTX 780,Array3dAverage,THREE_D,64,1,8,64,1,8.782,0.533,0.001,0.467,0.364,0.142
GTX 780,Array3dAverage,THREE_D,64,1,16,64,1,8.824,0.531,0.001,0.472,0.361,0.151
GTX 780,Array3dAverage,THREE_D,64,1,64,1,1,8.783,0.527,0.001,0.464,0.365,0.143
GTX 780,Array3dAverage,THREE_D,64,1,64,2,1,8.785,0.526,0.001,0.464,0.448,0.142
GTX 780,Array3dAverage,THREE_D,64,1,64,4,1,8.822,0.526,0.001,0.466,0.446,0.148
GTX 780,Array3dAverage,THREE_D,64,1,64,8,1,8.784,0.53,0.001,0.473,0.45,0.141
GTX 780,Array3dAverage,THREE_D,64,1,64,16,1,8.823,0.527,0,0.475,0.483,0.144
GTX 780,Array3dAverage,THREE_D,64,2,1,64,1,8.776,0.538,0,0.292,0.365,0.142
GTX 780,Array3dAverage,THREE_D,64,2,2,64,1,8.782,0.529,0.001,0.293,0.366,0.143
GTX 780,Array3dAverage,THREE_D,64,2,4,64,1,8.785,0.525,0.001,0.294,0.361,0.143
GTX 780,Array3dAverage,THREE_D,64,2,8,64,1,8.783,0.527,0.001,0.296,0.365,0.142
GTX 780,Array3dAverage,THREE_D,64,2,64,1,1,8.784,0.525,0,0.291,0.359,0.142
GTX 780,Array3dAverage,THREE_D,64,2,64,2,1,8.823,0.531,0.001,0.294,0.449,0.148
GTX 780,Array3dAverage,THREE_D,64,2,64,4,1,8.782,0.53,0.001,0.295,0.454,0.142
GTX 780,Array3dAverage,THREE_D,64,2,64,8,1,8.784,0.523,0,0.296,0.453,0.141
GTX 780,Array3dAverage,THREE_D,64,4,1,64,1,8.785,0.528,0,0.206,0.358,0.143
GTX 780,Array3dAverage,THREE_D,64,4,2,64,1,8.863,0.54,0.001,0.211,0.365,0.143
GTX 780,Array3dAverage,THREE_D,64,4,4,64,1,8.784,0.531,0,0.208,0.359,0.142
GTX 780,Array3dAverage,THREE_D,64,4,64,1,1,8.784,0.532,0,0.206,0.36,0.142
GTX 780,Array3dAverage,THREE_D,64,4,64,2,1,8.822,0.525,0.001,0.207,0.448,0.142
GTX 780,Array3dAverage,THREE_D,64,4,64,4,1,8.785,0.53,0.001,0.209,0.445,0.142
GTX 780,Array3dAverage,THREE_D,64,8,1,64,1,8.864,0.53,0.001,0.162,0.361,0.142
GTX 780,Array3dAverage,THREE_D,64,8,2,64,1,8.783,0.526,0.001,0.164,0.364,0.142
GTX 780,Array3dAverage,THREE_D,64,8,64,1,1,8.779,0.522,0.001,0.161,0.36,0.142
GTX 780,Array3dAverage,THREE_D,64,8,64,2,1,8.78,0.526,0,0.165,0.446,0.142
GTX 780,Array3dAverage,THREE_D,64,16,1,64,1,8.784,0.528,0.001,0.147,0.359,0.142
GTX 780,Array3dAverage,THREE_D,64,16,64,1,1,8.785,0.526,0,0.147,0.36,0.142
GTX 780,Array3dAverage,THREE_D,64,64,1,1,1,8.784,0.531,0.001,0.155,0.359,0.14
GTX 780,Array3dAverage,THREE_D,64,64,1,2,1,8.824,0.53,0.001,0.137,0.448,0.141
GTX 780,Array3dAverage,THREE_D,64,64,1,4,1,8.785,0.528,0.001,0.137,0.447,0.141
GTX 780,Array3dAverage,THREE_D,64,64,1,8,1,8.784,0.525,0,0.14,0.444,0.14
GTX 780,Array3dAverage,THREE_D,64,64,1,16,1,8.784,0.526,0,0.144,0.448,0.144
GTX 780,Array3dAverage,THREE_D,64,64,2,1,1,8.82,0.528,0,0.139,0.447,0.146
GTX 780,Array3dAverage,THREE_D,64,64,2,2,1,8.871,0.523,0.001,0.137,0.441,0.143
GTX 780,Array3dAverage,THREE_D,64,64,2,4,1,8.821,0.521,0.001,0.14,0.447,0.142
GTX 780,Array3dAverage,THREE_D,64,64,2,8,1,8.782,0.52,0.001,0.146,0.448,0.148
GTX 780,Array3dAverage,THREE_D,64,64,4,1,1,8.821,0.518,0.001,0.138,0.442,0.141
GTX 780,Array3dAverage,THREE_D,64,64,4,2,1,8.785,0.519,0.001,0.14,0.481,0.142
GTX 780,Array3dAverage,THREE_D,64,64,4,4,1,8.784,0.52,0,0.148,0.446,0.141
GTX 780,Array3dAverage,THREE_D,64,64,8,1,1,8.822,0.538,0.001,0.157,0.445,0.14
GTX 780,Array3dAverage,THREE_D,64,64,8,2,1,8.859,0.53,0.001,0.143,0.444,0.141
GTX 780,Array3dAverage,THREE_D,64,64,16,1,1,8.86,0.526,0.001,0.143,0.445,0.161
