device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,NBody,ONE_D,786432,0.005,1,1,1,1,12,68.853,12.639,0.002,836446,0,2.306
GTX 780,NBody,ONE_D,786432,0.005,1,2,1,1,12,67.79,12.801,0.002,420302,0.001,2.34
GTX 780,NBody,ONE_D,786432,0.005,1,4,1,1,12,68.151,12.681,0.003,210799,0.001,2.303
GTX 780,NBody,ONE_D,786432,0.005,1,8,1,1,12,67.502,12.622,0.002,106523,0,2.195
GTX 780,NBody,ONE_D,786432,0.005,1,16,1,1,12,67.086,12.546,0.001,53422.4,0,2.1
GTX 780,NBody,ONE_D,786432,0.005,1,32,1,1,12,67.16,12.616,0.002,28832.4,0,2.022
GTX 780,NBody,ONE_D,786432,0.005,1,64,1,1,12,66.17,12.417,0.002,15547.6,0.001,2.1
GTX 780,NBody,ONE_D,786432,0.005,1,128,1,1,12,66.516,12.493,0.001,13851.1,0,2.091
GTX 780,NBody,ONE_D,786432,0.005,1,256,1,1,12,66.185,12.451,0.001,13834.7,0,2.039
GTX 780,NBody,ONE_D,786432,0.005,1,512,1,1,12,66.196,12.387,0.002,13827.2,0,2.126
GTX 780,NBody,ONE_D,786432,0.005,1,1024,1,1,12,66.363,12.59,0.001,16757.6,0,2.078
