device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,1,1,1,32,501.557,100.92,0.003,1873.24,0,2.904
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,2,1,1,32,498.261,100.863,0.003,1444.06,0.001,2.977
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,4,1,1,32,497.733,100.835,0.004,1238.98,0.001,2.967
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,8,1,1,32,498.056,101.265,0.004,1137.39,0,2.935
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,16,1,1,32,497.37,146.604,0.003,1085.93,0,2.956
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,32,1,1,32,499.086,100.934,0.003,1060.92,0,3.037
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,64,1,1,32,498.901,100.81,0.003,1059.12,0.001,2.959
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,128,1,1,32,497.889,100.856,0.004,1059.69,0,2.925
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,256,1,1,32,504.486,101.09,0.003,1060.54,0,2.966
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,512,1,1,32,497.744,100.913,0.003,1065.8,0.001,2.917
GTX 780,FluidSimulation,ONE_D,32,2048,2048,3,1024,1,1,32,497.969,100.999,0.004,1075.54,0.001,2.899
