device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,91.92,16.747,0.002,1.48265e+06,0.001,2.938
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,90.117,17.066,0.002,741946,0.001,2.871
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,90.164,16.984,0.003,373022,0,2.82
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,90.035,16.949,0.001,187605,0.001,2.748
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,89.93,17.027,0.003,95281.6,0,2.695
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,89.622,16.978,0.002,51280.8,0,2.661
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,89.564,16.883,0.004,27518.1,0,2.597
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,88.728,16.847,0.003,24503.2,0,2.666
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,89.02,16.856,0.003,24476.7,0,2.599
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,512,1,1,16,88.641,16.844,0.003,24464.7,0.001,2.66
GTX 780,NBody,ONE_D,1.04858e+06,0.005,1,1024,1,1,16,89.051,16.888,0.003,29931.7,0.001,2.612
