device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,205,355,1,1,1,192,0.008,0,0.001,0.026,0,0.006
GTX 780,Computation,ONE_D,205,355,2,1,1,192,0.003,0,0,0.02,0,0.007
GTX 780,Computation,ONE_D,205,355,4,1,1,192,0.003,0,0,0.014,0,0.006
GTX 780,Computation,ONE_D,205,355,8,1,1,192,0.003,0,0,0.012,0.001,0.005
GTX 780,Computation,ONE_D,205,355,16,1,1,192,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,32,1,1,192,0.003,0,0.001,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,64,1,1,192,0.003,0,0.001,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,128,1,1,192,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,256,1,1,192,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,512,1,1,192,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,205,355,1024,1,1,192,0.003,0,0.001,-1,-1,-1
