device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,1,1,39,411.878,28.071,0.002,29627.5,19.992,0.747
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,2,1,39,411.486,28.063,0.002,15766.9,20.076,0.793
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,4,1,39,410.684,28.113,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,8,1,39,411.095,28.292,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,16,1,39,410.904,28.17,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,32,1,39,410.856,28.107,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,64,1,39,411.838,28.145,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,128,1,39,411.097,28.14,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,256,1,39,411.554,28.08,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,512,1,39,411.788,28.151,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,1,1024,1,39,411.746,28.147,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,1,1,39,410.891,28.187,0.002,14879.8,20.183,0.761
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,2,1,39,411.283,28.158,0.002,7904.87,20.198,0.764
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,4,1,39,411.463,28.124,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,8,1,39,410.727,28.129,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,16,1,39,412.197,28.095,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,32,1,39,410.723,28.134,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,64,1,39,411.65,28.081,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,128,1,39,411.16,28.163,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,256,1,39,411.279,28.103,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,2,512,1,39,410.958,28.146,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,1,1,39,411.485,28.254,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,2,1,39,410.79,28.071,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,4,1,39,410.888,28.209,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,8,1,39,411.167,28.115,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,16,1,39,410.929,28.088,0.003,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,3238,3238,3238,4,32,1,39,411.926,28.121,0.002,-1,-1,-1
