device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,1,1,8,179.648,0.73,0.002,1097.03,0.002,1.307
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,2,1,8,179.162,0.711,0.002,588.813,0.002,1.227
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,4,1,8,180.38,0.721,0.002,329.641,0.002,1.161
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,8,1,8,180.647,0.717,0.002,192.493,0.001,1.159
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,16,1,8,181.028,0.718,0.002,124.579,0.001,1.125
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,32,1,8,181.427,0.731,0.002,90.672,0.002,1.098
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,64,1,8,180.618,0.725,0.001,90.219,0.002,1.102
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,128,1,8,180.903,0.721,0.002,89.742,0.001,1.098
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,256,1,8,181.122,0.727,0.002,90.526,0.001,1.155
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,512,1,8,180.842,0.725,0.002,91.773,0.002,1.092
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,1,1024,1,8,180.89,0.724,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,2,1,1,8,180.713,0.674,0,588.153,0.002,1.225
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,2,2,1,8,180.226,0.715,0.002,326.742,0.002,1.172
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,2,4,1,8,180.872,0.718,0.002,192.604,0.002,1.138
GTX 780,MonteCarloAsian,TWO_D,512,1024,4,2,8,1,8,180.425,0.725,0.002,124.374,0.001,1.122
