device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,696,683,1,1,1,128,0.008,0,0.001,0.027,0,0.006
GTX 780,Computation,ONE_D,696,683,2,1,1,128,0.004,0,0.001,0.015,0,0.006
GTX 780,Computation,ONE_D,696,683,4,1,1,128,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,696,683,8,1,1,128,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,696,683,16,1,1,128,0.002,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,696,683,32,1,1,128,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,696,683,64,1,1,128,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,696,683,128,1,1,128,0.003,0,0.001,0.012,0,0.005
GTX 780,Computation,ONE_D,696,683,256,1,1,128,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,696,683,512,1,1,128,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,696,683,1024,1,1,128,0.002,0,0,-1,-1,-1
GTX 780,Computation,ONE_D,912,987,1,1,1,128,0.007,0,0,0.026,0,0.006
GTX 780,Computation,ONE_D,912,987,2,1,1,128,0.004,0,0.001,0.014,0,0.006
GTX 780,Computation,ONE_D,912,987,4,1,1,128,0.003,0,0,0.013,0,0.006
GTX 780,Computation,ONE_D,912,987,8,1,1,128,0.003,0,0,0.012,0,0.006
GTX 780,Computation,ONE_D,912,987,16,1,1,128,0.003,0,0.001,0.012,0,0.006
GTX 780,Computation,ONE_D,912,987,32,1,1,128,0.003,0.001,0,0.012,0,0.005
GTX 780,Computation,ONE_D,912,987,64,1,1,128,0.002,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,912,987,128,1,1,128,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,912,987,256,1,1,128,0.003,0,0,0.012,0,0.005
GTX 780,Computation,ONE_D,912,987,512,1,1,128,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,912,987,1024,1,1,128,0.003,0,0,-1,-1,-1
