device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.165,8.142,0.001,2.768,6.591,2.663
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.215,7.349,0.001,2.111,3.321,2.233
GTX 780,Reduction,ONE_D,786432,4,1,1,12,61.039,7.495,0.001,1.693,1.777,2.055
GTX 780,Reduction,ONE_D,786432,8,1,1,12,60.701,7.786,0.001,1.445,1.027,1.927
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.551,7.834,0,1.306,0.694,1.927
GTX 780,Reduction,ONE_D,786432,32,1,1,12,60.657,7.916,0,1.253,0.595,1.921
GTX 780,Reduction,ONE_D,786432,64,1,1,12,61.09,7.878,0.001,1.221,0.516,1.964
GTX 780,Reduction,ONE_D,786432,128,1,1,12,60.893,7.816,0.001,1.218,0.492,1.924
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.579,7.81,0.001,1.203,0.463,1.919
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.642,7.842,0.001,1.22,0.454,1.933
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.625,7.886,0.001,1.255,0.449,1.918
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.308,8.087,0.001,2.772,6.583,2.718
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.355,7.51,0.001,2.106,3.163,2.28
GTX 780,Reduction,ONE_D,786432,4,1,1,12,60.958,7.68,0.001,1.69,1.715,2.21
GTX 780,Reduction,ONE_D,786432,8,1,1,12,61.05,7.775,0.001,1.444,1.02,2.057
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.643,7.841,0.001,1.309,0.693,1.985
GTX 780,Reduction,ONE_D,786432,32,1,1,12,60.682,7.809,0.001,1.225,0.577,1.967
GTX 780,Reduction,ONE_D,786432,64,1,1,12,60.747,7.829,0.001,1.199,0.51,1.977
GTX 780,Reduction,ONE_D,786432,128,1,1,12,60.797,7.831,0.001,1.198,0.475,1.988
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.629,7.878,0.001,1.222,0.495,2.006
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.759,7.875,0.001,1.223,0.457,1.971
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.521,7.918,0.001,1.255,0.453,1.971
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.44,8.702,0.001,2.761,6.629,2.656
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.303,7.596,0,2.097,3.374,2.245
GTX 780,Reduction,ONE_D,786432,4,1,1,12,60.948,7.605,0.001,1.689,1.773,2.091
GTX 780,Reduction,ONE_D,786432,8,1,1,12,60.658,7.9,0.001,1.444,1.025,1.945
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.67,8.006,0,1.305,0.706,1.972
GTX 780,Reduction,ONE_D,786432,32,1,1,12,60.723,7.953,0.001,1.225,0.583,1.931
GTX 780,Reduction,ONE_D,786432,64,1,1,12,60.518,7.966,0.001,1.197,0.517,1.94
GTX 780,Reduction,ONE_D,786432,128,1,1,12,60.675,7.953,0.001,1.195,0.502,2.01
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.531,7.982,0,1.203,0.468,1.927
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.588,7.998,0.001,1.221,0.457,1.938
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.723,7.941,0.001,1.253,0.46,1.956
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.259,8.216,0.001,2.767,6.547,2.678
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.505,7.656,0.001,2.107,3.19,2.261
GTX 780,Reduction,ONE_D,786432,4,1,1,12,61.04,7.566,0.001,1.694,1.77,2.078
GTX 780,Reduction,ONE_D,786432,8,1,1,12,60.772,7.783,0.001,1.446,1.036,1.923
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.605,7.948,0.001,1.306,0.746,1.957
GTX 780,Reduction,ONE_D,786432,32,1,1,12,60.525,7.864,0.002,1.224,0.586,1.95
GTX 780,Reduction,ONE_D,786432,64,1,1,12,60.687,8.178,0.001,1.2,0.537,1.96
GTX 780,Reduction,ONE_D,786432,128,1,1,12,60.517,7.859,0.001,1.196,0.496,1.921
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.512,7.849,0.001,1.203,0.489,1.94
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.698,7.856,0.001,1.222,0.476,1.97
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.573,7.979,0.001,1.259,0.471,1.993
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.313,8.28,0.001,2.77,6.603,2.715
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.357,7.774,0.001,2.108,3.067,2.273
GTX 780,Reduction,ONE_D,786432,4,1,1,12,60.851,7.705,0.001,1.693,1.787,2.147
GTX 780,Reduction,ONE_D,786432,8,1,1,12,60.548,7.821,0,1.445,1.018,1.915
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.775,7.995,0,1.308,0.702,1.979
GTX 780,Reduction,ONE_D,786432,32,1,1,12,61.086,8.032,0.001,1.236,0.62,1.969
GTX 780,Reduction,ONE_D,786432,64,1,1,12,60.675,7.872,0.001,1.201,0.516,1.912
GTX 780,Reduction,ONE_D,786432,128,1,1,12,60.566,7.934,0.002,1.195,0.472,1.959
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.617,7.862,0.001,1.205,0.463,1.942
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.509,7.922,0.001,1.223,0.452,1.954
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.481,7.869,0.001,1.261,0.439,1.927
GTX 780,Reduction,ONE_D,786432,1,1,1,12,66.271,8.367,0.001,2.766,6.591,2.655
GTX 780,Reduction,ONE_D,786432,2,1,1,12,61.269,7.89,0.002,2.106,2.913,2.259
GTX 780,Reduction,ONE_D,786432,4,1,1,12,60.944,7.991,0.001,1.693,1.551,2.06
GTX 780,Reduction,ONE_D,786432,8,1,1,12,60.622,7.91,0.001,1.447,0.926,1.932
GTX 780,Reduction,ONE_D,786432,16,1,1,12,60.617,7.975,0.001,1.307,0.662,1.941
GTX 780,Reduction,ONE_D,786432,32,1,1,12,60.583,7.924,0,1.226,0.543,1.93
GTX 780,Reduction,ONE_D,786432,64,1,1,12,61.027,7.965,0.001,1.201,0.496,1.874
GTX 780,Reduction,ONE_D,786432,128,1,1,12,61.492,7.937,0.001,1.197,0.467,1.94
GTX 780,Reduction,ONE_D,786432,256,1,1,12,60.594,7.959,0.001,1.205,0.433,1.944
GTX 780,Reduction,ONE_D,786432,512,1,1,12,60.522,7.97,0.001,1.223,0.427,1.936
GTX 780,Reduction,ONE_D,786432,1024,1,1,12,60.57,7.917,0.001,1.258,0.418,1.863
