device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Array3dAverage,THREE_D,100,1,1,2,3.8147,44.994,1.697,0.001,6.088,1.693,0.193
GTX 780,Array3dAverage,THREE_D,100,1,1,4,3.8147,44.809,1.697,0.001,3.43,1.702,0.184
GTX 780,Array3dAverage,THREE_D,100,1,2,1,3.8147,46.053,1.689,0.001,5.941,1.699,0.189
GTX 780,Array3dAverage,THREE_D,100,1,2,2,3.8147,44.815,1.7,0.001,3.408,1.71,0.184
GTX 780,Array3dAverage,THREE_D,100,1,2,4,3.8147,44.809,1.698,0.001,2.124,1.703,0.184
GTX 780,Array3dAverage,THREE_D,100,1,4,1,3.8147,34.548,1.431,0.001,3.346,1.441,0.147
GTX 780,Array3dAverage,THREE_D,100,1,4,2,3.8147,33.624,1.43,0.001,2.099,1.444,0.151
GTX 780,Array3dAverage,THREE_D,100,1,4,4,3.8147,33.661,1.434,0.001,1.59,1.466,0.148
GTX 780,Array3dAverage,THREE_D,100,2,1,1,3.8147,35.786,1.432,0.001,5.353,1.444,0.155
GTX 780,Array3dAverage,THREE_D,100,2,1,2,3.8147,33.625,1.424,0.001,3.119,1.446,0.149
GTX 780,Array3dAverage,THREE_D,100,2,1,4,3.8147,33.697,1.461,0.001,1.799,1.454,0.149
GTX 780,Array3dAverage,THREE_D,100,2,2,1,3.8147,34.288,1.42,0.001,3.038,1.458,0.147
GTX 780,Array3dAverage,THREE_D,100,2,2,2,3.8147,33.731,1.456,0.001,1.765,1.453,0.147
GTX 780,Array3dAverage,THREE_D,100,2,2,4,3.8147,33.7,1.421,0.004,1.119,1.447,0.147
GTX 780,Array3dAverage,THREE_D,100,2,4,1,3.8147,34.557,1.429,0.001,1.746,1.448,0.148
GTX 780,Array3dAverage,THREE_D,100,2,4,2,3.8147,33.618,1.428,0,1.117,1.456,0.15
GTX 780,Array3dAverage,THREE_D,100,2,4,4,3.8147,33.623,1.43,0.001,0.868,1.48,0.153
GTX 780,Array3dAverage,THREE_D,100,4,1,1,3.8147,35.645,1.42,0.001,2.747,1.462,0.149
GTX 780,Array3dAverage,THREE_D,100,4,1,2,3.8147,33.932,1.42,0.001,1.627,1.469,0.158
GTX 780,Array3dAverage,THREE_D,100,4,1,4,3.8147,33.782,1.447,0,0.977,1.449,0.151
GTX 780,Array3dAverage,THREE_D,100,4,2,1,3.8147,34.362,1.416,0.001,1.584,1.442,0.148
GTX 780,Array3dAverage,THREE_D,100,4,2,2,3.8147,33.62,1.419,0,0.947,1.452,0.148
GTX 780,Array3dAverage,THREE_D,100,4,2,4,3.8147,33.657,1.42,0.001,0.624,1.453,0.146
GTX 780,Array3dAverage,THREE_D,100,4,4,1,3.8147,34.276,1.426,0,0.934,1.441,0.147
GTX 780,Array3dAverage,THREE_D,100,4,4,2,3.8147,33.733,1.423,0,0.624,1.445,0.152
GTX 780,Array3dAverage,THREE_D,100,4,4,4,3.8147,33.696,1.43,0,0.469,1.45,0.146
