device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,1,1,1,20,112.565,21.022,0.002,2.31911e+06,0,3.399
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,2,1,1,20,112.729,24.932,0.002,1.16406e+06,0,3.44
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,4,1,1,20,122.282,21.246,0.002,584888,0.001,3.397
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,8,1,1,20,112.808,21.242,0.002,293926,0.001,3.332
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,16,1,1,20,112.737,21.266,0.002,148956,0,3.295
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,32,1,1,20,112.92,21.254,0.003,80238.3,0.001,3.276
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,64,1,1,20,112.639,21.306,0.003,43226.4,0,3.188
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,128,1,1,20,112.432,21.327,0.003,38389.1,0.001,3.236
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,256,1,1,20,112.261,21.203,0.003,38363.5,0,3.188
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,512,1,1,20,112.453,21.175,0.003,38269.5,0.001,3.214
GTX 780,NBody,ONE_D,1.31072e+06,0.005,1,1024,1,1,20,113.278,21.187,0.002,46553.6,0,3.197
