device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,1,1,1,36,202.255,38.799,0.002,7.58819e+06,0.001,5.737
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,2,1,1,36,203.452,38.781,0.003,3.75958e+06,0.001,5.715
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,4,1,1,36,202.575,39.074,0.003,1.87989e+06,0.001,5.708
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,8,1,1,36,203.567,38.918,0.003,944249,0.001,5.662
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,16,1,1,36,203.129,39.319,0.002,477938,0,5.589
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,32,1,1,36,202.69,38.88,0.003,258386,0,5.48
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,64,1,1,36,202.815,38.951,0.003,139897,0.001,5.452
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,128,1,1,36,202.69,38.88,0.002,123900,0,5.412
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,256,1,1,36,202.583,38.977,0.002,123724,0,5.395
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,512,1,1,36,203.019,39.178,0.003,123574,0.001,5.426
GTX 780,NBody,ONE_D,2.3593e+06,0.005,1,1024,1,1,36,202.559,38.916,0.003,150132,0,5.51
