device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,1,1,1,384,0.016,0,0.004,1.377,0.001,0.886
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,2,1,1,384,0.012,0.001,0.003,1.071,0.001,1.003
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,4,1,1,384,0.012,0.001,0.004,0.588,0.001,0.947
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,8,1,1,384,0.011,0,0.004,0.567,0,0.957
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,16,1,1,384,0.012,0,0.004,0.553,0.001,1.101
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,32,1,1,384,0.011,0,0.004,0.372,0.001,0.994
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,64,1,1,384,0.009,0,0.004,0.526,0,0.961
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,128,1,1,384,0.009,0,0.003,0.53,0,0.988
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,256,1,1,384,0.011,0,0.003,0.519,0.001,0.969
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,512,1,1,384,0.004,0,0.001,0.561,0.001,0.959
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,1024,1,1,384,0.01,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,2048,1,1,384,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,4096,1,1,384,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,309,8192,1,1,384,0.01,0,0.003,-1,-1,-1
