device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,1,1,1,21,118.067,41.428,0.009,1910.95,6.742,1.94
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,2,1,1,21,154.353,43.568,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,4,1,1,21,153.199,40.503,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,8,1,1,21,150.624,33.029,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,16,1,1,21,115.584,32.764,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,32,1,1,21,116.486,33.734,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,64,1,1,21,118.63,32.973,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,128,1,1,21,114.739,33.458,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,256,1,1,21,117.256,33.565,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,512,1,1,21,117.549,33.495,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,1024,1,1,21,118.921,34.798,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,2048,1,1,21,114.154,33.437,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,4096,1,1,21,116.915,32.759,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2401,2401,64,64,8192,1,1,21,118.102,33.732,0.008,-1,-1,-1
