device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,20,0,0,0,1.346,0.001,0.946
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,20,0.001,0.001,0,0.891,0.001,1.01
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,20,0,0.001,0,0.381,0.001,1.035
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,20,0.001,0,0,0.324,0.001,0.971
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,20,0,0.001,0,0.376,0.001,0.979
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,20,0,0,0,0.38,0.001,0.967
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,20,0,0,0,0.39,0.001,1.014
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,20,0.001,0.001,0,0.337,0.001,1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,20,0.001,0,0,0.316,0.001,0.996
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,20,0.001,0,0,0.322,0.001,0.99
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,20,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,20,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,20,0.001,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,20,0,0,0.001,1.334,0.001,0.817
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,20,0,0,0,0.83,0,0.959
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,20,0,0,0.001,0.375,0.001,1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,20,0.001,0.001,0,0.517,0,1.03
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,20,0.001,0.001,0,0.362,0.001,1.022
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,20,0.001,0.001,0,0.332,0.001,1.09
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,20,0.001,0,0,0.323,0.001,1.018
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,20,0,0.001,0,0.308,0.001,1.008
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,20,0.001,0,0,0.344,0.001,0.913
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,20,0,0.001,0,0.39,0.001,0.934
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,20,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,20,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,20,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,20,0,0,0.001,1.456,0.001,0.717
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,20,0,0,0.001,0.915,0.001,0.96
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,20,0.001,0.001,0,0.417,0,0.896
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,20,0.001,0,0,0.402,0,0.946
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,20,0.001,0,0,0.407,0.001,0.949
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,20,0.001,0,0.001,0.409,0.001,0.938
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,20,0,0,0.001,0.399,0.001,0.946
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,20,0,0,0.001,0.402,0,0.938
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,20,0,0,0.001,0.379,0.001,0.983
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,20,0.001,0,0,0.33,0,0.939
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,20,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,20,0,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,20,0,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,20,0,0,0,1.378,0,1.134
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,20,0,0,0.001,0.712,0,0.958
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,20,0,0,0.001,0.421,0,0.984
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,20,0.001,0.001,0,0.351,0,1.005
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,20,0,0,0.001,0.347,0,1.012
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,20,0,0,0,0.341,0,1.02
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,20,0,0,0,0.332,0,1.077
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,20,0,0,0,0.497,0.001,0.984
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,20,0,0,0,0.323,0,1.008
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,20,0,0,0.001,0.298,0.001,0.996
