device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,1,1,17,248.54,30.228,0.011,3352.76,9.632,2.091
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,2,1,17,209.35,26.931,0.009,3033.5,12.415,2.01
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,4,1,17,230.259,27.247,0.01,2752.51,11.36,2.053
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,8,1,17,245.659,32.228,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,16,1,17,244.776,29.042,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,32,1,17,230.472,24.784,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,64,1,17,184.276,25.451,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,128,1,17,184.259,24.758,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,256,1,17,184.281,24.614,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,512,1,17,184.494,25.48,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,1024,1,17,184.273,25.305,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,2048,1,17,184.619,25.519,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,4096,1,17,184.72,24.499,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,1,8192,1,17,185.502,24.851,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,2,1,1,17,184.333,25.079,0.009,3334.84,11.852,2.571
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,2,2,1,17,243.844,32.197,0.012,2883.36,10.142,1.944
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,2,4,1,17,215.981,26.871,0.009,2652.93,11.819,2.014
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,2,8,1,17,245.136,32.179,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2172,2172,2172,2,16,1,17,229.213,25.488,0.009,-1,-1,-1
