device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1,1,1,38,213.617,33.258,0.015,12.341,22.782,2.3
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2,1,1,38,200.197,31.789,0.01,8.984,16.992,1.97
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,4,1,1,38,197.544,30.58,0.01,7.417,9.75,3.021
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,8,1,1,38,201.436,29.791,0.01,11.084,4.998,2.474
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,16,1,1,38,197.609,29.646,0.009,5.896,2.638,3.377
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,32,1,1,38,207.436,29.446,0.01,5.227,0.73,1.786
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,64,1,1,38,197.909,28.815,0.011,4.815,0.478,3.823
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,128,1,1,38,206.718,29.521,0.009,10.58,0.33,2.242
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,256,1,1,38,201.198,29.641,0.009,4.6,0.233,3.784
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,512,1,1,38,200.985,29.465,0.01,11.179,0.352,2.703
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1024,1,1,38,204.521,28.903,0.01,6.672,0.183,1.794
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2048,1,1,38,196.906,29.456,0.01,9.613,0.175,2.476
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,4096,1,1,38,198.697,29.43,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,8192,1,1,38,197.163,27.597,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1,1,1,38,212.549,32.86,0.016,13.44,26.174,2.886
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2,1,1,38,271.422,36.558,0.014,9.978,16.966,2.092
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,4,1,1,38,243.234,30.519,0.015,7.665,10.016,2.619
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,8,1,1,38,204.138,29.784,0.013,6.991,5.198,2.627
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,16,1,1,38,204.435,29.043,0.016,6.088,2.659,3.149
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,32,1,1,38,208.442,28.797,0.01,5.332,1.462,3.072
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,64,1,1,38,203.096,28.812,0.011,13.124,0.615,3.077
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,128,1,1,38,203.796,29.512,0.009,5.107,0.512,3.062
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,256,1,1,38,202.54,28.635,0.009,6.72,0.239,3.106
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,512,1,1,38,201.857,28.965,0.009,5.153,0.205,3.007
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1024,1,1,38,208.243,29.475,0.012,5.562,0.181,3.156
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2048,1,1,38,204.331,29.344,0.009,11.951,0.171,2.872
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,4096,1,1,38,205.097,28.569,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,8192,1,1,38,201.548,27.275,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1,1,1,38,214.17,32.781,0.01,12.901,21.36,1.611
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2,1,1,38,198.299,31.494,0.009,17.109,13.305,1.806
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,4,1,1,38,198.546,30.443,0.01,15.427,9.357,1.723
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,8,1,1,38,197.986,29.288,0.009,6.551,4.439,1.95
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,16,1,1,38,197.018,28.72,0.01,5.679,1.335,2.388
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,32,1,1,38,200.333,29.718,0.009,7.744,1.387,2.319
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,64,1,1,38,199.825,29.088,0.009,4.908,0.513,1.672
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,128,1,1,38,199.471,29.131,0.009,9.12,0.504,2.167
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,256,1,1,38,201.164,28.475,0.008,4.436,0.365,2.268
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,512,1,1,38,208.821,29.491,0.009,5.418,0.345,2.254
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,1024,1,1,38,205.514,29.294,0.01,5.934,0.148,1.979
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.49037e+06,2048,1,1,38,203.78,28.833,0.009,9.214,0.143,1.806
