device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,1,1,1,32,190.786,47.137,0.011,4.02224e+06,0.002,8.532
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,2,1,1,32,255.907,51.453,0.009,4.02601e+06,0.001,5.76
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,4,1,1,32,254.59,55.65,0.012,4.02555e+06,0.001,5.776
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,8,1,1,32,241.952,47.77,0.007,4.01551e+06,0.002,6.507
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,16,1,1,32,250.575,49.656,0.011,242165,0.002,5.789
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,32,1,1,32,252.76,50.261,0.008,241461,0.002,6.093
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,64,1,1,32,246.926,46.147,0.008,240958,0.002,4.416
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,128,1,1,32,247.296,44.017,0.009,241993,0.002,4.385
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,256,1,1,32,226.912,45.197,0.007,245491,0.001,4.302
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,512,1,1,32,239.473,51.224,0.012,252370,0.002,4.199
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,1024,1,1,32,243.547,42.892,0.008,252882,0.002,5.244
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,2048,1,1,32,240.858,44.234,0.009,280621,0.001,4.747
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,4096,1,1,32,235.001,41.702,0.011,336741,0.002,5.65
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,2.09715e+06,0.005,1,8192,1,1,32,247.021,43.88,0.011,365520,0.001,6.233
