device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,1,1,1,16,259.372,217.09,0.017,584.195,0.001,6.232
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,2,1,1,16,251.049,178.942,0.016,494.78,0.001,7.457
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,4,1,1,16,251.202,175.895,0.018,597.895,0.001,7.2
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,8,1,1,16,290.258,183.075,0.009,446.922,0.001,4.729
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,16,1,1,16,258.363,186.725,0.03,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,32,1,1,16,248.299,193.715,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,64,1,1,16,323.958,204.968,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,128,1,1,16,310.868,185.809,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,256,1,1,16,249.619,183.685,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,512,1,1,16,243.175,181.482,0.037,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,1024,1,1,16,239.493,184.007,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,2048,1,1,16,242.213,179.457,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,4096,1,1,16,241.295,182.268,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,8192,1,1,16,235.527,186.679,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,15,1448,1448,3,1,1,1,16,254.199,185.812,0.01,526.025,0.001,6.641
