device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,1,1,17.544,11.207,0.005,7.002,1.269,1.636
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,2,1,18.727,1.884,0.007,20.039,0.616,1.425
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,4,1,15.726,1.839,0.006,12.417,0.605,1.348
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,8,1,14.415,1.79,0.005,11.583,0.601,1.462
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,16,1,14.778,1.748,0.005,8.181,0.357,1.34
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,32,1,16.131,1.721,0.007,14.875,0.353,1.342
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,64,1,12.237,1.724,0.005,15.506,0.523,1.456
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,128,1,13.602,1.683,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,256,1,11.597,1.544,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,512,1,11.592,1.515,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,1024,1,11.592,1.519,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,2048,1,11.96,3.158,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,4096,1,12.496,1.184,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,1,8192,1,11.591,1.167,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,1,1,11.592,1.169,0.004,5.478,0.454,1.716
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,2,1,15.632,1.744,0.005,13.626,0.353,1.348
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,4,1,14.725,1.758,0.005,10.962,0.607,1.337
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,8,1,14.632,1.798,0.008,15.91,0.364,1.214
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,16,1,12.628,1.741,0.005,13.109,0.598,1.344
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,32,1,12.624,1.718,0.005,10.685,0.355,1.207
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,64,1,14.631,1.711,0.005,18.14,0.59,1.321
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,128,1,16.13,1.735,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,256,1,11.602,1.538,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,512,1,11.593,1.533,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,1024,1,11.599,2.916,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,2048,1,12.141,1.266,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,2,4096,1,11.708,1.203,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,4,1,1,11.59,1.241,0.005,5.128,0.466,1.523
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,4,2,1,16.605,1.798,0.004,14.781,0.581,1.536
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,4,4,1,14.439,1.82,0.004,13.954,0.365,1.313
Intel Xeon Phi coprocessor x100 family,Array3dAverage,THREE_D,64,1,4,8,1,16.639,1.815,0.007,12.342,0.592,1.348
