device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,1,1,1,2,14.039,2.443,0.005,6.203,0.577,1.635
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,2,1,1,2,28.156,3.124,0.003,12.219,6.713,1.635
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,4,1,1,2,26.448,3.179,0.004,13.65,1.387,1.853
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,8,1,1,2,19.246,2.302,0.004,10.068,1.153,1.704
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,16,1,1,2,21.678,2.396,0.003,11.105,1.179,1.743
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,32,1,1,2,26.01,2.416,0.004,8.681,1.234,1.708
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,64,1,1,2,24.172,2.375,0.005,9.512,1.26,2.17
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,128,1,1,2,26.233,2.434,0.004,10.015,1.155,1.649
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,256,1,1,2,26.072,2.684,0.005,18.308,0.889,1.123
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,512,1,1,2,16.183,2.303,0.005,10.72,1.184,1.668
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,1024,1,1,2,15.199,2.146,0.004,12.087,1.169,1.658
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,2048,1,1,2,18.186,2.345,0.007,10.038,0.981,1.65
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,4096,1,1,2,16.699,2.367,0.004,4.59,1.32,1.661
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,8192,1,1,2,18.179,2.365,0.005,3.796,1.323,1.65
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,1,1,1,2,17.53,2.448,0.004,7.242,0.603,1.802
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,2,1,1,2,16.629,2.513,0.022,15.233,0.493,1.765
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,4,1,1,2,13.225,2.519,0.007,15.304,0.443,1.641
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,8,1,1,2,17.189,2.465,0.004,15.976,0.443,1.667
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,16,1,1,2,13.582,2.432,0.006,9.784,0.414,1.813
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,32,1,1,2,19.574,2.381,0.005,10.991,0.44,1.689
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,64,1,1,2,16.829,2.579,0.006,9.172,0.46,1.796
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,128,1,1,2,21.623,2.331,0.005,10.786,0.412,1.832
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,256,1,1,2,18.09,2.279,0.004,11.656,0.445,1.616
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,512,1,1,2,15.705,2.354,0.003,13.509,0.442,1.837
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,1024,1,1,2,19.117,2.451,0.003,11.728,0.446,1.663
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,2048,1,1,2,16.175,2.441,0.006,12.452,0.452,1.306
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,4096,1,1,2,14.69,2.441,0.005,4.874,0.442,1.204
Intel Xeon Phi coprocessor x100 family,SquareArray,ONE_D,524288,8192,1,1,2,18.152,2.371,0.003,3.35,0.415,1.409
