device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1,1,1,34,189.094,29.727,0.015,11.033,22.776,2.603
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2,1,1,34,181.581,28.991,0.01,8.246,12.963,1.992
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4,1,1,34,180.071,27.974,0.014,7.149,9.085,4.199
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8,1,1,34,186.927,26.806,0.01,6.502,4.607,2.709
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,16,1,1,34,180.138,26.317,0.011,5.486,1.374,2.873
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,32,1,1,34,191.02,27.181,0.009,8.947,0.84,1.924
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,64,1,1,34,181.242,27.663,0.01,4.715,0.655,2.013
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,128,1,1,34,187.42,27.153,0.01,4.731,0.56,2
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,256,1,1,34,181.433,26.892,0.009,5.09,0.444,1.828
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,512,1,1,34,182.89,27.555,0.01,11.41,0.343,2.122
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1024,1,1,34,186.864,27.484,0.009,4.978,0.316,2.219
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2048,1,1,34,185.75,27.646,0.009,8.24,0.292,2.083
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4096,1,1,34,184.139,27.206,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8192,1,1,34,186.214,24.639,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1,1,1,34,188.65,29.377,0.01,11.191,16.854,1.645
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2,1,1,34,176.435,28.854,0.01,8.062,13.125,2.071
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4,1,1,34,175.843,27.672,0.01,7.193,9.091,2.251
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8,1,1,34,177.197,26.679,0.01,6.279,4.622,2.326
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,16,1,1,34,179.898,26.338,0.01,5.445,1.368,2.251
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,32,1,1,34,183.922,27.018,0.009,5.085,1.227,2.162
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,64,1,1,34,183.217,26.688,0.009,4.843,0.787,2.2
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,128,1,1,34,184.532,25.939,0.009,4.63,0.294,1.646
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,256,1,1,34,178.85,26.02,0.01,4.998,0.416,1.995
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,512,1,1,34,184.908,26.543,0.01,4.943,0.191,2.398
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1024,1,1,34,185.223,26.96,0.009,6.637,0.178,1.825
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2048,1,1,34,177.777,26.567,0.01,11.938,0.172,1.996
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4096,1,1,34,178.722,26.259,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8192,1,1,34,183.85,24.451,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1,1,1,34,189.454,28.56,0.01,11.033,18.856,1.69
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2,1,1,34,179.426,27.924,0.009,8.304,13.85,1.772
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4,1,1,34,176.75,27.143,0.008,7.061,6.33,2.254
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8,1,1,34,175.835,26.197,0.009,6.448,4.728,2.486
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,16,1,1,34,183.789,26.255,0.009,5.572,2.432,2.64
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,32,1,1,34,183.597,26.067,0.01,4.917,1.337,2.792
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,64,1,1,34,184.12,26.62,0.009,5.709,0.407,1.871
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,128,1,1,34,178.063,26.398,0.008,11.615,0.281,2.41
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,256,1,1,34,186.552,26.22,0.008,11.737,0.351,2.382
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,512,1,1,34,187.349,25.641,0.008,8.808,0.201,1.689
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1024,1,1,34,177.82,26.276,0.008,9.353,0.274,2.517
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2048,1,1,34,187.177,26.34,0.009,9.379,0.145,1.659
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,4096,1,1,34,183.82,26.236,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,8192,1,1,34,183.312,23.877,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,1,1,1,34,245.663,34.41,0.016,11.711,23.342,2.206
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.22822e+06,2,1,1,34,219.557,28.996,0.015,8.186,11.718,1.77
