device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5646.32,305.59,0.01,0.188,0.009,2.304
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5657.06,285.495,0.012,0.186,0.009,2.353
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5669.12,285.997,0.01,0.222,0.009,2.315
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5659.11,296.43,0.009,0.183,0.01,2.329
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5657.8,285.926,0.01,0.189,0.01,2.294
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5657.08,305.345,0.01,0.186,0.01,2.361
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5670.53,285.485,0.01,0.191,0.01,2.398
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5655.25,286.939,0.01,0.187,0.01,2.319
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5657.16,293.561,0.01,0.182,0.009,2.291
Tesla K20Xm,Uux3a,ONE_D,1.101e+07,1,1,1,840,5658.77,305.171,0.01,0.183,0.01,2.376
