device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1406.39,91.554,0.01,10.302,13.048,1.105
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1407.67,90.883,0.011,10.298,9.422,1.008
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1407.8,90.276,0.012,10.304,9.445,1.075
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1406.71,90.658,0.011,10.314,9.453,1.114
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1408.19,90.147,0.01,10.308,9.41,1.034
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1407.05,90.737,0.011,10.301,9.413,1.066
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1407.36,90.403,0.012,10.308,9.479,1.082
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1404.78,90.989,0.011,10.315,9.428,1.084
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1406.21,90.493,0.011,10.295,9.549,1.082
Tesla K20Xm,Uux3a,ONE_D,3.4603e+06,1,1,1,263,1406.84,90.655,0.011,10.309,9.513,1.044
