device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4370.31,220.45,0.01,0.156,0.01,1.811
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4363.94,220.398,0.011,0.157,0.01,1.851
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4365.47,220.337,0.01,0.158,0.01,1.823
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4364.17,221.44,0.011,0.156,0.009,1.856
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4362.18,220.517,0.01,0.157,0.01,1.841
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4366.63,220.391,0.011,0.154,0.01,1.827
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4364.3,220.857,0.01,0.155,0.01,1.87
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4363.83,235.955,0.01,0.158,0.01,1.802
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4362.39,220.509,0.01,0.158,0.009,1.894
Tesla K20Xm,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4377.27,220.429,0.011,0.156,0.01,1.837
