device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4785.06,242.71,0.011,0.165,0.009,1.98
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4796.01,241.975,0.011,0.164,0.01,1.966
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.19,258.497,0.01,0.165,0.01,2.014
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.25,242.251,0.011,0.166,0.009,2.007
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.95,242.085,0.011,0.167,0.01,1.966
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.25,259.178,0.01,0.164,0.01,2.124
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4793.69,242.059,0.011,0.164,0.01,1.992
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.07,259.503,0.009,0.166,0.009,1.925
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4807.76,245.39,0.009,0.165,0.01,2.011
Tesla K20Xm,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4795.03,241.99,0.011,0.166,0.01,1.992
