device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.304,0.104,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.273,0.096,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.281,0.133,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.069,0.125,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0.001,0.292,0.086,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.263,0.067,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.069,0.087,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.291,0.087,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.08,0.1,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.063,0.105,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.268,0.08,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.099,0.088,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.276,0.088,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.298,0.089,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.295,0.088,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.07,0.087,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.071,0.099,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.071,0.099,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.072,0.087,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.285,0.101,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.291,0.103,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.057,0.064,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.272,0.086,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.296,0.086,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.074,0.092,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.095,0.1,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.081,0.099,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0.001,0.082,0.088,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.07,0.087,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.287,0.089,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.297,0.087,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.278,0.065,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.347,0.099,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.303,0.088,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.286,0.116,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.277,0.088,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.305,0.101,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.071,0.086,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.295,0.54,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.27,0.077,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.259,0.066,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.363,0.066,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.306,0.102,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.296,0.086,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.284,0.103,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.299,0.088,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.331,0.099,0.001,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.307,0.102,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0,0.414,0.087,0,0.001
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0.001,0.001,0.272,0.088,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0,0.273,0.088,0,0
Tesla K20Xm,Empty,ONE_D,1,1,1,16,0,0.001,0.272,0.088,0,0
