device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,166.75,11.692,0.011,158.038,7.262,0.551
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.679,11.537,0.012,158.02,5.363,0.313
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.481,11.615,0.011,157.987,5.316,0.312
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.709,11.509,0.012,158.003,5.31,0.306
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.555,11.54,0.011,158.013,5.317,0.306
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,163.159,11.574,0.011,157.977,5.306,0.312
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.998,11.676,0.011,157.977,5.311,0.301
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.541,11.564,0.011,158.044,5.32,0.309
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,162,11.515,0.012,158.071,5.291,0.305
Tesla K20Xm,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,161.37,11.55,0.011,158.014,5.311,0.301
