device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6507.1,352.574,0.01,0.205,0.01,2.591
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6518.93,329.41,0.012,0.205,0.009,2.562
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6520.96,341.15,0.009,0.204,0.01,2.565
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6520.67,351.375,0.01,0.204,0.009,2.542
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6534.67,329.159,0.01,0.204,0.009,2.564
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6519.89,351.608,0.01,0.203,0.009,2.691
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6518.44,329.046,0.01,0.205,0.009,2.593
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6518.65,339.4,0.01,0.205,0.009,2.663
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6526.22,352,0.009,0.205,0.01,2.628
Tesla K20Xm,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6520.64,329.251,0.011,0.206,0.009,2.51
