device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,842.355,44.656,0.003,1751.61,31.784,0.974
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,664.917,44.422,0.003,1767.56,31.415,0.972
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,662.542,44.4,0.002,1700.75,31.493,0.976
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,662.844,44.449,0.004,1670.08,31.611,1.007
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,662.561,44.533,0.003,1681.58,31.518,0.983
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,664.544,44.386,0.002,1105.95,31.46,0.982
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,663.477,44.879,0.003,1052.2,31.526,0.982
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,662.935,44.495,0.003,1044.19,31.448,0.992
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,664.643,44.413,0.003,1037.66,31.601,0.986
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,663.376,44.538,0.002,827.793,31.633,1.003
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,663.055,44.448,0.003,823.724,31.47,0.999
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,664.438,44.476,0.002,822.759,31.553,1.006
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,663.317,44.847,0.002,829.27,31.475,0.991
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,663.599,44.465,0.003,825.75,31.416,0.995
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,128,8,1,64,663.444,44.461,0.003,830.647,32.032,1.01
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,857.673,44.326,0.004,1748.23,31.416,0.956
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,664.199,44.066,0.003,1763.56,31.493,0.968
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,664.853,44.099,0.003,1695.69,31.353,0.962
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,663.378,44.175,0.003,1668.79,31.429,0.972
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,672.162,44.427,0.004,1681.74,31.428,0.938
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,664.418,44.347,0.003,1107.36,31.432,0.943
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,663.656,44.054,0.003,1053.23,31.41,0.956
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,664.287,44.13,0.003,1043.49,31.371,0.977
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,663.359,44.069,0.002,1037.41,31.572,0.978
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,663.427,44.036,0.003,828.064,31.395,0.998
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,664.8,44.15,0.003,823.746,31.424,0.99
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,663.336,44.273,0.002,822.82,31.56,0.986
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,664.267,44.206,0.002,828.953,31.521,0.987
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,663.512,44.048,0.003,825.661,31.558,0.995
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,128,8,1,64,664.563,44.219,0.002,830.818,31.601,1.005
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,878.539,52.204,0.005,1744.46,32.152,0.934
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,664.675,43.89,0.004,1767.09,31.77,0.917
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,663.067,43.912,0.003,1695.84,31.557,0.93
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,663.242,44.102,0.004,1669.21,31.495,0.942
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,663.445,43.935,0.003,1680.59,31.462,0.94
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,663.523,44.417,0.003,1107.22,31.43,0.949
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,663.257,43.892,0.003,1057.03,31.424,0.95
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,663.752,44.239,0.003,1043.37,31.421,0.952
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,663.255,43.996,0.003,1037.18,31.534,0.922
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,663.556,43.956,0.003,828.125,31.405,0.943
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,663.115,43.997,0.003,823.996,31.389,0.948
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,674.538,45.057,0.004,822.653,31.558,0.987
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,663.267,44.143,0.003,828.824,31.449,0.979
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,663.243,43.839,0.003,825.669,31.456,0.977
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,128,8,1,64,662.95,44.13,0.003,830.58,31.582,1.022
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,829.418,44.607,0.005,1749.48,31.87,0.926
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,664.34,44.189,0.003,1768.37,31.767,0.934
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,664.002,44.281,0.003,1699.06,31.846,0.934
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,664.803,44.105,0.004,1669.11,32.192,0.94
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,665.482,44.146,0.003,1679.5,31.926,0.94
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,665.241,44.423,0.004,1105.73,31.793,0.927
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,665.115,44.28,0.003,1054.83,32.041,1.022
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,664.276,46.276,0.004,1043.62,31.862,0.958
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,674.336,44.17,0.004,1038.3,31.781,0.936
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,665.096,44.145,0.003,827.915,31.686,0.95
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,663.914,44.103,0.004,824.172,31.86,0.992
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,664.34,44.098,0.003,822.583,31.872,0.997
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,663.81,44.054,0.003,829.114,31.904,1
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,665.374,44.085,0.003,825.57,31.916,0.992
GTX 780,MatrixMultiplication,TWO_D,4096,4096,4096,128,8,1,64,665.167,44.123,0.003,830.795,31.862,1.003
