device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,839,296,1,1,1,320,0.007,0,0.001,0.031,0,0.006
GTX 780,Computation,ONE_D,839,296,2,1,1,320,0.003,0,0,0.016,0,0.006
GTX 780,Computation,ONE_D,839,296,4,1,1,320,0.003,0,0.001,0.015,0,0.006
GTX 780,Computation,ONE_D,839,296,8,1,1,320,0.003,0,0,0.019,0,0.005
GTX 780,Computation,ONE_D,839,296,16,1,1,320,0.003,0,0.001,0.013,0,0.005
GTX 780,Computation,ONE_D,839,296,32,1,1,320,0.003,0,0,0.013,0,0.004
GTX 780,Computation,ONE_D,839,296,64,1,1,320,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,839,296,128,1,1,320,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,839,296,256,1,1,320,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,839,296,512,1,1,320,0.002,0,0,0.013,0.001,0.005
GTX 780,Computation,ONE_D,839,296,1024,1,1,320,0.003,0,0,-1,-1,-1
GTX 780,Computation,ONE_D,635,847,1,1,1,320,0.007,0,0.001,0.031,0,0.006
GTX 780,Computation,ONE_D,635,847,2,1,1,320,0.003,0,0,0.016,0.001,0.006
GTX 780,Computation,ONE_D,635,847,4,1,1,320,0.003,0,0.001,0.014,0,0.006
GTX 780,Computation,ONE_D,635,847,8,1,1,320,0.003,0.001,0,0.014,0,0.005
GTX 780,Computation,ONE_D,635,847,16,1,1,320,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,635,847,32,1,1,320,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,635,847,64,1,1,320,0.003,0,0,0.014,0.001,0.005
GTX 780,Computation,ONE_D,635,847,128,1,1,320,0.003,0,0.001,0.013,0.001,0.005
GTX 780,Computation,ONE_D,635,847,256,1,1,320,0.002,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,635,847,512,1,1,320,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,635,847,1024,1,1,320,0.002,0,0,-1,-1,-1
