device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.041,11.184,0.001,3.455,8.781,3.532
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,81.892,10.94,0.001,2.654,4.281,2.941
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.374,10.573,0.001,2.158,2.232,2.649
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.885,10.774,0.001,1.866,1.165,2.526
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.902,10.708,0.001,1.705,0.83,2.469
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.822,10.724,0.001,1.608,0.659,2.45
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.776,10.695,0.001,1.573,0.555,2.458
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.717,10.69,0.001,1.57,0.521,2.53
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.876,10.699,0.001,1.578,0.493,2.521
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.796,10.735,0.001,1.602,0.486,2.46
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.741,10.737,0.002,1.638,0.474,2.46
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.083,11.264,0.001,3.456,8.867,3.494
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,82.065,10.73,0.001,2.648,4.333,2.997
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.307,10.417,0.001,2.164,2.256,2.647
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.868,10.596,0.001,1.868,1.204,2.521
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.899,10.662,0.001,1.699,0.882,2.492
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,81.162,10.707,0.001,1.61,0.647,2.49
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.846,10.677,0.001,1.575,0.628,2.465
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.75,10.664,0.001,1.57,0.513,2.472
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.799,10.713,0.001,1.579,0.567,2.473
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.697,10.775,0,1.602,0.488,2.472
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.706,10.792,0.001,1.642,0.557,2.466
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.148,11.658,0.001,3.458,8.853,3.47
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,81.94,10.933,0.002,2.677,4.275,2.925
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.355,10.802,0.001,2.162,2.123,2.641
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.821,10.826,0.001,1.881,1.13,2.504
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.789,10.787,0.001,1.706,0.768,2.53
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.75,10.793,0.001,1.609,0.618,2.444
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.824,10.846,0.002,1.598,0.532,2.443
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.733,10.884,0.001,1.572,0.489,2.446
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.917,11.149,0.002,1.582,0.579,2.449
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.709,10.812,0.001,1.602,0.602,2.567
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,81.437,10.928,0.001,1.656,0.519,2.568
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.187,11.397,0.002,3.459,8.834,3.537
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,82.329,10.866,0.002,2.648,4.39,2.949
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.235,10.667,0.001,2.163,2.215,2.678
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,81.092,10.724,0.002,1.868,1.196,2.588
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,81.077,10.762,0.001,1.703,0.818,2.475
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.909,10.751,0.001,1.608,0.645,2.537
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.774,10.75,0.001,1.576,0.564,2.489
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,81.091,10.769,0.002,1.572,0.516,2.482
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.784,10.75,0.001,1.582,0.493,2.493
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.964,10.766,0.002,1.601,0.491,2.487
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.918,10.703,0.001,1.642,0.487,2.492
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.701,11.456,0.001,3.46,8.829,3.49
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,90.177,11.507,0.003,2.652,4.414,2.971
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.346,10.766,0.001,2.166,2.285,2.678
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,81.993,10.859,0.001,1.869,1.193,2.545
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,81.611,10.964,0.001,1.71,0.85,2.469
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.889,10.973,0.001,1.612,0.645,2.485
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.772,10.91,0.001,1.576,0.563,2.482
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.832,10.913,0.002,1.571,0.518,2.477
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.808,10.908,0.001,1.582,0.495,2.469
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.807,10.899,0.001,1.603,0.476,2.493
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.767,10.902,0.001,1.645,0.483,2.467
GTX 780,Reduction,ONE_D,1.04858e+06,1,1,1,16,88.189,11.289,0.001,3.457,8.774,3.472
GTX 780,Reduction,ONE_D,1.04858e+06,2,1,1,16,82.009,10.777,0.001,2.648,4.354,3.006
GTX 780,Reduction,ONE_D,1.04858e+06,4,1,1,16,81.196,10.558,0.001,2.16,2.171,2.639
GTX 780,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.89,10.68,0.002,1.866,1.197,2.522
GTX 780,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.883,10.702,0.001,1.705,0.813,2.477
GTX 780,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.759,10.768,0.001,1.608,0.635,2.453
GTX 780,Reduction,ONE_D,1.04858e+06,64,1,1,16,81.291,10.792,0.001,1.574,0.576,2.468
GTX 780,Reduction,ONE_D,1.04858e+06,128,1,1,16,81.562,10.784,0.001,1.571,0.532,2.473
GTX 780,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.834,10.755,0.001,1.582,0.504,2.465
GTX 780,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.752,10.78,0.001,1.601,0.476,2.465
GTX 780,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.79,10.787,0.001,1.643,0.484,2.466
