device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,274,800,1,1,1,1024,0.008,0.001,0,0.044,0.001,0.006
GTX 780,Computation,ONE_D,274,800,2,1,1,1024,0.003,0,0,0.018,0,0.006
GTX 780,Computation,ONE_D,274,800,4,1,1,1024,0.003,0,0,0.015,0,0.005
GTX 780,Computation,ONE_D,274,800,8,1,1,1024,0.003,0,0,0.014,0,0.006
GTX 780,Computation,ONE_D,274,800,16,1,1,1024,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,274,800,32,1,1,1024,0.003,0,0.001,0.013,0,0.005
GTX 780,Computation,ONE_D,274,800,64,1,1,1024,0.003,0,0.001,0.012,0.001,0.005
GTX 780,Computation,ONE_D,274,800,128,1,1,1024,0.003,0.001,0,0.013,0,0.005
GTX 780,Computation,ONE_D,274,800,256,1,1,1024,0.002,0,0,0.015,0,0.005
GTX 780,Computation,ONE_D,274,800,512,1,1,1024,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,274,800,1024,1,1,1024,0.003,0,0.001,-1,-1,-1
