device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3917.34,408.311,0.003,15.891,0.002,1.735
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3915.98,408.148,0.002,7.973,0.002,1.8
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3915.53,408.534,0.002,4.012,0.002,1.684
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3916.81,408.422,0.003,2.031,0.002,1.663
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3916.17,408.744,0.003,1.043,0.003,1.713
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3931.26,408.066,0.003,0.549,0.002,1.717
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3917.31,408.201,0.003,0.299,0.002,1.654
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3916.43,408.041,0.002,0.176,0.002,1.75
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3916.83,407.979,0.003,0.116,0.001,1.676
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3916.4,408.39,0.002,0.12,0.002,1.779
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3915.88,408.44,0.003,0.133,0.001,1.758
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3914.64,407.412,0.003,15.891,0.003,1.726
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3915.93,407.14,0.003,7.97,0.002,1.719
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3927.22,408.423,0.003,4.012,0.002,1.691
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3914.92,407.07,0.003,2.037,0.004,1.704
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3915.55,407.083,0.003,1.041,0.003,1.685
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3915.17,407.293,0.003,0.55,0.003,1.654
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3914.61,407.493,0.002,0.301,0.002,1.783
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3915.14,407.227,0.003,0.175,0.002,1.616
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3914.65,405.535,0.003,0.117,0.002,1.703
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3915.54,407.192,0.003,0.122,0.002,1.771
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3914.56,407.123,0.002,0.134,0.002,1.74
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3914.72,408.208,0.003,15.893,0.003,1.764
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3914.83,407.393,0.002,7.969,0.003,1.684
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3915.65,407.54,0.003,4.011,0.003,1.751
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3922.61,407.766,0.003,2.032,0.002,1.814
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3914.25,407.69,0.003,1.041,0.002,1.643
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3914.72,407.757,0.003,0.548,0.003,1.731
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3914.36,408.044,0.003,0.301,0.003,1.808
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3913.96,407.365,0.003,0.174,0.002,1.769
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3913.89,407.321,0.003,0.117,0.003,1.693
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3913.41,407.329,0.002,0.123,0.002,1.741
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3926.5,407.107,0.002,0.135,0.003,1.722
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3918.28,408.8,0.003,15.894,0.002,1.818
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3918.11,408.156,0.003,7.97,0.003,1.771
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3918.85,408.074,0.003,4.014,0.002,1.817
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3918.61,408.176,0.004,2.032,0.002,1.802
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3917.8,408.189,0.003,1.045,0.003,1.751
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3918.56,407.479,0.002,0.549,0.002,1.784
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3919.47,408.786,0.003,0.298,0.001,1.615
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3918.59,408.159,0.003,0.175,0.002,1.732
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3918.37,408.038,0.003,0.119,0.002,1.746
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3931.7,408.178,0.003,0.12,0.002,1.809
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3918.95,408,0.003,0.134,0.003,1.826
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3918.37,408.879,0.003,15.892,0.002,1.738
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3918.69,409.138,0.003,7.97,0.002,1.803
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3918.83,408.796,0.003,4.014,0.002,1.779
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3918.27,408.918,0.003,2.034,0.002,1.753
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3917.84,409.396,0.003,1.041,0.002,1.775
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3918.51,408.9,0.002,0.552,0.002,1.719
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3918.79,408.952,0.003,0.301,0.002,1.842
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3918.08,409.048,0.003,0.177,0.001,1.812
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3933.11,408.754,0.003,0.118,0.003,1.802
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3918.81,408.903,0.004,0.119,0.002,1.791
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3919.4,407.261,0.004,0.133,0.002,1.738
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3914.29,197.384,0.002,15.888,0.002,1.785
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3914.35,197.381,0.003,7.967,0.002,1.834
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3915.88,197.399,0.002,4.001,0.002,1.734
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3914.07,197.557,0.002,2.021,0.002,1.831
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3914.48,197.557,0.003,1.037,0.002,1.755
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3915.02,197.477,0.002,0.541,0.001,1.813
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3914.93,197.359,0.002,0.295,0.002,1.822
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3924.15,197.389,0.002,0.171,0.002,1.824
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3915.44,197.438,0.002,0.106,0.002,1.77
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3914.59,197.309,0.002,0.113,0.002,1.783
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3914.53,197.353,0.002,0.129,0.002,1.81
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3918.12,408.88,0.003,15.891,0.003,1.847
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3918.84,409.348,0.004,7.972,0.003,1.757
GTX 780,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3918,408.996,0.004,4.013,0.003,1.803
GTX 780,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3918.73,408.596,0.004,2.031,0.002,1.862
GTX 780,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3917.78,409.01,0.003,1.043,0.002,1.722
GTX 780,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3934.47,408.697,0.003,0.549,0.002,1.817
GTX 780,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3919.11,408.736,0.004,0.304,0.003,1.702
GTX 780,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3918.94,409.72,0.003,0.178,0.002,1.829
GTX 780,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3919.27,409.043,0.005,0.129,0.003,1.886
GTX 780,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3918.9,408.815,0.003,0.118,0.001,1.781
GTX 780,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3918.66,408.916,0.003,0.132,0.002,1.771
GTX 780,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3916.75,198.117,0.003,15.89,0.003,1.805
GTX 780,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3917.84,197.862,0.002,7.966,0.003,1.858
