device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,104857,1,1,1,7,41.691,2.928,0,4.868,0.388,0.112
GTX 780,Uux3a,ONE_D,104857,2,1,1,7,40.928,2.797,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,4,1,1,7,41.024,2.8,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,8,1,1,7,40.934,2.801,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,16,1,1,7,41.002,2.799,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,32,1,1,7,40.88,2.81,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,64,1,1,7,40.926,2.862,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,128,1,1,7,40.954,2.796,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,256,1,1,7,40.945,2.843,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,512,1,1,7,41.048,2.789,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,1024,1,1,7,40.96,2.804,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,1,1,1,7,40.907,5.755,0.001,4.876,0.712,0.114
GTX 780,Uux3a,ONE_D,104857,2,1,1,7,40.829,5.676,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,4,1,1,7,40.837,5.685,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,8,1,1,7,40.843,5.683,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,16,1,1,7,40.838,5.706,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,32,1,1,7,40.831,5.686,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,64,1,1,7,40.85,5.674,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,128,1,1,7,40.884,5.684,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,256,1,1,7,40.835,5.683,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,512,1,1,7,40.832,5.675,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,1024,1,1,7,40.839,5.677,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,1,1,1,7,40.871,5.755,0.001,4.873,0.709,0.118
GTX 780,Uux3a,ONE_D,104857,2,1,1,7,40.844,5.685,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,104857,4,1,1,7,40.844,5.697,0,-1,-1,-1
