device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2102.65,133.55,0.002,228.927,26.794,1.358
GTX 780,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2102.19,133.708,0.003,108.731,26.337,1.327
GTX 780,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2104.87,134.379,0.002,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2125.75,274.753,0.004,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2099.83,272.797,0.004,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2103.64,273.226,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2114.69,273.671,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2096.44,274,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2097.67,272.868,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,512,1,1,391,2097.89,272.928,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,1024,1,1,391,2097.07,273.182,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2098.64,273.773,0.003,231.198,20.953,1.442
GTX 780,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2098.38,272.851,0.003,106.163,20.946,1.435
GTX 780,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2098.85,267.909,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2097.01,273.68,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2098.53,273.58,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2099.04,272.883,0.004,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2099.06,272.756,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2098.06,270.4,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2098.18,273.743,0.004,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,512,1,1,391,2104.13,273.62,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,1024,1,1,391,2099.34,272.8,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2098.85,273.157,0.003,234.385,21.365,1.45
GTX 780,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2097.42,273.24,0.003,108.798,21.304,1.424
GTX 780,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2097.74,273.331,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2097.38,273.699,0.003,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2098.2,273.211,0.002,-1,-1,-1
GTX 780,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2098.14,273.391,0.003,-1,-1,-1
