device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,81.46,11.032,0.002,16174.1,4.237,0.21
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,81.342,10.952,0.001,8117.7,4.349,0.199
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,80.716,10.98,0.002,4086.09,4.26,0.198
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,80.774,10.969,0.001,2072.16,4.47,0.199
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.575,11.01,0.001,1062.94,4.775,0.217
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,81.164,11.064,0.002,555.027,4.175,0.201
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,80.856,10.984,0.001,306.935,4.216,0.195
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,80.539,10.934,0.001,262.633,4.3,0.195
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.443,10.943,0.001,262.744,4.189,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.367,10.958,0.001,263.831,4.21,0.19
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.35,10.905,0.002,268.934,4.372,0.198
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,81.375,11.073,0.001,16181.6,3.983,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,81.315,11.035,0.002,8105.95,4.465,0.216
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,81.47,11.1,0.001,4080.13,3.889,0.206
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,80.988,11.146,0.001,2072.27,3.945,0.228
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.883,11.047,0.002,1062.2,3.93,0.198
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,80.548,11.02,0.002,554.265,3.907,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,80.668,11.026,0.002,306.803,3.967,0.211
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,80.453,11.056,0.002,262.627,3.902,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.573,10.994,0.001,262.658,3.889,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.648,11.151,0.001,263.868,3.896,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.461,11.027,0.001,268.954,3.913,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,81.48,11.136,0.001,16170.1,5.368,0.227
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,82.191,11.238,0.001,8117.54,4.311,0.204
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,80.937,11.056,0.001,4087.76,4.398,0.199
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,81.231,11.125,0.001,2072.84,4.402,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.765,11.072,0.001,1063.26,4.366,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,80.457,11.056,0.001,554.692,4.373,0.195
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,81.155,11.044,0.001,307.205,4.384,0.196
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,80.61,11.086,0.002,262.715,4.362,0.194
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.442,11.091,0.002,262.703,4.376,0.196
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.659,11.047,0.001,263.866,4.33,0.193
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.625,11.085,0.001,268.97,4.34,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,81.779,11.174,0.002,16177.5,3.911,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,81.256,11.057,0.002,8105.75,4.125,0.215
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,85.641,12.328,0.021,4083.28,3.818,0.207
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,82.409,11.197,0.002,2070.73,3.939,0.204
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.937,11.035,0.002,1062.97,3.918,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,80.871,11.015,0.001,554.285,3.98,0.196
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,81.13,11.162,0.001,306.702,3.949,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,80.84,11.047,0.001,262.614,3.895,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.956,11.077,0.002,262.661,3.88,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.952,11.006,0.002,263.936,3.886,0.196
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.717,11.072,0.002,268.92,3.883,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,82.516,11.243,0.003,16210.3,4.099,0.221
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,82.092,11.154,0.003,8111.62,3.911,0.376
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,81.145,11.078,0.002,4090.42,4.014,0.203
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,80.925,11.079,0.002,2076.22,4.09,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.769,11.055,0.002,1062.99,4.038,0.208
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,81.573,11.023,0.001,555.784,3.973,0.206
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,80.724,11.142,0.001,307.033,4.014,0.197
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,80.76,11.134,0.001,262.647,3.958,0.196
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.585,11.065,0.001,262.743,3.97,0.205
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.639,11.141,0.001,263.773,4.028,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.587,11.035,0.002,268.964,3.967,0.201
GTX 780,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,82.17,11.05,0.002,16160.8,4.366,0.202
GTX 780,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,80.937,11.009,0.002,8102.99,4.42,0.205
GTX 780,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,80.765,11.002,0.001,4086.73,4.383,0.201
GTX 780,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,80.811,10.999,0.001,2069.98,4.358,0.2
GTX 780,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,80.843,11.032,0.001,1061.68,4.343,0.201
GTX 780,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,81.61,11.01,0.001,554.438,4.325,0.208
GTX 780,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,80.86,10.944,0.002,306.765,4.324,0.21
GTX 780,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,81.047,10.966,0.001,262.637,4.34,0.204
GTX 780,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,80.526,10.956,0.002,262.682,4.297,0.199
GTX 780,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,80.619,11.016,0.001,263.884,4.419,0.206
GTX 780,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,80.759,11.054,0.001,268.974,4.321,0.201
