device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,376.641,77.053,0.003,1409.32,0.001,2.856
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,377.108,77.465,0.004,1092.31,0.002,2.84
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,379.959,77.05,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,379.264,76.805,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,379.459,77.104,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,377.54,76.883,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,377.588,76.966,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,378.241,76.873,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,378.359,77.5,0.005,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,378.279,76.884,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,377.665,76.909,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,369.793,75.891,0.004,1404.56,0.002,2.991
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,379.516,75.927,0.003,1080.24,0.001,2.852
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,378.194,75.884,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,376.538,76.042,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,377.179,75.988,0.003,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,377.688,75.803,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,377.675,75.981,0.003,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,377.172,76.586,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,377.225,76.019,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,377.993,75.979,0.005,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,382.177,76.031,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,373.499,77.077,0.004,1455.17,0.001,2.881
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,376.689,76.334,0.003,1084.86,0.001,2.828
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,381.869,76.359,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,378.583,76.331,0.006,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,376.922,76.314,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,377.282,76.385,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,378.78,76.309,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,376.935,76.62,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,377.617,76.172,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,402.946,76.441,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,377.599,76.225,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,371.67,77.27,0.005,1415.71,0.001,2.795
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,377.123,76.651,0.004,1087.04,0.001,2.826
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,377.563,76.396,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,378.8,76.437,0.005,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,377.107,76.43,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,377.465,76.934,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,378.203,76.441,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,377.693,76.503,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,377.267,76.527,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,377.204,76.667,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,377.781,76.526,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,377.647,77.403,0.004,1415.73,0.001,2.76
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,378.077,76.788,0.005,1090.55,0.001,2.851
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,378.16,76.78,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,378.891,76.837,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,378.155,76.763,0.003,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,377.742,76.742,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,379.061,76.851,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,378.042,77.228,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,377.488,76.69,0.004,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,377.186,76.79,0.005,-1,-1,-1
GTX 780,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,378.013,76.816,0.005,-1,-1,-1
