device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5206.64,545.084,0.003,21.096,0.002,2.108
GTX 780,Uux3a,ONE_D,1.01712e+07,2,1,1,775,5206.13,543.736,0.003,10.576,0.002,2.175
GTX 780,Uux3a,ONE_D,1.01712e+07,4,1,1,775,5207.41,543.697,0.002,5.316,0.002,2.161
GTX 780,Uux3a,ONE_D,1.01712e+07,8,1,1,775,5211.05,543.855,0.003,2.683,0.002,2.199
GTX 780,Uux3a,ONE_D,1.01712e+07,16,1,1,775,5216.87,543.819,0.004,1.368,0.002,2.11
GTX 780,Uux3a,ONE_D,1.01712e+07,32,1,1,775,5207.68,543.65,0.007,0.711,0.001,2.202
GTX 780,Uux3a,ONE_D,1.01712e+07,64,1,1,775,5210.36,543.861,0.002,0.378,0.002,2.198
GTX 780,Uux3a,ONE_D,1.01712e+07,128,1,1,775,5206.63,544.477,0.003,0.218,0.002,2.293
GTX 780,Uux3a,ONE_D,1.01712e+07,256,1,1,775,5207.19,544.629,0.003,0.14,0.002,2.191
GTX 780,Uux3a,ONE_D,1.01712e+07,512,1,1,775,5207.21,543.447,0.003,0.143,0.001,2.292
GTX 780,Uux3a,ONE_D,1.01712e+07,1024,1,1,775,5208.61,543.815,0.003,0.159,0.003,2.183
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5209.19,542.261,0.002,21.097,0.003,2.094
GTX 780,Uux3a,ONE_D,1.01712e+07,2,1,1,775,5222.79,542.43,0.003,10.573,0.003,2.201
GTX 780,Uux3a,ONE_D,1.01712e+07,4,1,1,775,5209.14,542.229,0.003,5.316,0.004,2.204
GTX 780,Uux3a,ONE_D,1.01712e+07,8,1,1,775,5210.61,542.154,0.003,2.684,0.002,2.169
GTX 780,Uux3a,ONE_D,1.01712e+07,16,1,1,775,5208.76,543.182,0.003,1.37,0.003,2.123
GTX 780,Uux3a,ONE_D,1.01712e+07,32,1,1,775,5208.91,540.053,0.003,0.71,0.002,2.155
GTX 780,Uux3a,ONE_D,1.01712e+07,64,1,1,775,5208.1,542.326,0.003,0.381,0.002,2.21
GTX 780,Uux3a,ONE_D,1.01712e+07,128,1,1,775,5210.82,542.306,0.003,0.215,0.003,2.209
GTX 780,Uux3a,ONE_D,1.01712e+07,256,1,1,775,5208.98,542.695,0.003,0.139,0.002,2.17
GTX 780,Uux3a,ONE_D,1.01712e+07,512,1,1,775,5209.79,542.615,0.003,0.139,0.002,2.187
GTX 780,Uux3a,ONE_D,1.01712e+07,1024,1,1,775,5223.08,541.548,0.003,0.16,0.002,2.135
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5224.18,542.511,0.003,21.095,0.003,2.087
GTX 780,Uux3a,ONE_D,1.01712e+07,2,1,1,775,5220.69,542.223,0.002,10.575,0.003,2.279
GTX 780,Uux3a,ONE_D,1.01712e+07,4,1,1,775,5206.2,542.108,0.003,5.313,0.001,2.26
GTX 780,Uux3a,ONE_D,1.01712e+07,8,1,1,775,5204.89,542.753,0.002,2.682,0.002,2.229
GTX 780,Uux3a,ONE_D,1.01712e+07,16,1,1,775,5205.26,542.167,0.003,1.367,0.002,2.253
GTX 780,Uux3a,ONE_D,1.01712e+07,32,1,1,775,5204.65,542.407,0.003,0.711,0.002,2.234
GTX 780,Uux3a,ONE_D,1.01712e+07,64,1,1,775,5204.58,542.893,0.003,0.381,0.002,2.312
GTX 780,Uux3a,ONE_D,1.01712e+07,128,1,1,775,5204.13,542.632,0.003,0.22,0.002,2.174
GTX 780,Uux3a,ONE_D,1.01712e+07,256,1,1,775,5207.99,548.63,0.003,0.142,0.002,2.214
GTX 780,Uux3a,ONE_D,1.01712e+07,512,1,1,775,5205.01,541.86,0.002,0.14,0.002,2.2
GTX 780,Uux3a,ONE_D,1.01712e+07,1024,1,1,775,5204.54,541.469,0.003,0.159,0.002,2.272
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5209.06,543.213,0.003,21.098,0.002,2.305
