device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,32768,1,1,1,0.5,7.393,2.513,0.01,0.2,1.729,0.033
Tesla K20Xm,Reduction,ONE_D,32768,2,1,1,0.5,3.36,1.11,0.001,0.087,0.864,0.022
Tesla K20Xm,Reduction,ONE_D,32768,4,1,1,0.5,3.355,1.049,0.001,0.082,0.76,0.023
Tesla K20Xm,Reduction,ONE_D,32768,8,1,1,0.5,3.362,1.125,0.001,0.054,0.739,0.021
Tesla K20Xm,Reduction,ONE_D,32768,16,1,1,0.5,3.352,1.08,0.001,0.049,0.73,0.022
Tesla K20Xm,Reduction,ONE_D,32768,32,1,1,0.5,3.352,1.035,0.001,0.045,0.714,0.022
Tesla K20Xm,Reduction,ONE_D,32768,64,1,1,0.5,3.355,1.145,0.001,0.044,0.712,0.022
Tesla K20Xm,Reduction,ONE_D,32768,128,1,1,0.5,3.36,1.054,0.001,0.045,0.713,0.021
Tesla K20Xm,Reduction,ONE_D,32768,256,1,1,0.5,3.357,1.006,0.001,0.047,0.708,0.021
Tesla K20Xm,Reduction,ONE_D,32768,512,1,1,0.5,3.356,1.129,0.001,0.047,0.713,0.022
Tesla K20Xm,Reduction,ONE_D,32768,1024,1,1,0.5,3.365,1.002,0.001,0.054,0.71,0.022
