device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,16,1,2,116.584,0.22,0.001,79.118,0.002,0.41
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,32,1,2,116.507,0.225,0.001,78.621,0.002,0.41
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,64,1,2,116.631,0.219,0.001,79.754,0.002,0.397
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,128,1,2,116.92,0.211,0,82.713,0.002,0.387
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,256,1,2,116.675,0.214,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,1,1,2,116.672,0.16,0.001,185.752,0.001,0.372
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,2,1,2,116.483,0.211,0.001,113.871,0.002,0.39
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,4,1,2,117.421,0.235,0.001,79.652,0.002,0.42
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,8,1,2,117.804,0.202,0.001,78.908,0.002,0.396
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,16,1,2,116.612,0.212,0.001,78.753,0.001,0.403
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,32,1,2,116.57,0.202,0.001,79.731,0.002,0.404
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,64,1,2,116.458,0.213,0.001,82.514,0.001,0.384
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,8,128,1,2,116.418,0.216,0,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,1,1,2,116.569,0.165,0.001,114.579,0.002,0.367
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,2,1,2,116.567,0.217,0.001,79.215,0.001,0.385
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,4,1,2,116.461,0.219,0.001,78.817,0.002,0.39
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,8,1,2,116.474,0.219,0.001,78.7,0.001,0.395
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,16,1,2,116.535,0.215,0.001,79.702,0.002,0.385
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,32,1,2,117.01,0.205,0,82.095,0.002,0.402
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,16,64,1,2,116.463,0.213,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,1,1,2,116.571,0.155,0,79.064,0.002,0.373
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,2,1,2,116.56,0.201,0,78.709,0.002,0.395
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,4,1,2,116.586,0.202,0,78.552,0.002,0.402
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,8,1,2,117.705,0.282,0.001,80.154,0.002,0.424
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,16,1,2,116.815,0.202,0.001,82.112,0.002,0.381
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,32,32,1,2,116.569,0.208,0,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,64,1,1,2,116.517,0.161,0.001,78.87,0.001,0.377
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,64,2,1,2,116.492,0.219,0.001,78.662,0.002,0.433
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,64,4,1,2,116.578,0.219,0.001,79.722,0.002,0.387
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,64,8,1,2,117.419,0.207,0,83.006,0.002,0.386
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,64,16,1,2,116.531,0.219,0,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,128,1,1,2,116.823,0.158,0.001,78.473,0.002,0.366
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,128,2,1,2,116.844,0.207,0.001,79.71,0.001,0.382
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,128,4,1,2,116.592,0.207,0.001,82.195,0.001,0.391
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,128,8,1,2,116.562,0.204,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,256,1,1,2,116.96,0.159,0,79.727,0.002,0.375
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,256,2,1,2,116.764,0.216,0.001,82.434,0.001,0.382
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,256,4,1,2,116.533,0.225,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,512,1,1,2,117.011,0.156,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,512,2,1,2,117.19,0.166,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1024,1,1,2,117.05,0.162,0.001,-1,-1,-1
